#CODE	ENGLISH	GALEGO
REL_FATHER_IN_LAW	father-in-law	father
REL_MOTHER_IN_LAW	mother-in-law	son
REL_BROTHER_IN_LAW	brother-in-law	daughter
REL_SISTER_IN_LAW	sister-in-law	brother
REL_SON_IN_LAW	son-in-law	sister
REL_DAUGHTER_IN_LAW	daughter-in-law	half-brother
REL_FRIEND	friend	half-sister
REL_RIVAL	rival	grandfather
REL_RELATIVE_MALE	kinsman	grandmother
REL_RELATIVE_FEMALE	kinswoman	grandfather
REL_ACQUAINTANCE	acquaintance	grandmother
REL_GUARDIAN	guardian	uncle
REL_WARD	ward	aunt
REL_LIEGE	liege	uncle
REL_VASSAL	vassal	aunt
RELATIONAL_CHAR_DESC_01	$FAMILY_REL$[GetFirstName] is a [Culture.GetName] §Y$TITLE$§W.	grandson
RELATIONAL_CHAR_DESC_02	[GetSubjectPronounCap] is the §Y$JOB$§W.	granddaughter
RELATIONAL_CHAR_DESC_03	[GetFirstName] is popularly known as '§Y$NICKNAME$§W'.	grandson
RELATIONAL_CHAR_DESC_04	Little [GetFirstName] is being tutored by §Y[Guardian.GetBestName]§W.	granddaughter
RELATIONAL_CHAR_COURTIER_TITLE	noble	nephew
RELATIONAL_CHAR_FAMILY_REL	Your §Y$REL$§W 	niece
TITLE_NUMBER_TO_GRANT	Available	nephew
TITLE_SALARY	Monthly Salary	niece
TITLE_PRESTIGE	Monthly Prestige	cousin
TITLE_PIETY	Monthly [Player.Religion.GetPietyName]	great grandfather
LOST_CONTROL	Lost control of §Y$TOWN$§W in §Y$PROVINCE$§W	great grandmother
HAS_CONTROL	Occupation of §Y$TOWN$§W in §Y$PROVINCE$§W	great grandfather
NUDGE_4	Port	great grandmother
UNKNOWN_LOCATION	In an unknown location.	husband
LIEGE_LONG_REIGN	Long Reign	wife
LIEGE_SHORT_REIGN	Short Reign	father-in-law
CLAIM	Claim	mother-in-law
REVOKE	Revoke	brother-in-law
THREATS_LABEL	Threats	sister-in-law
PRISONERS_LABEL	Prisoners	son-in-law
GENERATING_COAS	Generating Coats of Arms	daughter-in-law
REGIMENT	Regiment	friend
FLEET	Fleet	rival
ARMY	Army	kinsman
RAISE_LEVY	§YRaise Levy§!	kinswoman
RAISE_SHIP_LEVY	§YRaise Ships§!	acquaintance
DISMISS_LEVY	§YDismiss Levy§!	guardian
DISMISS_SHIP_LEVY	§YDismiss Ships§!	ward
CREATE_BARON	§YCreate New Vassal§!	liege
ARMY_NAME	Army of $NAME$	vassal
FLEET_NAME	$NAME$ Fleet	$FAMILY_REL$[GetFirstName] is a [Culture.GetName] §Y$TITLE$§W.
#LEVY_PERC_DESC	We are allowed to raise §Y$PERC$%§W of the total Holding Levy	[GetSubjectPronounCap] is the §Y$JOB$§W.
LEVY_PERC_WE_OWNER	$TITLE$ is held by $US$: $PERC$	[GetFirstName] is popularly known as '§Y$NICKNAME$§W'.
LEVY_PERC_OPINION	$THEM$: Opinion of $US$: $PERC$	Little [GetFirstName] is being tutored by §Y[Guardian.GetBestName]§W.
LEVY_PERC_WRONG_TAX_LIEGE	$THEM$: Loyal to $TAX_LIEGE$: $PERC$	noble
SETTLEMENT_GARRISON	Garrison: $NUM$/§G$TOTAL$§W	Your §Y$REL$§W 
EXPIRES_ON	Expires §Y$DATE$§W	Available
LEVY_CURRENT_PERC	Levy is currently at $PERC$ strength	Monthly Salary
LEVY_CURRENT_WE_CAN_RAISE	We can currently raise $NUM$ soldiers	Monthly Prestige
SETTLEMENT_LEVY	Levy:	Monthly [Player.Religion.GetPietyName]
SM_BUILD	Build	Lost control of §Y$TOWN$§W in §Y$PROVINCE$§W
DYNASTIC_MENU	Dynastic	Occupation of §Y$TOWN$§W in §Y$PROVINCE$§W
CB_AGAINST_TIMED	$NAME$' Casus Belli against $WHO$ until $DATE$	Port
CB_AGAINST	$NAME$' Casus Belli against $WHO$	In an unknown location.
PLOT_BACKERS	Backers	Long Reign
PLOT_DECISIONS	Decisions	Short Reign
PLOTTERS_LABEL	Known Plots	Claim
PLOTS_NAME	Name	Revoke
PLOTS_TITLE	Title	Threats
PLOTS_OPINION	Opinion	Prisoners
PLOTS_REVOLTRISK	Revolt Risk	Generating Coats of Arms
PLOTS_TIMEINPRISON	Time in Prison	Regiment
PLOTS_ACTIONS	Actions	Fleet
PLOTS_PLOT	Plot	Army
PLOTS_TARGET	Target	Raise Levy
PLOTS_BACKERS	Backers	Raise Ships
#FIND_PROVINCE	Find Title	Dismiss Levy
GOTO_LIST_BOX	Possible	Dismiss Ships
CURRENT_PLOT	Current Ambition	Create New Vassal
#PLOT_POWER_DESC	A plot gains strength by having more powerful backers. Higher Plot Power will unlock more special plot decisions and events.	Army of $NAME$
GOTO	Goto	$NAME$ Fleet
PURSUE	Pursue	We are allowed to raise §Y$PERC$%§W of the total Holding Levy
PLOT_BACKER	Plot Backer	$TITLE$ is held by $US$: $PERC$
CALL_REASONS	§YCan be called into war because:§W	$THEM$: Opinion of $US$: $PERC$
CALL_ALLY_REL_DESC	$CHAR$'s $REL_1$ $NAME$'s $REL_2$	$THEM$: Loyal to $TAX_LIEGE$: $PERC$
CALL_ALLY_REL_SHORT_DESC	$NAME$'s $REL$	Garrison: $NUM$/§G$TOTAL$§W
FAMILY_TAB_IRO	§Y$NAME$'s Family§W	Expires §Y$DATE$§W
FAMILY_TAB_DRO	The family of $NAME$, including guardians and wards.	Levy is currently at $PERC$ strength
VASSAL_TAB_IRO	§Y$NAME$'s Landed Vassals§W	We can currently raise $NUM$ soldiers
VASSAL_TAB_DRO	These lords are in direct fief to $NAME$, and may have vassals of their own.	Levy:
COURT_TAB_IRO	§YCharacters residing at the court of $NAME$§W	Build
COURT_TAB_DRO	The Court mainly consists of various unlanded nobles, but also the councillors (who can be landed vassals), imprisoned characters, and children being tutored by one of the courtiers.	Dynastic
#ALLY_TAB_IRO	§YRulers that can be called into war by $NAME$§W	$NAME$' Casus Belli against $WHO$ until $DATE$
#ALLY_TAB_DRO	Characters can be called into wars only if they are of the same dynasty or have close marital ties.	$NAME$' Casus Belli against $WHO$
ABROAD_TAB_IRO	§YCourtiers who are currently abroad§W	Backers
ABROAD_TAB_DRO	Characters can reside at a foreign court if they are imprisoned or being educated there. Furthermore, councillors, even if rulers themselves, will reside at the court of their liege.	Decisions
SM_CAMERA_SPEED	Camera Smoothness	Known Plots
SM_CENTERED_ZOOM_IN	Zoom in to Cursor	Name
SM_CENTERED_ZOOM_OUT	Zoom out from cursor	Title
SIEGE_ATTACKERS	Attackers	Opinion
SIEGE_DEFENDERS	Defenders	Revolt Risk
CONFIRM_DISBAND_TITLE	Do you wish to dismiss this unit?	Time in Prison
CONFIRM_DISBAND_DESC	The $NAME$ will stand down and all levies will return home.	Actions
#CONFIRM_DISBAND_DESC2	Due to hostile presence, only $NUM$ of $TOTAL$ troops will be able to return home.	Plot
#CONFIRM_DISBAND_DESC3	Due to hostile presence, only $NUM$ of $TOTAL$ ships will be able to return home.	Target
SIEGE_OF	Siege of $PROVINCE$	Backers
CHAR_DYNASTY	Dynasty	Find Title
CHAR_REALM	Realm	Possible
SELECT_COMMANDER	Select a Commander	Current Ambition
CURRENT_COMMANDER	Current Commander	A plot gains strength by having more powerful backers. Higher Plot Power will unlock more special plot decisions and events.
SELECT	Select	Goto
CURRENT	Current	Pursue
NOMINATE_AN_HEIR	Nominate the next $RULERTITLE$ of $TITLE$	Plot Backer
CURRENT_NOMINEE	Current Nominee	§YCan be called into war because:§W
SELECT_A_SPOUSE	Select a Spouse	$CHAR$'s $REL_1$ $NAME$'s $REL_2$
SELECT_A_CHILD	Select a Child	$NAME$'s $REL$
CHILD_TO_TUTOR	Child to Tutor	§Y$NAME$'s Family§W
SELECT_A_GUARDIAN	Select a Guardian	The family of $NAME$, including guardians and wards.
CURRENT_GUARDIAN	Current Guardian	§Y$NAME$'s Landed Vassals§W
SELECT_A_CHARACTER	Select a Character	These lords are in direct fief to $NAME$, and may have vassals of their own.
CURRENT_SELECTION	Current Selection	§YCharacters residing at the court of $NAME$§W
SELECT_A_LEADER	Select a Leader	The Court mainly consists of various unlanded nobles, but also the councillors (who can be landed vassals), imprisoned characters, and children being tutored by one of the courtiers.
CURRENT_LEADER	Current Leader	§YRulers that can be called into war by $NAME$§W
SM_CAMERA_TILT	Camera Tilt	Characters can be called into wars only if they are of the same dynasty or have close marital ties.
IMPRISONED_YEARS	Imprisoned for §Y$YEARS$§! years	§YCourtiers who are currently abroad§W
SUPPLY_LIMIT_DESC	Supply is the number of troops that a county can support before they start to suffer attrition.	Characters can reside at a foreign court if they are imprisoned or being educated there. Furthermore, councillors, even if rulers themselves, will reside at the court of their liege.
REVOLT_RISK_DESC	The revolt risk is the chance of a peasant uprising in the county.	Camera smoothness
WARO_BATTLES	Battles:	Zoom in to cursor
WARO_OCCUPATION	Occupation:	Zoom out from cursor
WARO_WARSCORE	Warscore:	Attackers
WARO_BATTLES_LABEL	Battles	Defenders
LABEL_SUCCESSION	Succession	Do you wish to dismiss this unit?
DE_JURE_DUCHY_DESC	The §Y$PROVINCE$§W is traditionally considered a part of the §Y$DUCHY$§W. 	The $NAME$ will stand down and all levies will return home.
DE_JURE_DUCHY_DESC_NO_HOLDER	Currently, this duchy is held by no one.	Due to hostile presence, only $NUM$ of $TOTAL$ troops will be able to return home.
DE_JURE_DUCHY_DESC_HOLDER_1	§Y$DUKE$§W is the current duke, and also de facto controller of §Y$PROVINCE$§W.	Due to hostile presence, only $NUM$ of $TOTAL$ ships will be able to return home.
DE_JURE_DUCHY_DESC_HOLDER_2	§Y$DUKE$§W is the current duke, who will strive to regain actual control of §Y$PROVINCE$§W.	Siege of $PROVINCE$
DE_JURE_KINGDOM_DESC	The §Y$PROVINCE$§W is traditionally considered a part of the §Y$KINGDOM$§W. 	Dynasty
DE_JURE_KINGDOM_DESC_NO_HOLDER	There is no current king.	Realm
DE_JURE_KINGDOM_DESC_HOLDER_1	§Y$KING$§W is the current king, and also de facto controller of §Y$PROVINCE$§W.	Select a Commander
DE_JURE_KINGDOM_DESC_HOLDER_2	§Y$KING$§W is the current king, and, while not in de facto control of §Y$PROVINCE$§W, still has the authority to pass Royal Laws that affect it.	Current Commander
NO_HOLY_WAR_CALLED	No $WAR$ called	Select
PORT_TOOLTIP	Port of $PROVINCE$	Current
CANNOT_ASSIGN_JOB_BEFORE	§RCannot assign a new job until§! 	Nominate the next $RULERTITLE$ of $TITLE$
CANNOT_ASSIGN_JOB_WHILE_GENERAL	§RCannot assign a new job while leading troops!§!	Current Nominee
DAUGHTER	daughter	Select a Spouse
SON	son	Select a Child
CONDITIONS	Conditions	Child to Tutor
CONFIRMLAWTITLE	Confirm $LAW$	Select a Guardian
CONFIRMVOTELAWTITLE	Seek Approval for $LAW$	Current Guardian
CONFIRMVOTELAWTITLE_DESC	Seek approval for a new Law from the affected lords. Until enough of them have approved, the law will not be passed and you cannot propose any other law changes.	Select a Character
LAW_VOTE_STATUS	Current Support for new Law: §Y$LAW$§! ($CURRENT$/$NEEDED$)	Current Selection
SUCC_CHANGE_FIRST	Has not previously changed the succession law	Select a Leader
SUCC_CHANGE_AT_PEACE	Is at peace	Current Leader
SUCC_CHANGE_NO_REGENCY	No Regency	Camera tilt
SUCC_CHANGE_REIGN	Has reigned for at least §Y$REIGN$§W years	Imprisoned for §Y$YEARS$§b years
SUCC_CHANGE_VASSALS_AT_PEACE	No vassals are fighting each other	Supply is the number of troops that a county can support before they start to suffer attrition.
SUCC_CHANGE_OPINION	No vassal has a negative opinion of you	The revolt risk is the chance of a peasant uprising in the county.
SUCC_CHANGE_OPINION_HIGH_TIER	No vassal count or above has a negative opinion of you	Battles:
DYNASTY_PRESTIGE_DESC	The prestige of a dynasty is measured by the number and rank of titles ever held by its members, living and dead. A fraction of this sum is given to each new member of the dynasty at birth, and to anyone who marries a member of the dynasty.	Occupation:
UNLANDED_SONS_PRESTIGE	Landless Sons (x§Y$NUM$§W): §R-$PRESTIGE$§W	Warscore:
FAM_GUARDIAN	Guardian	Battles
FAM_GRANDPARENTS	Grandparents	Succession
CHARVIEW_ABROAD	Abroad	The §Y$PROVINCE$§W is traditionally considered a part of the §Y$DUCHY$§W. 
CHARVIEW_FAMILY	Family	Currently, this duchy is held by no one.
CHARVIEW_CLAIMS	Claims:	§Y$DUKE$§W is the current duke, and also de facto controller of §Y$PROVINCE$§W.
CHARVIEW_TITLES	Titles:	§Y$DUKE$§W is the current duke, who will strive to regain actual control of §Y$PROVINCE$§W.
CHARVIEW_LIEGE	Liege	The §Y$PROVINCE$§W is traditionally considered a part of the §Y$KINGDOM$§W. 
CHARVIEW_HEIR	Heir	There is no current king.
CHARVIEW_REGENT	Regent	§Y$KING$§W is the current king, and also de facto controller of §Y$PROVINCE$§W.
CHAR_TAX	Tax	§Y$KING$§W is the current king, and, while not in de facto control of §Y$PROVINCE$§W, still has the authority to pass Royal Laws that affect it.
MUST_BUILD_RIGHT_TYPE	You must build one of each type of Holding first	No $WAR$ called
BLOCKED_BY	Blocked by	Port of $PROVINCE$
PREREQUISITE	Prerequisite	§RCannot assign a new job until§! 
CONDUCT_DIPLOMACY	Conduct Diplomacy	§RCannot assign a new job while leading troops!§!
NOT_ALLOWED_TO_PLAY	Not allowed to play §Y$TYPE$§W!	daughter
FAM_WARDS	Wards	son
FAM_HUSBAND	Husband	Conditions
FAM_WIFE	Wife	Confirm $LAW$
HOUSE	House	Seek Approval for $LAW$
GUARDIAN_IRO	A guardian is a teacher and mentor to a child character. The skills, traits, culture and religion of the guardian are likely to be passed on to the young ward.	Seek approval for a new Law from the affected lords. Until enough of them have approved, the law will not be passed and you cannot propose any other law changes.
WARD_IRO	Adult characters can take on two children as their wards, passing on their skills, traits, culture and religion.	Current Support for new Law: §Y$LAW$§! ($CURRENT$/$NEEDED$)
REGENT_IRO	Rulers who are incapable of governing themselves due to youth, illness or absence get a regent assigned. During a regency, the skills of the regent apply rather than those of the ruler.	Has not previously changed the succession law
SPOUSE_IRO	Half the skill values of the spouse are added to those of a ruler for purposes of government.	Is at peace
DYNASTY_DRO	This is the Dynasty of this character. Some dynasties are more prestigious than others, depending on the number and rank of all landed titles ever held by their members, living and dead. A fraction of the Prestige of both the mother and father's Dynasty is carried over to children born in wedlock. Spouses also get a fraction of each other's dynastic prestige when marrying.	No Regency
BETROTHED_IRO	These characters are promised to each other and cannot marry anyone else unless the betrothal is broken.	Has reigned for at least §Y$REIGN$§W years
TITLE_CANNOT_USURP_AT_WAR	Cannot usurp a title from someone who is at war	No vassals are fighting each other
ALAS	Alas!	No vassal has a negative opinion of you
CURSES	Curses!	No vassal count or above has a negative opinion of you
EXCELLENT	Excellent.	The prestige of a dynasty is measured by the number and rank of titles ever held by its members, living and dead. A fraction of this sum is given to each new member of the dynasty at birth, and to anyone who marries a member of the dynasty.
employ_priest	Invite Holy Man to Court	Landless Sons (x§Y$NUM$§W): §R-$PRESTIGE$§W
employ_priest_desc	Scour the land for a holy man to join my court and advise me on religious matters.	Guardian
employ_steward	Invite Noble to Court	Grandparents
employ_steward_desc	Invite a promising nobleman to court, to aid with matters of administration.	Abroad
present_debutante	Present Débutante	Family
present_debutante_desc	A young noblewoman who has caught your eye makes her début at a formal ball.	Claims:
#legitimize_bastard	Legitimize [This.GetBestName]	Titles:
legitimize_bastard_desc	Declare that §Y[This.GetBestName]§! is a legitimate child and not a bastard after all...	Liege
NOT_ALLOWED	Not Allowed	Heir
CONFIRM_MAKE_CAPITAL_TITLE	Move Court to $PROVINCE$	Regent
#CONFIRM_MAKE_CAPITAL_DESC	Are you sure you want to move your court to $PROVINCE$, making it your capital? Rulers can only do this once in their lifetime.	Tax
MAKE_CAPITAL	Make Capital	You must build one of each type of Holding first
CURRENT_CAPITAL	Current Capital	Blocked by
CURRENT_CAPITAL_DRO	This county is your capital, where you and your court resides. When you send your Spymaster to study technology, discoveries will be made here. Capitals are worth more war score.	Prerequisite
ATWARWITH	Fighting the $COUNTRIES$ in $WAR$	Conduct Diplomacy
CONSTRUCTION_PROGRESS	$SETTLEMENT$ is building a §Y$CONSTRUCTION$§!, which will be done in $DAYS$ days	Not allowed to play §Y$TYPE$§W!
SIEGE_PROGRESS	$COUNTRY$ is besieging the $SETTLEMENT$	Wards
BUILD_CONST_TIP	A §Y$BUILDING$§W will be finished at the $SETTLEMENT$ in §Y$DATE$§W.	Husband
RAISE	Raise	Wife
CREATION_EFFECT	Special Creation Effect	House
CREATION_CONDITION	Special Creation Condition	A guardian is a teacher and mentor to a child character. The skills, traits, culture and religion of the guardian are likely to be passed on to the young ward.
ARRANGE_MARRIAGE	Arrange Marriage	Adult characters can take on two children as their wards, passing on their skills, traits, culture and religion.
ARRANGE_BETROTHAL	Arrange Betrothal	Rulers who are incapable of governing themselves due to youth, illness or absence get a regent assigned. During a regency, the skills of the regent apply rather than those of the ruler.
RELATION_TO_DESC	§Y$RELATION$§! of §Y$RULER$§!	Half the skill values of the spouse are added to those of a ruler for purposes of government.
PREV_SPOUSE	Previous Spouse	This is the Dynasty of this character. Some dynasties are more prestigious than others, depending on the number and rank of all landed titles ever held by their members, living and dead. A fraction of the Prestige of both the mother and father's Dynasty is carried over to children born in wedlock. Spouses also get a fraction of each other's dynastic prestige when marrying.
NEXT_SPOUSE	Next Spouse	These characters are promised to each other and cannot marry anyone else unless the betrothal is broken.
OCCUPIED_BY	Occupied by	Cannot usurp a title from someone who is at war
NO_HOLDER	No Holder	Alas!
HOLDER_OPINION	Liege Opinion	Curses!
STALLED_WAR_DESC	$PERC$: The war is dragging out	Excellent
CONTESTED_TITLE_DESC	$PERC$: §Y$PERSON$§W controls §Y$TITLE$§W	Invite Holy Man to Court
TECH_LEVELS_IN_CAPITAL	Technological advancements in §Y$CAPITAL$§!, your capital.	Scour the land for a holy man to join my court and advise me on religious matters.
RAISE_NO_PROVINCE_LEVIES	You have already raised all levies from this county.	Invite Noble to Court
RAISE_NO_SETTLEMENTS	You have no Holdings in this county	Invite a promising nobleman to court, to aid with matters of administration.
RAISE_NO_PROVINCE_SHIPS	You have already raised all ship from this county.	Present Débutante
DISMISS_NO_PROVINCE_LEVIES	You have not raised any levies from this county	A young noblewoman who has caught your eye makes her début at a formal ball.
DISMISS_NO_PROVINCE_SHIPS	You have not raised any ships from this county	Legitimize [This.GetBestName]
CAN_BE_CALLED	Can be called to War	Declare that §Y[This.GetBestName]§! is a legitimate child and not a bastard after all...
HAVE_A_TRUCE	Truce until §Y$DATE$§!	Not Allowed
VOTES	votes	Move Court to $PROVINCE$
SUPPORTERS	Supporters	Are you sure you want to move your court to $PROVINCE$, making it your capital? Rulers can only do this once in their lifetime.
OPPONENTS	Opponents	Make Capital
OPPOSED_TO	Opposed to	Current Capital
BETROTHAL	Betrothal	This county is your capital, where you and your court resides. When you send your Spymaster to study technology, discoveries will be made here. Capitals are worth more war score.
OPEN_LIST_OF_OPPONENTS	§YOpen List of Opponents§!	Fighting the $COUNTRIES$ in $WAR$
SUCC_MARRIAGE	Matrilineal Marriage	$SETTLEMENT$ is building a §Y$CONSTRUCTION$§!, which will be done in $DAYS$ days
REGULAR_MARRIAGE	Regular Marriage	$COUNTRY$ is besieging the $SETTLEMENT$
REGULAR_MARRIAGE_DESC	This is a regular marriage. Any children born of the union will be of the father's Dynasty.	A §Y$BUILDING$§W will be finished at the $SETTLEMENT$ in §Y$DATE$§W.
LASS	lass	Raise
LAD	lad	Special Creation Effect
CAPITAL_OF_COUNTY	Capital of $COUNTY$	Special Creation Condition
CHAR_SETTLEMENTS	Demesne Holdings	Arrange Marriage
NEUTRAL	Neutral	Arrange a marriage with one of the most eligible potential spouses in Europe.
AT_WAR	At War	Arrange Betrothal
WAR_ALLIES	War Allies	Arrange a betrothal with one of the most eligible potential spouses in Europe.
VASSAL	Vassal	§Y$RELATION$§! of §Y$RULER$§!
VASSAL_OF_VASSAL	Vassal of Vassal	Previous Spouse
CASUS_BELLIS	Casus Bellis	Next Spouse
SUPPLY_OWNER	Own Realm: $VALUE$	Occupied by
SUPPLY_CONTROLLER	Controlled Holdings: $VALUE$	Success Condition
SUPPLY_NEUTRAL	Neutral Holdings: $VALUE$	No Holder
SUPPLY_ENEMY	Hostile Holdings: $VALUE$	Liege Opinion
SUPPLY_RELIGION	Different Religious Group: $VALUE$	$PERC$: The war is dragging out
SUPPLY_COASTAL	Coastal Province: $VALUE$	$PERC$: §Y$PERSON$§W controls §Y$TITLE$§W
SUPPLY_NEIGHBOR	Controlled Neighbor Holding: $VALUE$	Technological advancements in §Y$CAPITAL$§!, your capital.
SUPPLY_BASE_MODIFIED	Modified Base Value: §Y$VALUE$§!	You have already raised all levies from this county.
ATTRITION_CURRENT	Monthly attrition: §Y$VALUE$%§!	You have no Holdings in this county
ATTRITION_MAX	Maximum monthly attrition in county: §Y$VALUE$%§!	You have already raised all ship from this county.
ATTRITION_LEADER_REDUCTION	$NAME$: $VALUE$	You have not raised any levies from this county
TOGGLE_SIEGE_VIEW	Toggle Siege View	You have not raised any ships from this county
TOTAL_COUNTY_TAX	Total County Tax	Can be called to War
TOTAL_COUNTY_TAX_DESC	Yearly Tax Paid to Us / Total Yearly Income	Truce until §Y$DATE$§!
TOTAL_COUNTY_LEVY	Total County Levy	votes
TOTAL_COUNTY_LEVY_DESC	Levy Raisable by Us / Total Max Levy	Supporters
DS_OFF_WAR	Attacking §Y[GetBestName]§! in §Y$WAR$§!	Opponents
DS_DEF_WAR	Defending against §Y[GetBestName]§! in §Y$WAR$§!	Opposed to
DS_TRUCE	Truce with §Y[GetBestName]§! until §Y$DATE$§!	Betrothal
DS_TRUCE_DESC	This truce was signed after the §Y$WARNAME$§!	§YOpen List of Opponents§!
DS_ACCEPTED	The war against §Y$LOSER$§! was won by §Y$WINNER$§!	Matrilineal Marriage
DS_WHITEPEACE	The war between §Y$ATTACKER$§! and §Y$DEFENDER$§! ended with a §Ywhite peace§!	Regular Marriage
DS_INVALID	The war between §Y$ATTACKER$§! and §Y$DEFENDER$§! became §Yinvalid§!	This is a regular marriage. Any children born of the union will be of the father's Dynasty.
DS_HOSTILE	§YHostile§! towards §Y$ATTACKER$§! due to conflicting wars for the throne of §Y$TITLE$§!	lass
REQUIREMENTS	Requirements	lad
CLAIMANTS	Claimants	Capital of $COUNTY$
CLAIMANT	Claimant	Demesne Holdings
INVITE	Invite	Neutral
INVITE_TO_PLOT	Invite potentially useful characters to your plot	At War
POTENTIAL_PLOTTERS	Potential Plotters	War Allies
SELECT_A_CLAIMANT	Claimants to the $TITLE$	Vassal
SHOW_CLAIMANTS_DESC	Show a list of all current claimants to the §Y[GetFullName]§!	Vassal of Vassal
IS_WILLING_TO_JOIN_PLOT	§GWilling to join the Plot§!	Casus Bellis
IS_NOT_WILLING_TO_JOIN_PLOT	§RNot willing to join the Plot§!	Own Realm: $VALUE$
IS_WILLING_TO_JOIN_COURT	§GWould accept an invitation to our Court§!	Controlled Holdings: $VALUE$
IS_NOT_WILLING_TO_JOIN_COURT	§RWould not accept an invitation to our Court§!	Neutral Holdings: $VALUE$
LIEGE_OF_TITLE	Wants Control of the $TITLE$	Hostile Holdings: $VALUE$
DESIRES_TITLE	Desires the $TITLE$	Different Religious Group: $VALUE$
MENU_BAR_QUICK_SAVE	Quick Save	Coastal Province: $VALUE$
MENU_BAR_QUICKSAVE_DEL_NEW	Saves the game as §Y$FILENAME$§W into a new folder called §Y$FOLDERNAME$§W	Controlled Neighbor Holding: $VALUE$
MENU_BAR_QUICKSAVE_DEL_OLD	Saves the game as §Y$FILENAME$§W into the §Y$FOLDERNAME$§W folder	Modified Base Value: §Y$VALUE$§!
L_INF	LI	Monthly attrition: §Y$VALUE$%§!
H_INF	HI	Maximum monthly attrition in province: §Y$VALUE$%§!
PIKE	P	$NAME$: $VALUE$
L_CAV	LC	Toggle Siege View
H_CAV	HC	Total County Tax
ARCH	A	Yearly Tax Paid to Us / Total Yearly Income
H_ARCH	HA	Total County Levy
GALL	G	Levy Raisable by Us / Total Max Levy
MAX_SIZE_FORMULA	Max Size Formula	Attacking §Y[GetBestName]§! in §Y$WAR$§!
VASSAL_OPINION	Vassal Opinion	Defending against §Y[GetBestName]§! in §Y$WAR$§!
FEUDAL_VASSAL_OPINION	Feudal Vassal Opinion	Truce with §Y[GetBestName]§! until §Y$DATE$§!
CITY_VASSAL_OPINION	Burgher Vassal Opinion	This truce was signed after the §Y$WARNAME$§!
TEMPLE_VASSAL_OPINION	Church Vassal Opinion	The war against §Y$LOSER$§! was won by §Y$WINNER$§!
TEMPLE_VASSAL_ALL_OPINION	Church Vassal-Liege Opinion	The war between §Y$ATTACKER$§! and §Y$DEFENDER$§! ended with a §Ywhite peace§!
VASSALS_WITH_BISHOPS_OPINION	Vassals with Bishops Opinion	The war between §Y$ATTACKER$§! and §Y$DEFENDER$§! became §Yinvalid§!
REL_HEAD_OPINION	Head of Religion Opinion	§YHostile§! towards §Y$ATTACKER$§! due to conflicting wars for the throne of §Y$TITLE$§!
FEMALE_DYNASTY_OPINION	Female Dynasty Member Opinion	Requirements
MALE_DYNASTY_OPINION	Male Dynasty Member Opinion	Claimants
MIL_RANK	Rank	Claimant
MIL_NAME	Name	Invite
MIL_COST	Cost	Invite potentially useful characters to your plot
MIL_OPINION	Opinion	Potential Plotters
MIL_TOTAL_STRENGTH	Total Strength	Claimants to the $TITLE$
CHAR_STATUS_IMPRISONED	§Y$NAME$§! is Imprisoned by §Y$JAILOR$§!	Show a list of all current claimants to the §Y[GetFullName]§!
DIED_IN_PRISON	Died in Prison	§GWilling to join the Plot§!
CHAR_STATUS_INCAPABLE	§Y$NAME$§! is Incapable	§RNot willing to join the Plot§!
CHAR_STATUS_EDUCATED	§Y$NAME$§! is being tutored by §Y$OTHER$§! in §Y$LOCATION$§!	§GWould accept an invitation to our Court§!
CHAR_STATUS_LEADING_TROOPS	§Y$NAME$§! is leading troops in §Y$LOCATION$§!	§RWould not accept an invitation to our Court§!
CHAR_STATUS_JOBACTION	§Y$NAME$§! is in §Y$LOCATION$§! to §Y$ACTION$§!	Wants Control of the $TITLE$
CHAR_RELATION_YOU	This is you	Desires the $TITLE$
CHAR_RELATION_HEIR	§Y$NAME$§! is your Heir	Quick Save
CHAR_RELATION_DYNASTY	§Y$NAME$§! is of your Dynasty	Saves the game as §Y$FILENAME$§W into a new folder called §Y$FOLDERNAME$§W
CHAR_RELATION_BASTARD_DYNASTY	§Y$NAME$§! is a Bastard of your Dynasty	Saves the game as §Y$FILENAME$§W into the §Y$FOLDERNAME$§W folder
REL_APPOINT_SUCCESSOR	Appoint Successor	LI
LOYAL_TO	Loyal to	HI
CANNOT_TRANSFER	§RCannot transfer subunits to moving unit(s) or unit(s) in battle§!	P
ELECTOR_DESC	Elector in the §Y$TITLE$§!	LC
BISHOP_LOYALTY_DESC	Catholic Bishops are not obliged to pay any taxes - or provide levies - to their secular liege. They will pay the Pope, their secular liege or even an Antipope depending on who they like best.	HC
OPINION_OF_POPE	Opinion of Pope	A
OPINION_OF_SEC_LIEGE	Opinion of Secular Liege	HA
HINTS_CLOSE	Close	G
HINTS_DISABLE_ALL_HINTS	Disable All Hints	Max Size Formula
HINTS_DISABLE_HINT	Disable Hint	Vassal Opinion
NO_HEAD	No Head	Feudal Vassal Opinion
MIL_NUM_ARMIES	$NUM$ Armies	Burgher Vassal Opinion
MIL_NUM_NAVIES	$NUM$ Fleets	Church Vassal Opinion
TITULAR	Titular	Church Vassal-Liege Opinion
TITULAR_TITLE	§YTitular Title§! (no de jure vassals)	Vassals with Bishops Opinion
UNKNOWN_SUCCESSOR	Unknown Successor	Head of Religion Opinion
ENEMY_OCCUPATION	Enemy Occupation	Female Dynasty Member Opinion
