#CODE	ENGLISH	GALEGO
e_germany	Germania	Germania
SCORE_SCREEN	Score Screen	We'll still get [Root.PlotTarget.GetHerHim] one way or another!
EVTDESC_CM_6200	The world is a dangerous place, and devious plots are everywhere. Rumors have reached you that people are conspiring to kill you.	You must find another way to murder your target.
EVTOPTA_CM_6200	I must be careful.	Did not recently come out of hiding\n
EVTDESC_CM_6210	The world is a dangerous place, and devious plots are everywhere. Rumors have reached you that people are conspiring to kill your [GetFromRelation], [From.GetFirstName].	Score Screen
EVTOPTA_CM_6210	This is worrying...	The world is a dangerous place, and devious plots are everywhere. Rumors have reached you that people are conspiring to kill you.
EVTOPTB_CM_6210	Actually, I don't blame them.	I must be careful.
EVTDESC_CM_6300	My [Root.GetLordLady], an opportunity has arisen in your plan to rid yourself of [Root.PlotTarget.GetTitledName]. We have been contacted by a secret guild of highly trained professional killers. They are master infiltrators, dressing all in black, and they are offering to 'solve your problems'. How shall we proceed, my [Root.GetLordLady]?	The world is a dangerous place, and devious plots are everywhere. Rumors have reached you that people are conspiring to kill your [GetFromRelation], [From.GetFirstName].
EVTOPTA_CM_6300	We will hire one of these dark killers.	This is worrying...
EVTOPTB_CM_6300	We will hire three of them.	Actually, I don't blame them.
EVTOPTC_CM_6300	We should wait.	My [Root.GetLordLady], an opportunity has arisen in your plan to rid yourself of [Root.PlotTarget.GetTitledName]. We have been contacted by a secret guild of highly trained professional killers. They are master infiltrators, dressing all in black, and they are offering to 'solve your problems'. How shall we proceed, my [Root.GetLordLady]?
EVTDESC_CM_6301	It seems as though [From.GetTitledName] has found an opportunity to send a secret guild of elite murderers to infiltrate the hiding place of the cowardly [From.PlotTarget.GetTitledName] and kill [From.PlotTarget.GetHerHim].	We will hire one of these dark killers.
EVTOPTA_CM_6301	Excellent!	We will hire three of them.
EVTTITLE_CM_6303	A blade in the night	We should wait.
EVTDESC_CM_6303	Late one evening, as you are sitting in your hiding place, contemplating your situation, there is a sound just outside. You look up, and to your astonishment see one of the guards falling through the door, stabbed in the neck. A man clad in black enters and walks silently but swiftly towards you. As you rise to challenge him, he makes a swift movement and you feel a sharp pain in your chest. You look down and see a dagger lodged between your ribs. Your legs start to buckle underneath you, and your vision starts to blur...	It seems as though [From.GetTitledName] has found an opportunity to send a secret guild of elite murderers to infiltrate the hiding place of the cowardly [From.PlotTarget.GetTitledName] and kill [From.PlotTarget.GetHerHim].
EVTOPTA_CM_6303	Aaargh...	Excellent!
EVTDESC_CM_6304	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has fallen victim to the assassin's knife. The plotters behind it have not been revealed.	A blade in the night
EVTOPTA_CM_6304	Excellent!	Late one evening, as you are sitting in your hiding place, contemplating your situation, there is a sound just outside. You look up, and to your astonishment see one of the guards falling through the door, stabbed in the neck. A man clad in black enters and walks silently but swiftly towards you. As you rise to challenge him, he makes a swift movement and you feel a sharp pain in your chest. You look down and see a dagger lodged between your ribs. Your legs start to buckle underneath you, and your vision starts to blur...
EVTDESC_CM_6306	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has fallen victim to the assassin's knife. Unfortunately, the assassin was caught and revealed who ordered the murder.	Aaargh...
EVTOPTA_CM_6306	I see.	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has fallen victim to the assassin's knife. The plotters behind it have not been revealed.
EVTDESC_CM_6307	Late one evening, as you are sitting in your hiding place, contemplating your situation, you suddenly hear a sound just outside your room. You look up, and to your astonishment see one of the guards falling through the door, stabbed in the neck. A man clad in black enters and walks silently but swiftly towards you. As you rise to challenge him, he suddenly stops with a surprised face. He slowly falls into your arms, blood pouring from his mouth. Behind him you see one of your guards, wounded but with sword in hand. You thank [Root.Religion.RandomGodName] for your narrow escape.	Excellent!
EVTOPTA_CM_6307	I will find those behind this!	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has fallen victim to the assassin's knife. Unfortunately, the assassin was caught and revealed who ordered the murder.
EVTDESC_CM_6308	It seems the assassin's knife failed to find [From.GetTitledName]. The instigators of the plot were not revealed, however.	I see.
EVTOPTA_CM_6308	We will get [From.GetHerHim] next time.	Late one evening, as you are sitting in your hiding place, contemplating your situation, you suddenly hear a sound just outside your room. You look up, and to your astonishment see one of the guards falling through the door, stabbed in the neck. A man clad in black enters and walks silently but swiftly towards you. As you rise to challenge him, he suddenly stops with a surprised face. He slowly falls into your arms, blood pouring from his mouth. Behind him you see one of your guards, wounded but with sword in hand. You thank [Root.Religion.RandomGodName] for your narrow escape.
EVTDESC_CM_63099	It seems the assassin's knife failed to find [From.GetTitledName]. To make things worse, the assassin was caught and revealed who ordered the murder.	I will find those behind this!
EVTOPTA_CM_63099	Curses!	It seems the assassin's knife failed to find [From.GetTitledName]. The instigators of the plot were not revealed, however.
EVTDESC_CM_6310	My [Root.GetLordLady], an opportunity has arisen in your plan to rid yourself of [Root.PlotTarget.GetTitledName]. We have found out who delivers food to [Root.PlotTarget.GetHerHis] hiding place, and there is a possibility that we might bribe them to poison [Root.PlotTarget.GetHerHim]. How shall we proceed, my [Root.GetLordLady]?	We will get [From.GetHerHim] next time.
EVTOPTA_CM_6310	Bribe them to poison [Root.PlotTarget.GetTitledFirstName].	It seems the assassin's knife failed to find [From.GetTitledName]. To make things worse, the assassin was caught and revealed who ordered the murder.
EVTOPTB_CM_6310	Make it a huge bribe.	Curses!
EVTOPTC_CM_6310	This is not the way to go.	My [Root.GetLordLady], an opportunity has arisen in your plan to rid yourself of [Root.PlotTarget.GetTitledName]. We have found out who delivers food to [Root.PlotTarget.GetHerHis] hiding place, and there is a possibility that we might bribe them to poison [Root.PlotTarget.GetHerHim]. How shall we proceed, my [Root.GetLordLady]?
EVTDESC_CM_6311	It seems as though [From.GetTitledName] has found an opportunity to poison [From.PlotTarget.GetTitledName] by bribing those who deliver the food to [From.PlotTarget.GetHerHim].	Bribe them to poison [Root.PlotTarget.GetTitledFirstName].
EVTOPTA_CM_6311	Excellent!	Make it a huge bribe.
EVTTITLE_CM_6313	A bitter aftertaste	This is not the way to go.
EVTDESC_CM_6313	You are sitting dining by yourself in your hiding place. The cheese is excellent, the grapes are delightful. You take a sip of your drink, closing your eyes and savoring the sensation, imagining that you are at a great banquet. Time to try the soup.. aah it's good, very good. But that hint of a bitter taste, what is it? Oh... suddenly a pain grips your limbs. This is not good...	It seems as though [From.GetTitledName] has found an opportunity to poison [From.PlotTarget.GetTitledName] by bribing those who deliver the food to [From.PlotTarget.GetHerHim].
EVTOPTA_CM_6313	Aaargh...	Excellent!
EVTDESC_CM_6314	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has fallen victim to the poison in [From.GetHerHis] food. The plotters behind it have not been revealed.	A bitter aftertaste
EVTOPTA_CM_6314	Excellent!	You are sitting dining by yourself in your hiding place. The cheese is excellent, the grapes are delightful. You take a sip of your drink, closing your eyes and savoring the sensation, imagining that you are at a great banquet. Time to try the soup.. aah it's good, very good. But that hint of a bitter taste, what is it? Oh... suddenly a pain grips your limbs. This is not good...
EVTDESC_CM_6316	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has fallen victim to the poison in [From.GetHerHis] food. The plotters behind it have not been revealed. Unfortunately, the cook was caught and revealed who ordered the murder.	Aaargh...
EVTOPTA_CM_6316	I see.	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has fallen victim to the poison in [From.GetHerHis] food. The plotters behind it have not been revealed.
EVTDESC_CM_6317	You are sitting dining by yourself in your hiding place. The cheese is excellent, the grapes are delightful. You take a sip of your drink, closing your eyes and savoring the sensation, imagining that you are at a great banquet. Time to try the soup... hmm ... there is a strange smell to it. You hesitate, then smell it again. Yes, this food is poisoned!	Excellent!
EVTOPTA_CM_6317	I will find those behind this!	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has fallen victim to the poison in [From.GetHerHis] food. The plotters behind it have not been revealed. Unfortunately, the cook was caught and revealed who ordered the murder.
EVTDESC_CM_6318	It seems the plan to poison [From.GetTitledName] failed. The instigators of the plot were not revealed, however.	I see.
EVTOPTA_CM_6318	We will get [From.GetHerHim] next time.	You are sitting dining by yourself in your hiding place. The cheese is excellent, the grapes are delightful. You take a sip of your drink, closing your eyes and savoring the sensation, imagining that you are at a great banquet. Time to try the soup... hmm ... there is a strange smell to it. You hesitate, then smell it again. Yes, this food is poisoned!
EVTDESC_CM_63199	It seems the plan to poison [From.GetTitledName] failed. To make things worse, the cook was caught and revealed who ordered the murder.	I will find those behind this!
EVTOPTA_CM_63199	Curses!	It seems the plan to poison [From.GetTitledName] failed. The instigators of the plot were not revealed, however.
EVTDESC_63103	On the death of my [GetNewRelation], my [GetFromRelation] [From.GetFirstName] may have been elected [From.PrimaryTitle.GetRulerTitle] of [From.PrimaryTitle.GetName], but I am under no obligation to accept [From.GetObjectPronoun] as my liege!	We will get [From.GetHerHim] next time.
EVTOPTA_63103	The realm should stay one.	It seems the plan to poison [From.GetTitledName] failed. To make things worse, the cook was caught and revealed who ordered the murder.
EVTOPTB_63103	Time to split the realm!	Curses!
EVTDESC_63104	My [GetFromRelation] [From.GetFirstName] has chosen independence from my rule.	On the death of my [GetNewRelation], my [GetFromRelation] [From.GetFirstName] may have been elected [From.PrimaryTitle.GetRulerTitle] of [From.PrimaryTitle.GetName], but I am under no obligation to accept [From.GetObjectPronoun] as my liege!
EVTOPTA_63104	Such is [From.GetPossPronoun] right...	The realm should stay one.
IS_MULTIPLAYER	Is a multiplayer game	Time to split the realm!
IS_NOT_MULTIPLAYER	Is not a multiplayer game	My [GetFromRelation] [From.GetFirstName] has chosen independence from my rule.
other_invasion_succ_tip	§Y[Root.GetTitledFirstName]§! takes or vassalizes all titles in the §Y[This.GetFullBaseName]§! belonging to §Y[From.GetTitledFirstName]§!.\n	Such is [From.GetPossPronoun] right...
buddhist_holy_war_desc	§Y$CLAIMANT$§! can use this Casus Belli to seize the §Y$TITLE$§!.	Is a multiplayer game
SEARCH	Search:	Is not a multiplayer game
EVTDESC_CM_6320	My [Root.GetLordLady], an opportunity has arisen in your plot to rid yourself of [Root.PlotTarget.GetTitledName]. One of our agents has befriended one of the guards who have access to the hiding place. How shall we proceed, my [Root.GetLordLady]?	§Y[Root.GetTitledFirstName]§! takes or vassalizes all titles in the §Y[This.GetFullBaseName]§! belonging to §Y[From.GetTitledFirstName]§!.\n
EVTOPTA_CM_6320	Pay the guard to kill [Root.PlotTarget.GetTitledFirstName].	§Y$CLAIMANT$§! can use this Casus Belli to seize the §Y$TITLE$§!.
EVTOPTB_CM_6320	Try to buy several of the guards.	Search:
EVTOPTC_CM_6320	We should wait.	My [Root.GetLordLady], an opportunity has arisen in your plot to rid yourself of [Root.PlotTarget.GetTitledName]. One of our agents has befriended one of the guards who have access to the hiding place. How shall we proceed, my [Root.GetLordLady]?
EVTDESC_CM_6321	It seems as though [From.GetTitledName] has found an opportunity to bribe one of the guards who watch over the cowardly [From.PlotTarget.GetTitledName], thus presenting us with a chance to kill [From.PlotTarget.GetHerHim].	Pay the guard to kill [Root.PlotTarget.GetTitledFirstName].
EVTOPTA_CM_6321	Excellent!	Try to buy several of the guards.
EVTTITLE_CM_6323	The disloyal soldier	We should wait.
EVTDESC_CM_6323	Another morning in hiding... You have broken your fast and are preparing to receive today's news from the outside world. One of the guards knocks on the door and enters. He walks up to you, and you stretch your hand out to receive the despatches, but then gasp in surprise as the guard instead draws his sword and stabs at you. You try to shout for help, but only blood comes out of your mouth as the blade slides in between your ribs.	It seems as though [From.GetTitledName] has found an opportunity to bribe one of the guards who watch over the cowardly [From.PlotTarget.GetTitledName], thus presenting us with a chance to kill [From.PlotTarget.GetHerHim].
EVTOPTA_CM_6323	Aaargh...	Excellent!
EVTDESC_CM_6324	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has been cut down by one of [From.GetHerHis] own guards. The plotters behind it have not been revealed.	The disloyal soldier
EVTOPTA_CM_6324	Excellent!	Another morning in hiding... You have broken your fast and are preparing to receive today's news from the outside world. One of the guards knocks on the door and enters. He walks up to you, and you stretch your hand out to receive the despatches, but then gasp in surprise as the guard instead draws his sword and stabs at you. You try to shout for help, but only blood comes out of your mouth as the blade slides in between your ribs.
EVTDESC_CM_6326	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has been cut down by one of [From.GetHerHis] own guards. Unfortunately, the assassin was caught and revealed who ordered the murder.	Aaargh...
EVTOPTA_CM_6326	I see.	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has been cut down by one of [From.GetHerHis] own guards. The plotters behind it have not been revealed.
EVTDESC_CM_6327	Another morning in hiding... You have broken your fast and are preparing to receive today's news from the outside world. One of the guards knocks on the door and enters. He walks up to you, and you stretch your hand out to receive the despatches, but then gasp in surprise as the guard instead draws his sword and stabs at you. You just manage to dodge the stab, and then grab a dagger on the table next to you and drive it into the treacherous villain's abdomen. You thank [Root.Religion.RandomGodName] for your narrow escape.	Excellent!
EVTOPTA_CM_6327	I will find those behind this!	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] has been cut down by one of [From.GetHerHis] own guards. Unfortunately, the assassin was caught and revealed who ordered the murder.
EVTDESC_CM_6328	It seems the guard we bribed failed to kill [From.GetTitledName]. The instigators of the plot were not revealed, however.	I see.
EVTOPTA_CM_6328	We will get [From.GetHerHim] next time.	Another morning in hiding... You have broken your fast and are preparing to receive today's news from the outside world. One of the guards knocks on the door and enters. He walks up to you, and you stretch your hand out to receive the despatches, but then gasp in surprise as the guard instead draws his sword and stabs at you. You just manage to dodge the stab, and then grab a dagger on the table next to you and drive it into the treacherous villain's abdomen. You thank [Root.Religion.RandomGodName] for your narrow escape.
EVTDESC_CM_63299	It seems the guard we bribed failed to kill [From.GetTitledName]. To make things worse, he was caught and revealed who ordered the murder.	I will find those behind this!
EVTOPTA_CM_63299	Curses!	It seems the guard we bribed failed to kill [From.GetTitledName]. The instigators of the plot were not revealed, however.
ogier_arrives	Ogier the Dane arrives at your court.	We will get [From.GetHerHim] next time.
roland_arrives	Roland arrives at your court.	It seems the guard we bribed failed to kill [From.GetTitledName]. To make things worse, he was caught and revealed who ordered the murder.
EVTDESC_CM_6330	My [Root.GetLordLady], an opportunity has arisen in your plot to rid yourself of [Root.PlotTarget.GetTitledName]. We have found a strange snake charmer who claims he has trained his little 'friends' to seek out and bite a person with deadly venom. How shall we proceed, my [Root.GetLordLady]?	Curses!
EVTOPTA_CM_6330	Hire him to kill [Root.PlotTarget.GetTitledFirstName].	Ogier the Dane arrives at your court.
EVTOPTB_CM_6330	Have him send all his snakes.	Roland arrives at your court.
EVTOPTC_CM_6330	We should wait.	My [Root.GetLordLady], an opportunity has arisen in your plot to rid yourself of [Root.PlotTarget.GetTitledName]. We have found a strange snake charmer who claims he has trained his little 'friends' to seek out and bite a person with deadly venom. How shall we proceed, my [Root.GetLordLady]?
EVTDESC_CM_6331	It seems as though [From.GetTitledName] has found an opportunity to hire a strange snake charmer who trains his poisonous snakes to kill people. This presents us with a chance to kill [From.PlotTarget.GetTitledName].	Hire him to kill [Root.PlotTarget.GetTitledFirstName].
EVTOPTA_CM_6331	Excellent!	Have him send all his snakes.
EVTTITLE_CM_6333	The Slithering Death	We should wait.
EVTDESC_CM_6333	You sleep soundly in your hiding place, dreaming of freer and happier times. Suddenly you are disturbed by something... cold and slippery... it slithers up under your blanket. Ouch! A pain in your hand... suddenly you are wide awake. You see something small but elongated dropping onto the floor, is it a rope? The pain in your hand spreads, you find it hard to breathe... why is it suddenly so cold...?	It seems as though [From.GetTitledName] has found an opportunity to hire a strange snake charmer who trains his poisonous snakes to kill people. This presents us with a chance to kill [From.PlotTarget.GetTitledName].
EVTOPTA_CM_6333	Aaargh...	Excellent!
EVTDESC_CM_6334	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] was bitten by a poisoned snake and died. The plotters behind it have not been revealed.	The Slithering Death
EVTOPTA_CM_6334	Excellent!	You sleep soundly in your hiding place, dreaming of freer and happier times. Suddenly you are disturbed by something... cold and slippery... it slithers up under your blanket. Ouch! A pain in your hand... suddenly you are wide awake. You see something small but elongated dropping onto the floor, is it a rope? The pain in your hand spreads, you find it hard to breathe... why is it suddenly so cold...?
EVTDESC_CM_6336	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] was bitten by a poisoned snake and died. Unfortunately, the snake charmer was caught and revealed who ordered the murder.	Aaargh...
EVTOPTA_CM_6336	I see.	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] was bitten by a poisoned snake and died. The plotters behind it have not been revealed.
EVTDESC_CM_6337	You sleep soundly in your hiding place, dreaming of safer and happier times. Suddenly you are disturbed by something... cold and slippery... it slithers up under your blanket. You are instantly wide awake - something is wrong! You grab in the darkness and find you have something cold and scaly in your hand, twisting frenetically. You carefully light the lamp and find you are holding a small snake just below the head. Venom is dripping from its fangs as it snaps its jaws against you. You're sure this animal is not here by coincidence, and you thank [Root.Religion.RandomGodName] for your narrow escape.	Excellent!
EVTOPTA_CM_6337	I will find those behind this!	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] was bitten by a poisoned snake and died. Unfortunately, the snake charmer was caught and revealed who ordered the murder.
EVTDESC_CM_6338	It seems the snake charmer failed to kill [From.GetTitledName]. The instigators of the plot were not revealed, however.	I see.
EVTOPTA_CM_6338	We will get [From.GetHerHim] next time.	You sleep soundly in your hiding place, dreaming of safer and happier times. Suddenly you are disturbed by something... cold and slippery... it slithers up under your blanket. You are instantly wide awake - something is wrong! You grab in the darkness and find you have something cold and scaly in your hand, twisting frenetically. You carefully light the lamp and find you are holding a small snake just below the head. Venom is dripping from its fangs as it snaps its jaws against you. You're sure this animal is not here by coincidence, and you thank [Root.Religion.RandomGodName] for your narrow escape.
EVTDESC_CM_63399	It seems the snake charmer failed to kill [From.GetTitledName]. To make things worse, he was caught and revealed who ordered the murder.	I will find those behind this!
EVTOPTA_CM_63399	Curses!	It seems the snake charmer failed to kill [From.GetTitledName]. The instigators of the plot were not revealed, however.
EVTDESC_CM_6340	My [Root.GetLordLady], an opportunity has arisen in your plot to rid yourself of [Root.PlotTarget.GetTitledName]. We have found a disloyal chamber maid who says she is willing to end her [Root.PlotTarget.GetLordLady]'s life. How shall we proceed, my [Root.GetLordLady]?	We will get [From.GetHerHim] next time.
EVTOPTA_CM_6340	Pay her to kill [Root.PlotTarget.GetTitledFirstName].	It seems the snake charmer failed to kill [From.GetTitledName]. To make things worse, he was caught and revealed who ordered the murder.
EVTOPTB_CM_6340	Pay her and the guards.	Curses!
EVTOPTC_CM_6340	We should wait.	My [Root.GetLordLady], an opportunity has arisen in your plot to rid yourself of [Root.PlotTarget.GetTitledName]. We have found a disloyal chamber maid who says she is willing to end her [Root.PlotTarget.GetLordLady]'s life. How shall we proceed, my [Root.GetLordLady]?
EVTDESC_CM_6341	It seems as though [From.GetTitledName] has found an opportunity to hire a disloyal chamber maid with access to [Root.PlotTarget.GetTitledName]. This presents us with a chance to kill [From.PlotTarget.GetHerHim].	Pay her to kill [Root.PlotTarget.GetTitledFirstName].
EVTOPTA_CM_6341	Excellent!	Pay her and the guards.
EVTTITLE_CM_6343	The Unkind Maid	We should wait.
EVTDESC_CM_6343	Here you lie, nothing happening, nothing to look at. Why have they put you here? You would rather be out in the sun. Why does no one listen when you can't speak? Nurse! Nurse! Ah, there you are... what are you doing with that rope... nurse?	It seems as though [From.GetTitledName] has found an opportunity to hire a disloyal chamber maid with access to [Root.PlotTarget.GetTitledName]. This presents us with a chance to kill [From.PlotTarget.GetHerHim].
EVTOPTA_CM_6343	Aaargh...	Excellent!
EVTDESC_CM_6344	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] was strangled in [From.GetHerHis] bed by [From.GetHerHis] chamber maid. The plotters behind it have not been revealed.	The Unkind Maid
EVTOPTA_CM_6344	Excellent!	Here you lie, nothing happening, nothing to look at. Why have they put you here? You would rather be out in the sun. Why does no one listen when you can't speak? Nurse! Nurse! Ah, there you are... what are you doing with that rope... nurse?
EVTDESC_CM_6346	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] was strangled in [From.GetHerHis] bed by [From.GetHerHis] chamber maid. Unfortunately, the snake charmer was caught and revealed who ordered the murder.	Aaargh...
EVTOPTA_CM_6346	I see.	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] was strangled in [From.GetHerHis] bed by [From.GetHerHis] chamber maid. The plotters behind it have not been revealed.
EVTDESC_CM_6347	Here you lie, nothing happening, nothing to look at. Why have they put you here? You would rather be out in the sun. Why does no one listen when you can't speak? Nurse! Nurse! Ah, there you are... what are you doing with that rope... yes, give it to me... no, why did the guard kill the nurse?	Excellent!
EVTOPTA_CM_6347	I don't understand!	News reach you that the plot to murder [From.GetTitledName] has met with success. [From.GetTitledName] was strangled in [From.GetHerHis] bed by [From.GetHerHis] chamber maid. Unfortunately, the snake charmer was caught and revealed who ordered the murder.
EVTDESC_CM_6348	It seems the chamber maid failed to kill [From.GetTitledName]. The instigators of the plot were not revealed, however.	I see.
EVTOPTA_CM_6348	We will get [From.GetHerHim] next time.	Here you lie, nothing happening, nothing to look at. Why have they put you here? You would rather be out in the sun. Why does no one listen when you can't speak? Nurse! Nurse! Ah, there you are... what are you doing with that rope... yes, give it to me... no, why did the guard kill the nurse?
EVTDESC_CM_63499	It seems the chamber maid failed to kill [From.GetTitledName]. To make things worse, he was caught and revealed who ordered the murder.	I don't understand!
EVTOPTA_CM_63499	Curses!	It seems the chamber maid failed to kill [From.GetTitledName]. The instigators of the plot were not revealed, however.
EVTDESC_CM_6350	My [Root.GetLordLady], an opportunity has arisen in your plot to rid yourself of [Root.PlotTarget.GetTitledName]. A travelling witch claims she can provide poisoned candies which could be smuggled in as a gift. How shall we proceed, my [Root.GetLordLady]?	We will get [From.GetHerHim] next time.
EVTOPTA_CM_6350	Hire the witch.	It seems the chamber maid failed to kill [From.GetTitledName]. To make things worse, he was caught and revealed who ordered the murder.
EVTOPTB_CM_6350	Give her extra resources.	Curses!
EVTOPTC_CM_6350	We should wait.	My [Root.GetLordLady], an opportunity has arisen in your plot to rid yourself of [Root.PlotTarget.GetTitledName]. A travelling witch claims she can provide poisoned candies which could be smuggled in as a gift. How shall we proceed, my [Root.GetLordLady]?
EVTDESC_CM_6351	It seems as though [From.GetTitledName] has found an opportunity to hire a witch who makes poisoned candies. This presents us with a chance to kill [From.PlotTarget.GetTitledName].	Hire the witch.
EVTOPTA_CM_6351	Excellent!	Give her extra resources.
EVTTITLE_CM_6353	The Bitter Candies	We should wait.
EVTDESC_CM_6353	It's boring to sit here, hidden away. You hardly get out at all, there is no room to run and play and hardly anyone comes to see you. Well, at least people send you gifts to cheer you up. These candies are really nice, though they do have a strange bitter aftertaste... very bitter...	It seems as though [From.GetTitledName] has found an opportunity to hire a witch who makes poisoned candies. This presents us with a chance to kill [From.PlotTarget.GetTitledName].
EVTOPTA_CM_6353	Aaargh...	Excellent!
EVTDESC_CM_6354	News reach you that the plot to murder [From.GetTitledName] has met with success. Apparently, [From.GetTitledName] ate the poisoned candies that the witch sent to [From.GetHerHim]. The plotters behind it have not been revealed.	The Bitter Candies
EVTOPTA_CM_6354	Excellent!	It's boring to sit here, hidden away. You hardly get out at all, there is no room to run and play and hardly anyone comes to see you. Well, at least people send you gifts to cheer you up. These candies are really nice, though they do have a strange bitter aftertaste... very bitter...
EVTDESC_CM_6356	News reach you that the plot to murder [From.GetTitledName] has met with success. Apparently, [From.GetTitledName] ate the poisoned candies that the witch sent to [From.GetHerHim]. Unfortunately, the snake charmer was caught and revealed who ordered the murder.	Aaargh...
EVTOPTA_CM_6356	I see.	News reach you that the plot to murder [From.GetTitledName] has met with success. Apparently, [From.GetTitledName] ate the poisoned candies that the witch sent to [From.GetHerHim]. The plotters behind it have not been revealed.
EVTDESC_CM_6357	It's boring to sit here, hidden away. You hardly get out at all, there is no room to run and play and hardly anyone comes to see you. Well, at least people send you gifts to cheer you up. These candies look really nice, but they smell funny. Hmm, the cat can have them. Here kitty...	Excellent!
EVTOPTA_CM_6357	Kitty... Kitty?	News reach you that the plot to murder [From.GetTitledName] has met with success. Apparently, [From.GetTitledName] ate the poisoned candies that the witch sent to [From.GetHerHim]. Unfortunately, the snake charmer was caught and revealed who ordered the murder.
EVTDESC_CM_6358	It seems the poisoned candies failed to kill [From.GetTitledName]. The instigators of the plot were not revealed, however.	I see.
EVTOPTA_CM_6358	We will get [From.GetHerHim] next time.	It's boring to sit here, hidden away. You hardly get out at all, there is no room to run and play and hardly anyone comes to see you. Well, at least people send you gifts to cheer you up. These candies look really nice, but they smell funny. Hmm, the cat can have them. Here kitty...
EVTDESC_CM_63599	It seems the poisoned candies failed to kill [From.GetTitledName]. To make things worse, the witch was caught and revealed who ordered the murder.	Kitty... Kitty?
EVTOPTA_CM_63599	Curses!	It seems the poisoned candies failed to kill [From.GetTitledName]. The instigators of the plot were not revealed, however.
FE_LOAD_GAME	Load Game	We will get [From.GetHerHim] next time.
START_GAME	Start Game	It seems the poisoned candies failed to kill [From.GetTitledName]. To make things worse, the witch was caught and revealed who ordered the murder.
CUSTOM_GAME	Custom Game Setup	Curses!
EVTDESC_CM_2022	The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] has been extraordinary. Through the good example of [From.GetHerHis] guardian, [From.GetSheHe] is developing into a brave young [From.GetManWoman].	Load Game
EVTOPTA_CM_2022	Excellent!	Start Game
EVTOPTB_CM_2022	[From.GetSheHe] should be careful...	Custom Game Setup
EVTDESC_CM_2024	The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] has been extraordinary. Through constant practice with horse and blade, [From.GetSheHe] is developing into a strong young [From.GetManWoman].	The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] has been extraordinary. Through the good example of [From.GetHerHis] guardian, [From.GetSheHe] is developing into a brave young [From.GetManWoman].
EVTDESC_CM_2026	The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] is great. [From.GetSheHe] is developing quite a taste for swordplay.	Excellent!
EVTOPTA_CM_2026	This could be good, or bad...	[From.GetSheHe] should be careful...
EVTOPTB_CM_2026	That's my boy!	The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] has been extraordinary. Through constant practice with horse and blade, [From.GetSheHe] is developing into a strong young [From.GetManWoman].
EVTOPTC_CM_2026	That's my girl!	The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] is great. [From.GetSheHe] is developing quite a taste for swordplay.
EVTDESC_CM_2028	The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] is great. Through the good example of [From.GetHerHis] guardian, [From.GetSheHe] is learning the ethos of a just ruler.	This could be good, or bad...
EVTOPTA_CM_2028	[From.GetSheHe] makes me proud!	That's my boy!
EVTOPTB_CM_2028	Such notions are for fools!	That's my girl!
EVTDESC_CM_2030	My [Root.GetLordLady], your [From.GetSonDaughter] [From.GetFirstName] has fallen most violently fallen off [From.GetHerHis] horse during practice at sword and lance with [From.Guardian.GetTitledFirstName]!	The influence of [From.Guardian.GetTitledFirstNameWithNick] on your [From.GetSonDaughter] [From.GetFirstName] is great. Through the good example of [From.GetHerHis] guardian, [From.GetSheHe] is learning the ethos of a just ruler.
EVTOPTA_CM_2030	I hope [From.GetSheHe] will come around!	[From.GetSheHe] makes me proud!
