#CODE	ENGLISH	ENGLISH
AIREASON_CAN_PAY_OWN_RANSOM	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom
most_clergy_angry	Many members of the realm's clergy will be angry with [Root.GetTitledFirstName].	Many members of the realm's clergy will be angry with [Root.GetTitledFirstName].
realm_religious_fervor	The entire realm is gripped by religious fervor and an unquestioning belief in the ruler's divine mandate.	The entire realm is gripped by religious fervor and an unquestioning belief in the ruler's divine mandate.
EVTNAME_SoA_5353	[FromFrom.GetFirstName], the Maid of [From.GetName]	[FromFrom.GetFirstName], the Maid of [From.GetName]
EVTDESC_SoA_5353	My [Root.GetLordLady], there are strange tidings from the county of [From.GetName]. As our country suffers under the strain of war, a young woman has come forward and declared that the Lord has spoken to her and instructed her to deliver us from the enemies of our land. She wears armour, wields a sword and rides with the soldiers. Her name is [FromFrom.GetFullName] and she is said to be approaching your court at this very moment to offer her services to you as a leader in the war.\n\nSurely, it's an absurd notion that a young peasant woman should take the role of marshal or general of the [Root.GetTitle]'s armies?	My [Root.GetLordLady], there are strange tidings from the province of [From.GetName]. As our country suffers under the strain of war, a young woman has come forward and declared that the Lord has spoken to her and instructed her to deliver us from the enemies of our land. She wears armour, wields a sword and rides with the soldiers. Her name is [FromFrom.GetFullName] and she is said to be approaching your court at this very moment to offer her services to you as a leader in the war.\n\nSurely, it's an absurd notion that a young peasant woman should take the role of marshal or general of the [Root.GetTitle]'s armies?
EVTOPTA_SoA_5353	Let us receive her and see what she can do for us.	Let us receive her and see what she can do for us.
jeanne_arrives_message	[FromFrom.GetFirstName] the Maid of [From.GetName] has arrived at the court of [Root.GetTitledName].	[FromFrom.GetFirstName] the Maid of [From.GetName] has arrived at the court of [Root.GetTitledName].
EVTNAME_SoA_5355	[From.GetFirstName] – the nobles react	[From.GetFirstName] – the nobles react
EVTDESC_SoA_5355	My [Root.GetTitle], the lords of the Realm complain. They think it most unfitting and strange that a young maid of low birth is allowed such a prominent position when there are noble lords aplenty who are much more well prepared and competent to lead your armies. Some of them are asking if you are doing this deliberately to insult them.\n\nThere is also the issue of her claiming to be personally sent by God - it sounds rather heretical.	My [Root.GetTitle], the lords of the Realm complain. They think it most unfitting and strange that a young maid of low birth is allowed such a prominent position when there are noble lords aplenty who are much more well prepared and competent to lead your armies. Some of them are asking if you are doing this deliberately to insult them.\n\nThere is also the issue of her claiming to be personally sent by God - it sounds rather heretical.
EVTOPTA_SoA_5355	Let them moan. I am the [Root.GetTitle].	Let them moan. I am the [Root.GetTitle].
EVTOPTB_SoA_5355	I agree, but this woman is popular among the common folk.	I agree, but this woman is popular among the common folk.
EVTOPTC_SoA_5355	Very well, we shall put her on trial for heresy.	Very well, we shall put her on trial for heresy.
EVTNAME_SoA_5357	[From.GetFirstName] and the [Root.GetTitle]	[From.GetFirstName] and the [Root.GetTitle]
EVTDESC_SoA_5357	One evening at court, [From.GetFirstName] approaches you and asks to speak with you in private. You agree and the both of you sit down for a talk in your chambers. [From.GetFirstName] speaks to you of her visions of Christ and her quest to save the country from the enemy. She speaks with passion, her simple honesty and forceful zeal both coming across as she looks you in the eyes. She declares her fierce loyalty and love for you as the chosen [Root.GetTitle]. You are quite impressed by her passion, intelligence and sincerity.	One evening at court, [From.GetFirstName] approaches you and asks to speak with you in private. You agree and the both of you sit down for a talk in your chambers. [From.GetFirstName] speaks to you of her visions of Christ and her quest to save the country from the enemy. She speaks with passion, her simple honesty and forceful zeal both coming across as she looks you in the eyes. She declares her fierce loyalty and love for you as the chosen [Root.GetTitle]. You are quite impressed by her passion, intelligence and sincerity.
EVTOPTA_SoA_5357	Thank you for coming to see me, [From.GetFirstName].	Thank you for coming to see me, [From.GetFirstName].
EVTOPTB_SoA_5357	My dearest [From.GetFirstName], you are truly sent by [Root.Religion.GetRandomGodName]!	My dearest [From.GetFirstName], you are truly sent by [Root.Religion.GetRandomGodName]!
EVTOPTC_SoA_5357	We both know you are a powerhungry impostor, [From.GetFirstName].	We both know you are a powerhungry impostor, [From.GetFirstName].
EVTOPTD_SoA_5357	Love, you say? Come sit over here...	Love, you say? Come sit over here...
EVTNAME_SoA_5358	The Mission	The Mission
EVTDESC_SoA_5358	[FromFrom.GetFirstName] looks at you seriously. 'I hope you have been listening, my [Root.GetLordLady]. The country is hurting and you, its rightful sovereign, is the one to mend it. I shall aid you, this is the mission I have been given by our Lord Christ.'	[FromFrom.GetFirstName] looks at you seriously. 'I hope you have been listening, my [Root.GetLordLady]. The country is hurting and you, its rightful sovereign, is the one to mend it. I shall aid you, this is the mission I have been given by our Lord Christ.'
EVTOPTA_SoA_5358	Very good.	Very good.
EVTNAME_SoA_5359	Zeal	Zeal
EVTDESC_SoA_5359	[FromFrom.GetFirstName] looks at you with tears of joyous fervour in her eyes. 'My [Root.GetLordLady], you are the highest and also the wisest [Root.GetManWoman] in the realm. God shall guide you through me, and the people shall be saved. With the sword of righteousness in my hand, guided by your wisdom and the will of God, we will be victorious!	[FromFrom.GetFirstName] looks at you with tears of joyous fervour in her eyes. 'My [Root.GetLordLady], you are the highest and also the wisest [Root.GetManWoman] in the realm. God shall guide you through me, and the people shall be saved. With the sword of righteousness in my hand, guided by your wisdom and the will of God, we will be victorious!
EVTOPTA_SoA_5359	So it shall be!	So it shall be!
EVTNAME_SoA_5360	Mistrust	Mistrust
EVTDESC_SoA_5360	[FromFrom.GetFirstName] stands up, a shocked and bewildered expression or her face. 'My [Root.GetLordLady], your accusation wounds me most deeply! I have heard evil things said of me, but did not think I would hear it from you. Still, my loyalty to you comes from Christ and He is stronger than the Devil who has corrupted your faith. I shall always remain your servant, my [Root.GetLordLady]'.\n\nWith these last words, [FromFrom.GetFirstName] kneels before you, tears of sorrow streaming down her face.	[FromFrom.GetFirstName] stands up, a shocked and bewildered expression or her face. 'My [Root.GetLordLady], your accusation wounds me most deeply! I have heard evil things said of me, but did not think I would hear it from you. Still, my loyalty to you comes from Christ and He is stronger than the Devil who has corrupted your faith. I shall always remain your servant, my [Root.GetLordLady]'.\n\nWith these last words, [FromFrom.GetFirstName] kneels before you, tears of sorrow streaming down her face.
EVTOPTA_SoA_5360	Stop this ridiculous charade, woman.	Stop this ridiculous charade, woman.
EVTNAME_SoA_5361	The Lovers	The Lovers
EVTDESC_SoA_5361	[FromFrom.GetFirstName] quietly sits down next to you and looks into your eyes. As you embrace her and kiss her, she shudders and whispers: 'My Lord, see how my hands tremble at your touch. Just as I felt this immense joy mixed with bewilderment when Christ first spoke to me, so do I now feel my blood rushing in the same way in your presence. It seems to me that it is the will of God that we shall be together.'	[FromFrom.GetFirstName] quietly sits down next to you and looks into your eyes. As you embrace her and kiss her, she shudders and whispers: 'My Lord, see how my hands tremble at your touch. Just as I felt this immense joy mixed with bewilderment when Christ first spoke to me, so do I now feel my blood rushing in the same way in your presence. It seems to me that it is the will of God that we shall be together.'
EVTOPTA_SoA_5361	Come to my bedchamber then, [FromFrom.GetFirstName].	Come to my bedchamber then, [FromFrom.GetFirstName].
EVTNAME_SoA_5362	[FromFrom.GetFirstName] the Chaste	[FromFrom.GetFirstName] the Chaste
EVTDESC_SoA_5362	[FromFrom.GetFirstName] recoils away from your advances, her eyes expressing surprise, sorrow and anger as she looks at you. 'My Lord, I did not think the devil would have sown such dark seeds in you as to try and impose on my chastity! I belong to Christ and to no man. Rest assured, my Lord - my loyalty to you is untouched, but so shall my body also remain, lest it be the touch of cold steel and martyrdom.'	[FromFrom.GetFirstName] recoils away from your advances, her eyes expressing surprise, sorrow and anger as she looks at you. 'My Lord, I did not think the devil would have sown such dark seeds in you as to try and impose on my chastity! I belong to Christ and to no man. Rest assured, my Lord - my loyalty to you is untouched, but so shall my body also remain, lest it be the touch of cold steel and martyrdom.'
EVTOPTA_SoA_5362	I see.	I see.
EVTNAME_SoA_5364	[From.GetFirstName] and the common folk	[From.GetFirstName] and the common folk
EVTDESC_SoA_5364	The entire country is boiling with rumours and gossip of [From.GetFullName], the humble country girl who rose to become a trusted servant of the [Root.GetTitle]. Hope of defeating the realm's enemies is blossoming, and peasants everywhere are celebrating this fantastic tale of a virgin saviour from the humblest ranks of society.	The entire country is boiling with rumours and gossip of [From.GetFullName], the humble country girl who rose to become a trusted servant of the [Root.GetTitle]. Hope of defeating the realm's enemies is blossoming, and peasants everywhere are celebrating this fantastic tale of a virgin saviour from the humblest ranks of society.
EVTOPTA_SoA_5364	She is truly a legend in her own time!	She is truly a legend in her own time!
EVTNAME_SoA_5366	[From.GetFirstName] requests an audience	[From.GetFirstName] requests an audience
EVTDESC_SoA_5366	[From.GetFirstName] has come before you asking to speak to you at the council. She says that the military establishment seems trapped in old doctrines and that the commanders would benefit from more offensive thinking, as well as more religious schooling, of course.\n\nThere is grumbling from some of the assembled nobles at her speech.	[From.GetFirstName] has come before you asking to speak to you at the council. She says that the military establishment seems trapped in old doctrines and that the commanders would benefit from more offensive thinking, as well as more religious schooling, of course.\n\nThere is grumbling from some of the assembled nobles at her speech.
EVTOPTA_SoA_5366	Thank you, [From.GetFirstName], that's a good idea.	Thank you, [From.GetFirstName], that's a good idea.
EVTOPTB_SoA_5366	When I need your advice, I'll ask for it.	When I need your advice, I'll ask for it.
EVTOPTC_SoA_5366	I've had enough of this insolence – arrest her!	I've had enough of this insolence – arrest her!
EVTNAME_SoA_5368	[From.GetFirstName] and the Church	[From.GetFirstName] and the Church
EVTDESC_SoA_5368	Your [Root.GetLordSpiritualName] [Root.job_spiritual.GetFullName] approaches you one morning for a candid conversation: 'My [Root.GetLordLady], there is much displeasure among the clergy at the elevation of this young woman, [From.GetFirstName]. The things she says are considered heretical by some in the Holy Church, and others, frankly, see their positions threatened by one of such low birth and meager schooling gaining so much prestige. I would advise you to consider whether it is worth protecting this young lass at so great a potential cost.'	Your [Root.GetLordSpiritualName] [Root.job_spiritual.GetFullName] approaches you one morning for a candid conversation: 'My [Root.GetLordLady], there is much displeasure among the clergy at the elevation of this young woman, [From.GetFirstName]. The things she says are considered heretical by some in the Holy Church, and others, frankly, see their positions threatened by one of such low birth and meager schooling gaining so much prestige. I would advise you to consider whether it is worth protecting this young lass at so great a potential cost.'
EVTOPTA_SoA_5368	Please remind these clergymen who is [Root.GetTitle].	Please remind these clergymen who is [Root.GetTitle].
EVTOPTB_SoA_5368	She is merely a tool, the Church has nothing to fear.	She is merely a tool, the Church has nothing to fear.
EVTOPTC_SoA_5368	Very well, we will put her on trial and see if she is a heretic.	Very well, we will put her on trial and see if she is a heretic.
EVTNAME_SoA_5370	The influence of [From.GetFirstName]	The influence of [From.GetFirstName]
EVTDESC_SoA_5370	These are unusual times. [From.GetFirstName]'s influence is felt all around, wherever you go. There is a surge in religiosity among the commoners, who see her as a national saviour and almost a Christ-figure. Among the nobles many are charmed by her pious innocence and energetic zeal, in spite of most of them also viewing her as a dangerous upstart. Meanwhile, the clergy is divided, some seeing a heretic and others a saint.	These are unusual times. [From.GetFirstName]'s influence is felt all around, wherever you go. There is a surge in religiosity among the commoners, who see her as a national saviour and almost a Christ-figure. Among the nobles many are charmed by her pious innocence and energetic zeal, in spite of most of them also viewing her as a dangerous upstart. Meanwhile, the clergy is divided, some seeing a heretic and others a saint.
EVTOPTA_SoA_5370	We should all try to be more like her.	We should all try to be more like her.
EVTOPTB_SoA_5370	I dislike fanatics, but I will suffer her for now.	I dislike fanatics, but I will suffer her for now.
EVTNAME_SoA_5373	A common girl from [From.GetName]	A common girl from [From.GetName]
EVTDESC_SoA_5373	Your [Root.GetChancellorName] [Root.job_chancellor.GetFullName] comes to see you, a look of worry on [Root.job_chancellor.GetHerHis] face. [Root.job_chancellor.GetSheHe] explains that there are increased grumblings among the nobles regarding the position of your protegé [FromFrom.GetFirstName]. Many of them refuse to accept that a lowborn woman from [From.GetName], however competent and pious, be continuously given so many privileges normally reserved for nobility. It sets a bad example for the peasants and may cause unrest, they fear. There have also been numerous incidents of perceived insults and scandals of protocol between [FromFrom.GetFirstName] and various prestigious army commanders.\n\nIt seems many nobles feel they have suffered her too long, and some still entertain the idea of demanding her arrest and trial for heresy.	Your [Root.GetChancellorName] [Root.job_chancellor.GetFullName] comes to see you, a look of worry on [Root.job_chancellor.GetHerHis] face. [Root.job_chancellor.GetSheHe] explains that there are increased grumblings among the nobles regarding the position of your protegé [FromFrom.GetFirstName]. Many of them refuse to accept that a lowborn woman from [From.GetName], however competent and pious, be continuously given so many privileges normally reserved for nobility. It sets a bad example for the peasants and may cause unrest, they fear. There have also been numerous incidents of perceived insults and scandals of protocol between [FromFrom.GetFirstName] and various prestigious army commanders.\n\nIt seems many nobles feel they have suffered her too long, and some still entertain the idea of demanding her arrest and trial for heresy.
EVTOPTA_SoA_5373	Bah! Their own incompetence makes them envious.	Bah! Their own incompetence makes them envious.
EVTOPTB_SoA_5373	I shall force her to speak more humbly henceforth.	I shall force her to speak more humbly henceforth.
EVTOPTC_SoA_5373	Not noble enough? Bring her before me and I shall knight her!	Not noble enough? Bring her before me and I shall knight her!
EVTOPTD_SoA_5373	I cannot abide this any longer. Put her in chains!	I cannot abide this any longer. Put her in chains!
EVTNAME_SoA_5382	[From.GetFirstName] marries	[From.GetFirstName] marries
EVTDESC_SoA_5382	Never has the realm seen so much attention focused on the wedding of one who is not of noble birth. The wedding of [From.GetFirstName] has caused ringing of churchbells and impromptu feasts and prayers among the common folk all around the country.\n\nNo longer a maid perhaps, but an icon of the realm still, and even the [Root.GetTitle] should make sure to make a public toast to the newly-weds.	Never has the realm seen so much attention focused on the wedding of one who is not of noble birth. The wedding of [From.GetFirstName] has caused ringing of churchbells and impromptu feasts and prayers among the common folk all around the country.\n\nNo longer a maid perhaps, but an icon of the realm still, and even the [Root.GetTitle] should make sure to make a public toast to the newly-weds.
EVTOPTA_SoA_5382	Indeed!	Indeed!
EVTNAME_SoA_5385	[From.GetFirstName] the mother	[From.GetFirstName] the mother
EVTDESC_SoA_5385	[From.GetFirstName] the Maid she used to be, but no longer. Some of her followers speak of a virgin birth, though such talk is frowned upon by the Church. The image of [From.GetFirstName] has now changed in the eyes of many, but she continues to be a focus of adulation, and very soon after the birth she has once again taken up her sword and saddled her horse.	[From.GetFirstName] the Maid she used to be, but no longer. Some of her followers speak of a virgin birth, though such talk is frowned upon by the Church. The image of [From.GetFirstName] has now changed in the eyes of many, but she continues to be a focus of adulation, and very soon after the birth she has once again taken up her sword and saddled her horse.
EVTOPTA_SoA_5385	So strong!	So strong!
EVTNAME_SoA_5391	The trial of [From.GetFirstName]	The trial of [From.GetFirstName]
EVTDESC_SoA_5391	[From.GetFirstName] has been put on trial for heresy. She claims to be sent by Christ, to be his messenger. She is accused of being sent by the devil, and of claiming to be God's daughter, and of sinning by wearing men's attire, among other things. The judges come mostly from the clergy, and they begin a hard line of questioning against the young woman. There is unrest outside the castle where the trial is held, as many followers have come to pray for her and express their belief in her innocence. This trial seems set to last for a while.	[From.GetFirstName] has been put on trial for heresy. She claims to be sent by Christ, to be his messenger. She is accused of being sent by the devil, and of claiming to be God's daughter, and of sinning by wearing men's attire, among other things. The judges come mostly from the clergy, and they begin a hard line of questioning against the young woman. There is unrest outside the castle where the trial is held, as many followers have come to pray for her and express their belief in her innocence. This trial seems set to last for a while.
EVTOPTA_SoA_5391	The truth shall be our only concern.	The truth shall be our only concern.
EVTNAME_SoA_5392	The trial of [From.GetFirstName] – judgement	The trial of [From.GetFirstName] – judgement
EVTDESC_SoA_5392	[From.GetFirstName] has been put through long sessions of questioning for over a month now. After much deliberation on the law and theology and evaluation of testimony the case still seems unclear to many. It all seems to come down to whether you want to believe that she is a messenger of God or of the Devil. Or perhaps it's more down to whether it is politically expedient to convict her or not. Young [From.GetFirstName] herself has assumed a position of sorrowful fatalism. She says she has seen her fate in a vision and that she knows what is to come.\nThe crowds surrounding the trial all await the verdict with tension. If [From.GetFirstName] were to be aquitted, the humiliation of the trial itself surely signifies that she has fallen from royal grace and will never come back to hold the position she once did. But in the case of a conviction, a gruesome death by burning at the stake is certain to be the fate that awaits her. There is little mercy for heretics.	[From.GetFirstName] has been put through long sessions of questioning for over a month now. After much deliberation on the law and theology and evaluation of testimony the case still seems unclear to many. It all seems to come down to whether you want to believe that she is a messenger of God or of the Devil. Or perhaps it's more down to whether it is politically expedient to convict her or not. Young [From.GetFirstName] herself has assumed a position of sorrowful fatalism. She says she has seen her fate in a vision and that she knows what is to come.\nThe crowds surrounding the trial all await the verdict with tension. If [From.GetFirstName] were to be aquitted, the humiliation of the trial itself surely signifies that she has fallen from royal grace and will never come back to hold the position she once did. But in the case of a conviction, a gruesome death by burning at the stake is certain to be the fate that awaits her. There is little mercy for heretics.
EVTOPTA_SoA_5392	She is guilty.	She is guilty.
EVTOPTB_SoA_5392	She is innocent.	She is innocent.
EVTNAME_SoA_5394	The execution of [From.GetFirstName]	The execution of [From.GetFirstName]
EVTDESC_SoA_5394	The flames leap higher and higher, crackling as they begin to eat at the wood. Slowly, [From.GetFirstName] starts to twist as they begin to lick her legs. The gathered crowd stares in stunned silence - some hungry for her death, others overcome by horror at what they see. The life of this woman is coming to an end, she who captured the attention of the entire realm during these months. Saint or devil – the eyes of the onlookers hold different views, but it seems certain that she will remembered for many many years. Perhaps she shall have her restitution in time, perhaps not.\nAs the flames climb higher and take hold of [From.GetFirstName]'s body, she twitches violently but still does not cry out. Her gaze is fixed on the heavens, tears streaming from her face. Many onlookers turn away now, but others are fixed to the spot, unable to avert their eyes. Slowly, [From.GetFirstName] disappears from view as the flames rise around her.	The flames leap higher and higher, crackling as they begin to eat at the wood. Slowly, [From.GetFirstName] starts to twist as they begin to lick her legs. The gathered crowd stares in stunned silence - some hungry for her death, others overcome by horror at what they see. The life of this woman is coming to an end, she who captured the attention of the entire realm during these months. Saint or devil – the eyes of the onlookers hold different views, but it seems certain that she will remembered for many many years. Perhaps she shall have her restitution in time, perhaps not.\nAs the flames climb higher and take hold of [From.GetFirstName]'s body, she twitches violently but still does not cry out. Her gaze is fixed on the heavens, tears streaming from her face. Many onlookers turn away now, but others are fixed to the spot, unable to avert their eyes. Slowly, [From.GetFirstName] disappears from view as the flames rise around her.
EVTOPTA_SoA_5394	May the Lord have mercy on her soul.	May the Lord have mercy on her soul.
EVTNAME_SoA_5395	[From.GetFirstName] is aquitted	[From.GetFirstName] is aquitted
EVTDESC_SoA_5395	The aquittal of [From.GetFirstName] have left mixed reactions across the realm. There are celebrations among the peasants, and more mixed reactions among the nobility and clergy. [From.GetFirstName] herself spends these days in prayer. She realizes that she will not lead armies again nor enjoy the ear of the [Root.GetTitle] as before. Still, the aquittal at the trial has vindicated her words and actions and she seems at peace. No longer on the grand stage of war and politics, she seems now content to spend the rest of her days living as a nun.	The aquittal of [From.GetFirstName] have left mixed reactions across the realm. There are celebrations among the peasants, and more mixed reactions among the nobility and clergy. [From.GetFirstName] herself spends these days in prayer. She realizes that she will not lead armies again nor enjoy the ear of the [Root.GetTitle] as before. Still, the aquittal at the trial has vindicated her words and actions and she seems at peace. No longer on the grand stage of war and politics, she seems now content to spend the rest of her days living as a nun.
EVTOPTA_SoA_5395	You are safe now, [From.GetFirstName].	You are safe now, [From.GetFirstName].
EVTNAME_SoA_5398	Years later...	Years later...
EVTDESC_SoA_5398	After the first turbulent years, it seems everyone in the country has gotten used to [FromFrom.GetFullName]. Some appreciate her and some do not, but the more violent controversy and commotion has died out and people are now preoccupied with other matters. She lives on, although the tales of the early years of the Maid of [From.GetName] are already the stuff of legend.	After the first turbulent years, it seems everyone in the country has gotten used to [FromFrom.GetFullName]. Some appreciate her and some do not, but the more violent controversy and commotion has died out and people are now preoccupied with other matters. She lives on, although the tales of the early years of the Maid of [From.GetName] are already the stuff of legend.
EVTOPTA_SoA_5398	With time, anything and everything becomes normal.	With time, anything and everything becomes normal.
EVTTOOLTIP306	[This.GetFirstName] will be regarded as your [This.GetSonDaughter] and can be legitimized later	Convert to Judaism
EVTNAME_SoA_550	The Kohen Gadol	The pillow talk of a spouse or concubine can be very persuasive. Perhaps these Children of Israel truly are God's chosen?
EVTDESC_SoA_550	There has not been a Kohen Gadol – a High Priest of Judaism – since the Romans destroyed the Second Temple roughly a thousand years ago. At long last, this position has been filled and the High Priesthood reconstituted.\n\nLike the Jewish priests of ancient times, the Kohen Gadol was traditionally required to be a descendant of Aaron, the older brother of Moses. Due to a lack of suitable candidates this requirement has been waived, but the new High Priest still enjoys the respect of the Jewish religious communities, and the Priesthood has moved into and established itself at the Third Temple.	[This.GetFirstName] will be regarded as your [This.GetSonDaughter] and can be legitimized later
EVTOPTA_SoA_550	Long live the Kohen Gadol!	The Kohen Gadol
COMBATVIEW_PHASE_DESC_NARROW	This flank leader has managed to find a favourable spot to fight the battle at making the flank §Ynarrow§W and the full force of the enemy can't charge at them.	There has not been a Kohen Gadol – a High Priest of Judaism – since the Romans destroyed the Second Temple roughly a thousand years ago. At long last, this position has been filled and the High Priesthood reconstituted.\n\nLike the Jewish priests of ancient times, the Kohen Gadol was traditionally required to be a descendant of Aaron, the older brother of Moses. Due to a lack of suitable candidates this requirement has been waived, but the new High Priest still enjoys the respect of the Jewish religious communities, and the Priesthood has moved into and established itself at the Third Temple.
NARROW_FLANK_BOTTLENECK	Because this flank has a choke-point, only $MAX_TROOPS$ can fight at the same time on each side.	Long live the Kohen Gadol!
EVTOPTE4140	You will not be forgotten	This flank leader has managed to find a favourable spot to fight the battle at making the flank §Ynarrow§W and the full force of the enemy can't charge at them.
stop_backing_ambition	Abandoned Plot	Because this flank has a choke-point, only $MAX_TROOPS$ can fight at the same time on each side.
succ_gavelkind_desc	The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child. Destruction of titles while under Gavelkind succession is not allowed.	You will not be forgotten
SELECT_VASSAL_TO_TRANSFER	Select Vassal to Transfer	Abandoned Plot
EXECUTE_IMPRISONED_INTERACTION_7	Since §Y[Recipient.GetTitledFirstName]§! is so insignificant, no one will care.	The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child. Destruction of titles while under Gavelkind succession is not allowed.
FE_CONTENT	Content	Select Vassal to Transfer
DUCHY_CAPITAL	Duchy Capital	Since §Y[Recipient.GetTitledFirstName]§! is so insignificant, no one will care.
KINGDOM_CAPITAL	Kingdom Capital	Contido
EMPIRE_CAPITAL	Empire Capital	Duchy Capital
CONTENTVIEW_INACTIVE	§RInactive§!	Kingdom Capital
CONTENTVIEW_ACTIVE	§GActive§!	Empire Capital
CONTENTVIEW_MANAGE	Manage	§RInactive§!
CONTENTVIEW_BROWSE	Browse	§GActive§!
CONTENTVIEW_DLC	DLC	Manage
CONTENTVIEW_MOD	MOD	Browse
CONTENTVIEW_HEADER	Download new content	DLC
CONTENTVIEW_PUBLISH_HEADER	Publish mod	MOD
CONTENTVIEW_PUBLISH_TITLE_LABEL	Title:	Download new content
CONTENTVIEW_PUBLISH_DESC_LABEL	Description:	Publish mod
CONTENTVIEW_PUBLISH	Publish	Title:
CONTENTVIEW_UPDATE	Update	Description:
ALL_SUBUNITS_EITHER_MERC_OR_HOLY	Cannot select a leader for a flank which consists of only mercenaries and holy order companies.	Publish
SM_AUTOSAVETOCLOUD	Autosave to Cloud	Update
FE_LOCAL	Local	Cannot select a leader for a flank which consists of only mercenaries and holy order companies.
FE_REMOTE	Cloud	Autosave to cloud
SPLIT_QUICK_MENU	Split off Special Troops	Local
SPLIT_MERCENARIES_OPTION	Split off Mercenaries	Nube
SPLIT_HOLY_ORDERS_OPTION	Split off Holy Orders	Split off Special Troops
SPLIT_RETINUES_OPTION	Split off Retinues	Split off Mercenaries
SPLIT_EVENT_SPAWNED_OPTION	Split off Event Spawned	Split off Holy Orders
VASSAL_OPINION_CHANGE	All vassals' opinion of §Y$ACTIVE$§! changes by $MUCH$	Split off Retinues
FE_IRONMAN	Ironman	Split off Event Spawned
RANDOM_CHARACTER_DESC	Select a random playable character	All vassals' opinion of §Y$ACTIVE$§! changes by $MUCH$
IRONMAN_MODE_DESC	When playing in Ironman mode, you cannot manually save the game. You can only get Steam Achievements in Ironman mode.	Home de Ferro
KING	King	Select a random playable character
QUEEN	Queen	When playing in Ironman mode, you cannot manually save the game. You can only get Steam Achievements in Ironman mode.
IRONMAN_MOD_NOSTART	Cannot start a Ironman game when the game is modified.	King
IRONMAN_MODE_ENABLED	Ironman Mode: §GEnabled§!	Queen
IRONMAN_MODE_DISABLED	Ironman Mode: §RDisabled§!	Cannot start a Ironman game when the game is modified.
CHARACTER_CHANGE_DISABLED	You cannot change character right now.	Ironman Mode - Enabled
SAVEGAME_ERROR_WRITING	Error writing save game	Ironman Mode - Disabled
SAVEGAME_ERROR_WRITING_UNKNOWN	Failed to save game for unknown reason.\n\nAre you using forbidden characters in the file name?\nDo you have enough free space?	You cannot change character right now.
FE_SAVE_UNSYNC_TITLE	Unsynchronize file	Error writing save game
FE_SAVE_UNSYNC_DESC	This will remove the save game from cloud storage. The file will not be deleted local.	Failed to save game for unknown reason.\n\nAre you using forbidden characters in the file name?\nDo you have enough free space?
IRONMAN_START	Start Ironman	Desincronizar ficheiro
tribal_invasion_succ_tip	§Y[Root.GetTitledFirstName]§! takes all occupied territory.\n§Y[Root.GetTitledFirstName]§! takes or vassalizes all titles in the §Y[This.GetFullBaseName]§! belonging to §Y[From.GetTitledFirstName]§!.\n	Isto borrará a partida gardada no almacenamento da nube. O ficheiro non se borrará a nivel local.
CONTENTVIEW_TERMS	By submitting this item, you agree to the terms of service of Steam Workshop.	Start Ironman
AIREASON_TARGET_MORE_POWERFUL_COLLEGE	Target controls more cardinals than you.	§Y[Root.GetTitledFirstName]§! takes all occupied territory.\n§Y[Root.GetTitledFirstName]§! takes or vassalizes all titles in the §Y[This.GetFullBaseName]§! belonging to §Y[From.GetTitledFirstName]§!.\n
RELHEAD_IMMORAL	has a bad reputation	By submitting this item, you agree to the terms of service of Steam Workshop.
TITLE_GAINED_RELIGIOUS_PLAYER_SETUP	Your vassal was appointed Cardinal.	Target controls more cardinals than you.
TITLE_GAINED_RELIGIOUS_PLAYER_LETTER	Your vassal $NEWHOLDER$ was given a seat in the College of Cardinals.	has a bad reputation
TITLE_GAINED_RELIGIOUS_PLAYER_LOG	Your vassal $NEWHOLDER$ was given a seat in the College of Cardinals.	Your vassal was appointed Cardinal.
SHEPHERDS_CRUSADE	The Shepherds' Crusade	Your vassal $NEWHOLDER$ was given a seat in the College of Cardinals.
INTERACTION_REQUIRED_NONCONTESTED_TITLE	§Y[ThirdPartyTitle.GetFullName]§! is NOT involved in an §Yongoing war§!	Your vassal $NEWHOLDER$ was given a seat in the College of Cardinals.
HINT_CARDINAL_VIEW_TITLE	The Cardinal View	The Shepherds' Crusade
HINT_CARDINAL_VIEW_TEXT_1	In this screen you can see the college of cardinals.These are the ones responsible for electing a new pope among themselves when the old one dies. It also shows who is likely to be given title of cardinal if a spot opens up.	[ThirdPartyTitle.GetFullName] is NOT involved in an §Yongoing war§!
HINT_CARDINAL_VIEW_TEXT_2	Every catholic bishop in the world can be given a seat in the College of Cardinals. Every bishop have a score which the Pope uses to decide who gets the open spot. This score is calculated from a wide range of factors but you can also directly influence it by promising money to the Pope. This will make it much more likely that he will choose a bishop from your realm.	The Cardinal View
