#CODE	ENGLISH	ENGLISH
REGIMENT_OF_LEADER	$LEADER$'s Company	\n§RAll special event troops will be disbanded!§!
TITLE_ADJ_REGIMENT	$ADJ$ Company	\nNo special event troops will be disbanded.
catholic_DESC	Catholicism is one of the oldest branches of Christianity and the one that has had the biggest impact on the history of Europe. The formal head of the religion is the Bishop of Rome - the Pope.	[From.GetTitledName] ambushes you as you leave your longhouse and speaks to you in a pleading voice. [FromFrom.GetFirstName] must be purged of the evil [FromFrom.GetSheHe] carries within [FromFrom.GetHerHim]. There is no other way. I can perform a galdr ritual, but I won't lie - the child may or may not survive the ordeal. Nevertheless, the demon must be vanquished.
waldensian_DESC	Originally a reform movement within the Catholic church, Waldensian heretics are anti-clerical and advocate a return to vows of poverty. They are opposed to capital punishment and believe that laymen can also administer the sacraments. This heresy has no formal head and no special game mechanics.	Perform the ritual.
lollard_DESC	Lollard heretics are opposed to perceived corruption within the Catholic Church. Like many Catholic heresies, they loathe the wealth and ostentation of the clergy and advocate a return to a more original form of Christianity. This heresy has no formal head and no special game mechanics.	If you so much as touch [FromFrom.GetFirstName]...
orthodox_DESC	The Orthodox Church is the other main branch of Chalcedonian Christianity that up until 1054 was formally united with the Catholic Church, although the political division can be traced back to the crowning of Charlemagne as Roman Emperor by Pope Leo III in 800, which did not sit well with the Emperor in Constantinople. The nominal head of the Orthodox Church is the Ecumenical Patriarch of Constantinople, but he does not interfere in the affairs of other Patriarchs.	The galdr ritual to cleanse your spawn of evil has begun. The child is brought to a raised platform in a grove where [FromFrom.GetFirstName] awaits surrounded by chanting maidens. You are not permitted to witness the sacred ritual itself, so you depart the grove and wait.
miaphysite_DESC	Miaphysite Christianity encompasses the Coptic Church and the Armenian Apostolic Church. Miaphysites stress that Christ had but a single nature, but of both human and divine character. This stance split them off from the main branch of Christianity after the council of Chalcedon in 451. Though not viewed as outright heretics by Orthodox and Catholic Christians, it is a fine distinction. The nominal head of the Miaphysite Church is the Pope of Alexandria.	[This.Religion.GetRandomGodNameCap] preserve us.
monophysite_DESC	Monophysitism is an early Christian heresy which states that Christ had but a single nature. This is the opposite of the Nestorian position where Christ has two separate natures - one divine and one human. Closely related to Miaphytism, Monophysites are regarded as a Miaphysite heresy in-game. The nominal head of the Monophysite Church is the Monophysite Pope of Alexandria.	The incantations from the grove suddenly stop, and several maidens, their white gowns red with someone else's blood, run past screaming. Fearing the worst you hurry back, but when you reach the platform you find only the butchered remains of [From.GetFirstName]... and [FromFrom.GetFirstName] standing smiling next to them.
monothelite_DESC	Monothelitism is a Christological doctrine that was declared heretical in 681. Monothelites attempted to develop the Miaphysite and Monophysite stance on the single nature of Christ by saying he had both a human and a divine nature but only a single will. The nominal head of the Monothelite Church is the Monothelite Patriarch of Antioch.	[This.Religion.GetRandomGodNameCap] preserve us...
sunni_DESC	Sunni Islam is by far the most widespread form of the religion. It is the more orthodox of the two main branches of Islam but the origin of the Sunni-Shia schism was largely political in nature. The Sunnis accepted the first Caliph, Abu Bakr, whereas the Shiites rejected him in favor of Ali. Sunni Muslims hold strictly to the Sunnah - the sayings and actions of Muhammad - as collected in the Hadiths, which form the basis for Sunni jurisprudence. The formal head of Sunni Islam is the (Sunni) Caliph.	A solemn procession of maidens led by [From.GetTitledName] finally emerges from the grove, but there is no sign of [FromFrom.GetFirstName]. It is done, [From.GetFirstName] announces. The demon is no more... but I fear there was no way to save your child. The corruption simply went too deep.
zikri_DESC	Zikri Islam is a Sunni heresy in-game. Zikris are the followers of the Imam Akhar Zaman Hazrat Syed Muhammad Jaunpuri (Imam Mehdi.)	Then your life is forfeit as well, witch!
shiite_DESC	Shi'a is the short form of Shi'atul Ali, or the Party of Ali, which rejected the first Caliph Abu Bakr in favor of Ali. Shi'a Islam is the less orthodox of the two main branches of Islam and accepts the idea of intercession by dead Imams on behalf of the living. The formal head of Shi'a Islam is the (Shiite) Caliph.	Leave while you still can, [From.GetFirstName], and never return.
bektashi_DESC	Bektashism is a Sufi mystic order whose central tenet is the Wahdat-ul-Wujood - the single unified entity Allah-Muhammed-Ali. In the game it is regarded as a heresy.	You have my thanks... it had to be done.
druze_DESC	The Druze religion originated in the Ismaili sect of Shi'a Islam, but has many features of gnosticism, neoplatonism in addition to the Abrahamic religions.	The chanting from the grove comes closer and [From.GetTitledName] appears together with [FromFrom.GetFirstName], flanked on either side by singing maidens. The child looks shaken, but otherwise unharmed. It is done, [From.GetFirstName] announces. The demon is no more. [FromFrom.GetFirstName] is [FromFrom.GetHerselfHimself] again.
norse_pagan_reformed_DESC	The reformed Norse Pagan faith has a Holy Book written in runes with chapters on Creation, the gods, Ragnarok, and secret spells - 'galdrs'. The church has a standardized liturgy and a formal church hierarchy led by the Fylkir, who - much like an Islamic Caliph - is both a secular ruler and the religious leader of the faithful.	Thank the gods!
tengri_pagan_reformed_DESC	The reformed Tengri faith has a Holy Book written in the Orkhon runic script, a standardized liturgy and a formal church hierarchy led by the High Priest of Tengri, who can be vassalized by secular rulers.	The chanting from the grove comes closer and [From.GetTitledName] appears together with [FromFrom.GetFirstName], flanked on either side by singing maidens. The child's vacant stare hints that something is wrong. It is done, [From.GetFirstName] announces. The demon is no more, but the struggle was great. I fear it has left scars on [FromFrom.GetFirstName] that may never heal...
tengri_pagan_DESC	Tengrism is the religion of the steppe peoples of Eurasia, especially Turkish and Mongol nomads. The chief god is Tengri, the creator god who rules the skies. Shamanism and animism also feature prominently in the religion.	The corpse of [From.GetTitledName] was discovered today at the bottom of a steep ravine with a broken neck. It seems to have been a tragic accident ordained by the gods, but strangely, [FromFrom.GetFirstName] was seen standing next to the ravine, peering down into it just before the tragedy was revealed.
baltic_pagan_reformed_DESC	The reformed Baltic faith has a Holy Book with a creation myth, chapters on the gods and a book of prophesies. The church also has a standardized liturgy and a formal church hierarchy led by the High Priest of Dievs, who can be vassalized by secular rulers.	Curious...
baltic_pagan_DESC	Baltic paganism is polytheistic, with a pantheon of gods led by Dievs, god of the sky. Other main gods include Perkunas, god of thunder and lightning, very similar to the Germanic god Thor and the Slavic Perun. Other important deities include Saule, goddess of the sun and fertility, Daugava and Meness.	[From.GetTitledName] was found impaled on a wooden fence just outside your longhouse this morning. You can only deduce that [From.GetSheHe] fell on the fence from the roof of your longhouse, though what business [From.GetSheHe] had up there you cannot fathom. Poor [FromFrom.GetFirstName] was the first one to lay eyes on the gruesome scene...
finnish_pagan_reformed_DESC	The reformed Finnish faith has a Holy Book with a creation myth, chapters on the gods and a book of spells and mysteries. The church also has a standardized liturgy and a formal church hierarchy led by the High Priest of Ukko, who can be vassalized by secular rulers.	Yes, an interesting coincidence...
finnish_pagan_DESC	Finnic paganism is diverse, varying a lot between tribes and regions. It is shamanistic and animist, revering a multitude of gods, including Ukko/Perkele, Kuu and, in the east, Mastor-Ava, goddess of the Earth.	[From.GetTitledName] was found stuffed head first into a barrel full of rain water this morning, with only [From.GetHerHis] pale, rigid legs visible above the surface. Your guards speculate that [From.GetSheHe] tripped, somehow fell into the barrel and then tragically drowned. [FromFrom.GetFirstName] was found playing just nearby, but doesn't seem to have seen anything.
aztec_reformed_DESC	The reformed Aztec religion has a proper Holy Book, a standardized liturgy and a formal church hierarchy led by a dedicated High Priest who can be vassalized by secular rulers.	Yes... I suppose it could have happened that way...
aztec_DESC	The Aztec religion features a creation myth centered on sacrifice - even gods were sacrificed to keep the sun moving. This is reflected in the many festivals and rituals of the religion, which feature human sacrifice on a massive scale. The chief gods are Huitzilopochtli, god of war and human sacrifice, Tlaloc, god of thunder and rain, Xiuhtecuhtli, god of fire, Xipe Totec, 'our Lord the Flayed One' and Quetzalcoatl, god of wisdom.	Mongol Empire
slavic_pagan_reformed_DESC	The reformed Slavic faith has a Holy Book with a creation myth, chapters on the gods and a book of prophesies. The church also has a standardized liturgy and a formal church hierarchy led by the High Priest of Perun, who can be vassalized by secular rulers.	Mongol
slavic_pagan_DESC	Slavic heathenry is polytheistic, the chief god being Perun, god of thunder and lightning, quite similar to the Germanic god Thor. Other important deities include Veles, god of the underworld, Svarog, Jarilo and Svantevit. In addition, many tribes revere local gods.	The Mongols
west_african_pagan_reformed_DESC	The reformed West African religion is a fusion of many popular beliefs, with a single Holy Book including a creation myth, chapters on the spirits, totem animal fables and gods. The church also has a standardized liturgy and a formal church hierarchy led by a High Priest (or Priestess), who can be vassalized by secular rulers.	After uniting the warring steppe tribes under a single banner for the first time, the great warlord Temujin, or Genghis Khan as he now styles himself, has set out to expand his growing empire further. In Central Asia, Mongolian envoys to Ala ed-Din of Khwarezm have been massacred and this is an insult the Great Khan cannot ignore. He has led his armies west and now stands poised to punish the powerful Muslim realm for its insolence. Like a coiled spring, the massed Mongol armies are ready to be unleashed upon the world. Where will they stop?
west_african_pagan_DESC	West African religion is a blanket term for the diverse pagan beliefs of the tribes of Sub-Saharan West Africa. Ancestor worship, animism and totemistic shamanism dominate, but there also various pantheons of gods.	Rise of the Hansa
zoroastrian_DESC	Zoroastrians worship Ahura Mazda, the uncreated God, as proclaimed by the ancient Iranian prophet Zoroaster. It was the official religion of all Persian empires (except the Hellenic Seleucid Empire) until the Muslim conquest of the Sassanid Empire in 651. The ancient form of the religion involved great sacred hill top fires, the exposure of dead bodies to scavenger birds for cleansing, and religious close-kin marriages in imitation of Ahura Mazda and Zoroaster.	The burghers of the Imperial Free Cities of Lübeck and Hamburg in Northern Germany have just formed a trade alliance that will eventually become known as the Hanseatic League. Meanwhile, the terrible Mongol Horde has swept like a scythe through Eastern Europe, effortlessly mowing down all opposition. As even the Holy Roman Emperor Friedrich II cowers in fear, the great invasion suddenly comes to an inexplicable halt as both Batu Khan of the Golden Horde and Hulagu Khan of the Ilkhanate return to Karakorum to elect a new Great Khan.
mazdaki_DESC	Mazdak was a Zoroastrian priest who claimed to be a prophet of Ahura Mazda. He attempted to reform the religion with Gnostic elements, and advocated communal possessions and welfare programs. His teachings fell out of favor with the Shahanshah Kavadh I in 524, but pockets of there heresy survived in remote areas. This heresy has no formal head and no special game mechanics.	$LEADER$'s Company
manichean_DESC	Manichaeism is a Gnostic religion founded by the alleged prophet Mani who was put to death by the Sassanid Shahanshah Bahram I in 277. His 'Religion of Light' incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. In the game, Manichaeism is regarded as a Zoroastrian heresy. It has no formal head and no special game mechanics.	$ADJ$ Company
title_cherbi	Cherbi	Catholicism is one of the oldest branches of Christianity and the one that has had the biggest impact on the history of Europe. The formal head of the religion is the Bishop of Rome - the Pope. Defining features in-game:\n§Y*§! There is always a Pope, even if Rome falls\n§Y*§! The Pope can grant divorces\n§Y*§! The Pope can grant the Invasion Casus Belli\n§Y*§! The Pope can Excommunicate Catholic characters\n§Y*§! Catholic rulers can set up Antipopes\n§Y*§! Catholic Bishops may pay tax to the Pope rather than their secular liege
title_cherbi_desc	The Cherbi is the leader of the Kheshig, the imperial guard of the Mongol Empire. They are charged with the protection of the empire's most important nobility, and the position as their commander is a very prestigious one.	Originally a reform movement within the Catholic church, Waldensian heretics are anti-clerical and advocate a return to vows of poverty. They are opposed to capital punishment and believe that laymen can also administer the sacraments. This heresy has no formal head and no special game mechanics.
title_darkhan	Darkhan	Lollard heretics are opposed to perceived corruption within the Catholic Church. Like many Catholic heresies, they loathe the wealth and ostentation of the clergy and advocate a return to a more original form of Christianity. This heresy has no formal head and no special game mechanics.
title_darkhan_desc	Darkhan is a prestigious Mongolian title bestowed by the Khan upon those who have served him exceptionally well. Genghis Khan awarded this title to those allies who aided him during his rise to power.	The Orthodox Church is the other main branch of Chalcedonian Christianity that up until 1054 was formally united with the Catholic Church, although the political division can be traced back to the crowning of Charlemagne as Roman Emperor by Pope Leo III in 800, which did not sit well with the Emperor in Constantinople. The nominal head of the Orthodox Church is the Ecumenical Patriarch of Constantinople, but he does not interfere in the affairs of other Patriarchs. Defining features in-game:\n§Y*§! There is always an Ecumenical Patriarch, even if Constantinople falls\n§Y*§! Multiple Patriarchs - the five Pentarchs and Autocephalous Patriarchs under Kings\n§Y*§! Patriarchs can grant divorces\n§Y*§! The Ecumenical Patriarch can grant the Invasion Casus Belli\n§Y*§! Patriarchs can Excommunicate Orthodox characters
title_noyan	Noyan	Miaphysite Christianity encompasses the Coptic Church and the Armenian Apostolic Church. Miaphysites stress that Christ had but a single nature, but of both human and divine character. This stance split them off from the main branch of Christianity after the council of Chalcedon in 451. Though not viewed as outright heretics by Orthodox and Catholic Christians, it is a fine distinction. The nominal head of the Miaphysite Church is the Pope of Alexandria. Defining features in-game:\n§Y*§! There is always a Pope of Alexandria, even if the city falls\n§Y*§! Multiple Patriarchs - the five Pentarchs and Autocephalous Patriarchs under Kings\n§Y*§! Patriarchs can grant divorces\n§Y*§! The Pope of Alexandria can grant the Invasion Casus Belli\n§Y*§! Patriarchs can Excommunicate Miaphysite characters
title_noyan_desc	This title was originally granted to Mongolian battlefield commanders, but as they were awarded conquered land to administrate, it came to represent a form of higher nobility.	Monophysitism is an early Christian heresy which states that Christ had but a single nature. This is the opposite of the Nestorian position where Christ has two separate natures - one divine and one human. Closely related to Miaphytism, Monophysites are regarded as a Miaphysite heresy in-game. The nominal head of the Monophysite Church is the Monophysite Pope of Alexandria. Defining features in-game:\n§Y*§! There is always a Pope of Alexandria, even if the city falls\n§Y*§! Multiple Patriarchs - the five Pentarchs and Autocephalous Patriarchs under Kings\n§Y*§! Patriarchs can grant divorces\n§Y*§! The Pope of Alexandria can grant the Invasion Casus Belli\n§Y*§! Patriarchs can Excommunicate Monophysite characters
title_baghatur	Baghatur	Monothelitism is a Christological doctrine that was declared heretical in 681. Monothelites attempted to develop the Miaphysite and Monophysite stance on the single nature of Christ by saying he had both a human and a divine nature but only a single will. The nominal head of the Monothelite Church is the Monothelite Patriarch of Antioch. Defining features in-game:\n§Y*§! There is always a Monothelite Patriarch, even if he has no land\n§Y*§! Multiple Patriarchs - the five Pentarchs and Autocephalous Patriarchs under Kings\n§Y*§! Patriarchs can grant divorces\n§Y*§! The Monothelite Patriarch can grant the Invasion Casus Belli\n§Y*§! Patriarchs can Excommunicate Monothelite characters
title_baghatur_desc	This honorific, which means hero or valiant warrior, is the rough equivalent of European knighthood. It is usually granted only to those who have truly distinguished themselves in battle.	Sunni Islam is by far the most widespread form of the religion. It is the more orthodox of the two main branches of Islam but the origin of the Sunni-Shia schism was largely political in nature. The Sunnis accepted the first Caliph, Abu Bakr, whereas the Shiites rejected him in favor of Ali. Sunni Muslims hold strictly to the Sunnah - the sayings and actions of Muhammad - as collected in the Hadiths, which form the basis for Sunni jurisprudence. The formal head of Sunni Islam is the (Sunni) Caliph. Defining features in-game:\n§Y*§! The Caliphate is held by a secular ruler, and can cease to exist.\n§Y*§! The Caliph can subjugate other Sunni rulers freely\n§Y*§! The Caliph can declare great Jihads\n§Y*§! Muslim rulers can - and are expected to have - multiple wives\n§Y*§! Mosque Holdings can be held by anyone without penalty\n§Y*§! Muslim dynasties grow decadent unless the men have enough land and win wars
title_lawspeaker	Lawspeaker	Zikri Islam is a Sunni heresy in-game. Zikris are the followers of the Imam Akhar Zaman Hazrat Syed Muhammad Jaunpuri (Imam Mehdi.) Defining features in-game:\n§Y*§! Muslim rulers can - and are expected to have - multiple wives\n§Y*§! Mosque Holdings can be held by anyone without penalty\n§Y*§! Muslim dynasties grow decadent unless the men have enough land and win wars
title_lawspeaker_desc	The Lawspeaker memorizes the law of the realm and serves as its highest judicator. Needless to say, this comes with a great amount of prestige and responsibility.	Shi'a is the short form of Shi'atul Ali, or the Party of Ali, which rejected the first Caliph Abu Bakr in favor of Ali. Shi'a Islam is the less orthodox of the two main branches of Islam and accepts the idea of intercession by dead Imams on behalf of the living. The formal head of Shi'a Islam is the (Shiite) Caliph. Defining features in-game:\n§Y*§! The Caliphate is held by a secular ruler, and can cease to exist.\n§Y*§! The Caliph can subjugate other Shiite rulers freely\n§Y*§! The Caliph can declare great Jihads\n§Y*§! Muslim rulers can - and are expected to have - multiple wives\n§Y*§! Mosque Holdings can be held by anyone without penalty\n§Y*§! Muslim dynasties grow decadent unless the men have enough land and win wars
title_drottseti	Dróttseti	Bektashism is a Sufi mystic order whose central tenet is the Wahdat-ul-Wujood - the single unified entity Allah-Muhammed-Ali. In the game it is regarded as a heresy. Defining features in-game:\n§Y*§! Muslim rulers can - and are expected to have - multiple wives\n§Y*§! Mosque Holdings can be held by anyone without penalty\n§Y*§! Muslim dynasties grow decadent unless the men have enough land and win wars
title_drottseti_desc	The Dróttseti serves as a steward of the realm in a function similar to a seneschal, and it is considered to be a very prestigious post.	The Druze religion originated in the Ismaili sect of Shi'a Islam, but has many features of gnosticism, neoplatonism in addition to the Abrahamic religions. Defining features in-game:\n§Y*§! Druze rulers can - and are expected to have - multiple wives\n§Y*§! Temple Holdings can be held by anyone without penalty\n§Y*§! Druze dynasties grow decadent unless the men have enough land and win wars
title_court_skald	Court Skald	The reformed Norse Pagan faith has a Holy Book written in runes with chapters on Creation, the gods, Ragnarok, and secret spells - 'galdrs'. The church has a standardized liturgy and a formal church hierarchy led by the Fylkir, who - much like an Islamic Caliph - is both a secular ruler and the religious leader of the faithful. Defining features in-game:\n§Y*§! Can perform coastal raids anywhere\n§Y*§! Fleets can navigate major rivers\n§Y*§! Rulers can Prepare Invasions\n§Y*§! The Fylkir can call Great Holy Wars
title_court_skald_desc	Skaldic poetry is a greatly respected art, and the Court Skald is regarded as the realm's foremost expert on verse and prose. The Skald is ultimately responsible for chronicling the ruler's deeds for posterity.	Norse heathenry is the last surviving branch of the ancient Germanic belief system. A pantheon of gods under the wise warrior god Odin rules all the branches of the worldtree, Yggdrasil. The other two main gods are Thor, friend to mankind, and Frey, god of fertility. Defining features in-game:\n§Y*§! Can perform coastal raids anywhere\n§Y*§! Fleets can navigate major rivers\n§Y*§! Rulers can Prepare Invasions\n§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Rulers lose Prestige if at peace for too long\n§Y*§! The Norse Pagan faith can be Reformed
title_marksman	Merkismaðr	The reformed Tengri faith has a Holy Book written in the Orkhon runic script, a standardized liturgy and a formal church hierarchy led by the High Priest of Tengri, who can be vassalized by secular rulers. Defining features in-game:\n§Y*§! There is always a High Priest, even if unlanded\n§Y*§! Can raid neighbors for loot\n§Y*§! The High Priest can call Great Holy Wars
title_marksman_desc	Literally meaning Marksman, the Merkismaðr has the honor of serving as the standard-bearer.	Tengrism is the religion of the steppe peoples of Eurasia, especially Turkish and Mongol nomads. The chief god is Tengri, the creator god who rules the skies. Shamanism and animism also feature prominently in the religion. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Rulers lose Prestige if at peace for too long\n§Y*§! The Tengri Pagan faith can be Reformed
title_hirdman	Hirdman	The reformed Baltic faith has a Holy Book with a creation myth, chapters on the gods and a book of prophesies. The church also has a standardized liturgy and a formal church hierarchy led by the High Priest of Dievs, who can be vassalized by secular rulers. Defining features in-game:\n§Y*§! There is always a High Priest, even if unlanded\n§Y*§! Can raid neighbors for loot\n§Y*§! The High Priest can call Great Holy Wars
title_hirdman_desc	The Hirdmen are seen as the ruler's trusted companions in arms, and the holders of this title command a great deal of respect.	Baltic paganism is polytheistic, with a pantheon of gods led by Dievs, god of the sky. Other main gods include Perkunas, god of thunder and lightning, very similar to the Germanic god Thor and the Slavic Perun. Other important deities include Saule, goddess of the sun and fertility, Daugava and Meness. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Defensive bonuses in Baltic Pagan counties\n§Y*§! The Baltic Pagan faith can be Reformed
title_shahrwaraz	Shahrwarãz	The reformed Finnish faith has a Holy Book with a creation myth, chapters on the gods and a book of spells and mysteries. The church also has a standardized liturgy and a formal church hierarchy led by the High Priest of Ukko, who can be vassalized by secular rulers. Defining features in-game:\n§Y*§! There is always a High Priest, even if unlanded\n§Y*§! Can raid neighbors for loot\n§Y*§! The High Priest can call Great Holy Wars
title_shahrwaraz_desc	The Shahrwarãz, the Boar of the Empire, is a prestigious honorary title dating back to the Sassanids. In Zoroastrianism, the boar is closely associated with the Izad Vahram, the epitome of victory. This honorific can only be bestowed upon those with exceptional martial ability.	Finnic paganism is diverse, varying a lot between tribes and regions. It is shamanistic and animist, revering a multitude of gods, including Ukko/Perkele, Kuu and, in the east, Mastor-Ava, goddess of the Earth. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Defensive bonuses in Finnish Pagan counties\n§Y*§! The Finnish Pagan faith can be Reformed
title_kardarigan	Kardarigan	The reformed Aztec religion has a proper Holy Book, a standardized liturgy and a formal church hierarchy led by a dedicated High Priest who can be vassalized by secular rulers. Defining features in-game:\n§Y*§! There is always a High Priest, even if unlanded.\n§Y*§! The High Priest can call Great Holy Wars
title_kardarigan_desc	This honorific means black hawk and was granted to several gifted Sassanid generals for their achievements on the field of battle. It can only be bestowed upon those with exceptional martial ability.	The Aztec religion features a creation myth centered on sacrifice - even gods were sacrificed to keep the sun moving. This is reflected in the many festivals and rituals of the religion, which feature human sacrifice on a massive scale. The chief gods are Huitzilopochtli, god of war and human sacrifice, Tlaloc, god of thunder and rain, Xiuhtecuhtli, god of fire, Xipe Totec, 'our Lord the Flayed One' and Quetzalcoatl, god of wisdom. Defining features in-game:§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Rulers lose Prestige if at peace for too long\n§Y*§! The Aztec faith can be Reformed
title_shahin	Shahin	The reformed Slavic faith has a Holy Book with a creation myth, chapters on the gods and a book of prophesies. The church also has a standardized liturgy and a formal church hierarchy led by the High Priest of Perun, who can be vassalized by secular rulers. Defining features in-game:\n§Y*§! There is always a High Priest, even if unlanded\n§Y*§! Can raid neighbors for loot\n§Y*§! The High Priest can call Great Holy Wars
title_shahin_desc	This honorific means falcon and was granted to several gifted Sassanid generals for their achievements on the field of battle. It can only be bestowed upon those with exceptional martial ability.	Slavic heathenry is polytheistic, the chief god being Perun, god of thunder and lightning, quite similar to the Germanic god Thor. Other important deities include Veles, god of the underworld, Svarog, Jarilo and Svantevit. In addition, many tribes revere local gods. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Defensive bonuses in Slavic Pagan counties\n§Y*§! The Slavic Pagan faith can be Reformed
title_pushtigban_salar	Pushtigban-salar	The reformed West African religion is a fusion of many popular beliefs, with a single Holy Book including a creation myth, chapters on the spirits, totem animal fables and gods. The church also has a standardized liturgy and a formal church hierarchy led by a High Priest (or Priestess), who can be vassalized by secular rulers. Defining features in-game:\n§Y*§! There is always a High Priest, even if unlanded\n§Y*§! The High Priest can call Great Holy Wars
title_pushtigban_salar_desc	The Pushtigban-salar is the appointed commander of the royal guard, and as such, commands a significant amount of respect.	West African religion is a blanket term for the diverse pagan beliefs of the tribes of Sub-Saharan West Africa. Ancestor worship, animism and totemistic shamanism dominate, but there also various pantheons of gods. Defining features in-game:\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Defensive bonuses in West African Pagan counties\n§Y*§! The West African Pagan faith can be Reformed
title_spahbod	Spahbod	Zoroastrians worship Ahura Mazda, the uncreated God, as proclaimed by the ancient Iranian prophet Zoroaster. It was the official religion of all Persian empires (except the Hellenic Seleucid Empire) until the Muslim conquest of the Sassanid Empire in 651. The ancient form of the religion involved great sacred hill top fires, the exposure of dead bodies to scavenger birds for cleansing, and religious close-kin marriages in imitation of Ahura Mazda and Zoroaster. Defining features in-game:\n§Y*§! Rulers can marry close kin to improve vassal opinions\n§Y*§! Can have a religious head (the Moabadan-Moabad) if the Persian Empire is retaken
title_spahbod_desc	This title, roughly meaning army chief, can be traced all the way back to the Achaemenid Empire, and during the Sassanid reign there were four Spahbods assigned to each corner of the Persian realm. It remains a prestigious military office.	Mazdak was a Zoroastrian priest who claimed to be a prophet of Ahura Mazda. He attempted to reform the religion with Gnostic elements, and advocated communal possessions and welfare programs. His teachings fell out of favor with the Shahanshah Kavadh I in 524, but pockets of there heresy survived in remote areas. This heresy has no formal head and no special game mechanics.
title_eran_ambaragbed	Eran Ambaragbed	Manichaeism is a Gnostic religion founded by the alleged prophet Mani who was put to death by the Sassanid Shahanshah Bahram I in 277. His 'Religion of Light' incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. In the game, Manichaeism is regarded as a Zoroastrian heresy. It has no formal head and no special game mechanics.
title_eran_ambaragbed_desc	As the minister of the magazines, it is the responsibility of the Eran Ambaragbed to see to the arms and armaments of the realm's warriors.	Cherbi
job_chancellor_zoroastrian_group	Astabadh	The Cherbi is the leader of the Kheshig, the imperial guard of the Mongol Empire. They are charged with the protection of the empire's most important nobility, and the position as their commander is a very prestigious one.
job_marshal_zoroastrian_group	Eran Spahbod	Darkhan
job_treasurer_zoroastrian_group	Darik-Pat	Darkhan is a prestigious Mongolian title bestowed by the Khan upon those who have served him exceptionally well. Genghis Khan awarded this title to those allies who aided him during his rise to power.
EVTDESC_TOG_4001	I trust you are in good health, [Root.GetTitledFirstName]. My name is Palnatoke, and I have taken it upon myself to create a brotherhood of warriors devoted to Thor and Odin. While sailing along the coast of Stettin, I discovered the perfect site to build our stronghold and I would ask your permission to settle this land.\n\nSigned,\n[From.GetTitledName]	Noyan
EVTOPTA_TOG_4001	By all means, build your castle.	This title was originally granted to Mongolian battlefield commanders, but as they were awarded conquered land to administrate, it came to represent a form of higher nobility.
EVTOPTC_TOG_4001	No, I want no troublemakers in my land.	Baghatur
EVTDESC_TOG_4002	The Vikings under Palnatoke have finished their stronghold in [Root.Location.GetName] and the warrior brotherhood have established it as their headquarters. Henceforth the new castle shall be known as Jomsborg.	This honorific, which means hero or valiant warrior, is the rough equivalent of European knighthood. It is usually granted only to those who have truly distinguished themselves in battle.
EVTOPTA_TOG_4002	So be it.	Lawspeaker
EVTNAME_TOG_4003	The Jomsvikings	The Lawspeaker memorizes the law of the realm and serves as its highest judicator. Needless to say, this comes with a great amount of prestige and responsibility.
