#CODE	ENGLISH
CONVERTING	CONVERTING
EVTDESC_TOG_7527_VELNIAS	Finally the monument is finished. It turned out just as you envisioned it, or perhaps even better. To celebrate its completion, a grand ceremony was held in Velnias' honor, and what a ceremony indeed! Tales of it will be told for as long as the monument stands watch over [Root.Capital.GetName].
EVTDESC_TOG_7527_LEMPO	Finally the monument is finished. It turned out just as you envisioned it, or perhaps even better. To celebrate its completion, a grand ceremony was held in Lempo's honor, and what a ceremony indeed! Tales of it will be told for as long as the monument stands watch over [Root.Capital.GetName].
EVTDESC_TOG_7527_VELES	Finally the monument is finished. It turned out just as you envisioned it, or perhaps even better. To celebrate its completion, a grand ceremony was held in Veles' honor, and what a ceremony indeed! Tales of it will be told for as long as the monument stands watch over [Root.Capital.GetName].
EVTDESC_TOG_7527_ORUNMILA	Finally the monument is finished. It turned out just as you envisioned it, or perhaps even better. To celebrate its completion, a grand ceremony was held in Orunmila's honor, and what a ceremony indeed! Tales of it will be told for as long as the monument stands watch over [Root.Capital.GetName].
EVTDESC_TOG_7527_MORANA	Finally the monument is finished. It turned out just as you envisioned it, or perhaps even better. To celebrate its completion, a grand ceremony was held in Morana's honor, and what a ceremony indeed! Tales of it will be told for as long as the monument stands watch over [Root.Capital.GetName].
EVTDESC_TOG_7527_PRESTIGE	Finally the monument is finished. It turned out just as you envisioned it, or perhaps even better. To celebrate its completion, a grand celebration was held for house [Root.GetOnlyDynastyName], and what a celebration indeed! Tales of it will be told for as long as the monument stands watch over [Root.Capital.GetName].
EVTOPTA_TOG_7527	Never has [Root.PrimaryTitle.GetName] seen such a display of greatness!
holy_monument	Holy Monument
holy_monument_desc	The holy monument which has been erected here brings piety to the province's ruler.
ancestral_monument	Ancestral Monument
ancestral_monument_desc	The ancestral monument which has been erected here brings prestige to the province's ruler.
seizing_the_day	Seizing the Day
seizing_the_day_desc	This character has decided to live their life to the fullest, enjoying the small things while laughing at Death.
savoring_the_end_days	Savoring the End Days
savoring_the_end_days_desc	This character refuses to feel guilty about secluding themselves from the disease and hardship plaguing their domain.
bright_eyed	Bright-Eyed
bright_eyed_desc	Where others see hardship, this character sees opportunity.
secluded_revelry	Secluded Revelry
secluded_revelry_desc	Through shrewd management and creative solutions this character has made confinement a lot more tolerable for their secluded court.
RIP_12070_TITLE	The Comforts of Confinement
EVTDESC_RIP_12070_A	Shutting the gates to [Root.Capital.Capital.GetName] and secluding ourselves from the epidemic outside was not an easy decision to make and praying to [Root.Religion.GetHighGodName] doesn't help your conscience much. However, worrying about our fellow men and women outside has lately turned into less of an issue than dealing with the droves of impatient subjects within our own castle walls. Work is dwindling as reports from the outside become more scarce, the cooking staff have lost their enthusiasm due to the rationing, and when our nobles are not complaining about being unable to visit their families, they are visibly bored. "If there is nothing else for us to do, we could at least enjoy each other's company?" [bored_courtier_target.GetTitledName] suggests. You contemplate [bored_courtier_target.GetHerHis] words. Perhaps there is nothing wrong with wanting to savor your last days on earth?
EVTDESC_RIP_12070_B	Shutting the gates to [Root.Capital.Capital.GetName] and secluding ourselves from the epidemic outside was not an easy decision to make and you often wonder how your people fare without you. However, worrying about our fellow men and women outside has lately turned into less of an issue than dealing with the droves of impatient subjects within our own castle walls. Work is dwindling as reports from the outside become more scarce, the cooking staff have lost their enthusiasm due to the rationing, and when our nobles are not complaining about being unable to visit their families, they are visibly bored. "If there is nothing else for us to do, we could at least enjoy each other's company?" [bored_courtier_target.GetTitledName] suggests. Perhaps there is nothing wrong with wanting to savor your last days on earth?
EVTDESC_RIP_12070_C	Shutting the gates to [Root.Capital.Capital.GetName] and secluding ourselves from the epidemic outside was the practical decision to make. Your conscience clean, there is on the other hand the newly arisen problem of dealing with the droves of impatient subjects now confined to our castle. Work is dwindling as reports from the outside become more scarce, the cooking staff have lost their enthusiasm due to the rationing, and when our nobles are not complaining about being unable to visit their families, they are unnervingly bored. "If there is nothing else for us to do, we could at least enjoy each other's company?" [bored_courtier_target.GetTitledName] suggests, as you are staring idly into your favorite wall. You cock your head at [bored_courtier_target.GetHerHim], scratching your chin.
EVTDESC_RIP_12070_D	Shutting the gates to [Root.Capital.Capital.GetName] and secluding ourselves from the epidemic outside was the reasonable choice to make. Even if you occasionally worry about your people on the outside, another problem has arisen lately in dealing with the droves of impatient subjects now confined to the castle. Work is dwindling as reports from the outside become more scarce, the cooking staff have lost their enthusiasm due to the rationing, and when our nobles are not complaining about being unable to visit their families, they are visibly bored. "If there is nothing else for us to do, we could at least enjoy each other's company?" [bored_courtier_target.GetTitledName] suggests.\nYou scratch your chin. One could suppose there is nothing wrong with wanting to savor your last days on earth...?
EVTDESC_RIP_12070_E	Shutting the gates to [Root.Capital.Capital.GetName] and secluding ourselves from the epidemic outside was not an easy decision to make. Watching your domain from your windows, you are reminded of the precarious situation. However, another issue has arisen lately in the matter of dealing with the droves of impatient subjects now confined to the castle. Work is dwindling as reports from the outside become more scarce, the cooking staff have lost their enthusiasm due to the rationing, and when our nobles are not complaining about being unable to visit their families, they are visibly bored. "If there is nothing else for us to do, we could at least enjoy each other's company?" [bored_courtier_target.GetTitledName] suggests.\nScratching your chin, you contemplate [bored_courtier_target.GetHerHis] words. If the end is coming, perhaps there is nothing wrong with wanting to savor your last days?
EVTOPTA_RIP_12070	[bored_courtier_target.GetSheHeCap] is right, we should try to enjoy ourselves.
EVTOPTA_RIP_12070_TT	You order §Y[bored_courtier_target.GetTitledName]§! to by any means find ways to increase the spirit of the castle.\n
EVTOPTB_RIP_12070	We should all make an effort to find comfort here in [Root.Capital.Capital.GetName].
EVTOPTB_RIP_12070_TT	You order §Y[bored_courtier_target.GetTitledName]§! to not go overboard with the arrangements.\n
EVTOPTC_RIP_12070	If I can't protect my people, the least I can do is not enjoy it.
EVTOPTC_RIP_12070_TT	You would rather be bored to death.\n
EVTOPTD_RIP_12070	I'm really not in the mood.
EVTOPTD_RIP_12070_TT	You would rather be bored to death.
EVTOPTE_RIP_12070	Can I invite my invisible friends, too?
EVTOPTE_RIP_12070_TT	You have been meaning to spend some quality time with them.\n§Y[bored_courtier_target.GetTitledName]§! takes this as a yes and begins preparing the castle for a more festive air.\n
EVTOPTF_RIP_12070	I had a dream about this. DEATH will consume us all!
EVTOPTF_RIP_12070_TT	You have seen the future and refuse to be fooled.\n§Y[bored_courtier_target.GetTitledName]§! runs along, half scared of you.\n
EVTDESC_RIP_12071_A	[bored_courtier_target.GetFirstName] has really spruced things up. Windows are polished, there are new drapes in place and the fine cutlery is now brought out for every meal. There is even a lute player around and I've given free access to our wine-cellars. Admittedly, it is easy to ignore the hardship going on outside our safe-haven of [Root.Capital.Capital.GetName].
EVTDESC_RIP_12071_B	[bored_courtier_target.GetFirstName] has really spruced things up! Windows are polished, there are new drapes in place and the fine cutlery is now brought out for every meal. There is even a lute player stalking me these days, but the voice in my head says he's alright. I'm starting to think my nightmares are just nightmares. [Root.Capital.Capital.GetName] is the safest place in the world.
EVTOPTA_RIP_12071	[bored_courtier_target.GetFirstName], perhaps you can do something about the lights?
EVTOPTA_RIP_12071_TT	You encourage §Y[bored_courtier_target.GetTitledName]§! and [bored_courtier_target.GetHerHis] staff in the lavish decorating of the castle. You continue the revelry.\n
EVTOPTB_RIP_12071	[bored_courtier_target.GetTitledName], you've made life in seclusion bearable.
EVTOPTB_RIP_12071_TT	You continue the revelry.\n
EVTOPTC_RIP_12071	This is starting to feel distasteful.
EVTOPTC_RIP_12071_TT	You call off the revelry.\n
EVTDESC_RIP_12074_A	In spite of being cooped up in the castle while death rages on outside, the spirit of [Root.Capital.Capital.GetName] has never seemed so alive. I'm having a jolly time socializing with my court, but strangely enough there seems to be more people here than before? I don't remember inviting that stranger with the mask.
EVTDESC_RIP_12074_B	The strange and long period of seclusion is over and much thanks to our recent efforts the general mood of [Root.Capital.Capital.GetName] has never been so great. Perhaps having survived disease through prolonged revelry does that you? However, there seems to be more people here than before. I don't remember inviting that stranger with the mask?
EVTDESC_RIP_12074_C	Seclusion schmeclusion. I'm having a blast! I never knew my invisible friends would get along so well with my courtiers. There's a new one though, I think. I don't remember inviting that stranger with the mask? I want one just like it!
EVTOPTA_RIP_12074	Who is [partying_stranger.GetSheHe]?
EVTOPTA_RIP_12074_TT	§Y[partying_stranger.GetFirstName]§! seems to be looking at you from behind [partying_stranger.GetHerHis] mask.\n
EVTOPTB_RIP_12074	Isn't there something off about [partying_stranger.GetHerHim]?
EVTOPTB_RIP_12074_TT	§Y[partying_stranger.GetFirstName]§! leaves the room.\n
EVTOPTC_RIP_12074	I might have to deal with that...
EVTDESC_RIP_12075_A	During yet another evening of wine-fueled relaxation I approach [bored_courtier_target.GetTitledName] just as a tall clock strikes the hour. The sound causes the lute player to halt and my courtiers to glance cautiously at each other. "Is that masked one a friend of yours?" I inquire. [bored_courtier_target.GetFirstName] shakes [bored_courtier_target.GetHerHis] head.
EVTDESC_RIP_12075_B	I'm in the middle of a staring contest with the masked stranger when I sneeze violently. The sound causes the lute player to halt and my courtiers to glance cautiously at each other. "D'you know where I can get a mask like that?" [bored_courtier_target.GetFirstName] shakes [bored_courtier_target.GetHerHis] head.
EVTOPTA_RIP_12075	I should just talk to [partying_stranger.GetHerHim], before this turns awkward.
EVTOPTA_RIP_12075_TT	You take a deep breath and decide that you will soon make time to approach the masked stranger in a casual manner.\n
EVTOPTB_RIP_12075	How dare a stranger sneak into our midst like this?!
EVTOPTB_RIP_12075_TT	You are outraged and decide that you'll have to approach the masked stranger with fierce determination.\n
EVTOPTC_RIP_12075	Wait...is that who I think it is?
EVTOPTC_RIP_12075_TT	There is something ethereal about the masked stranger and you think you know why.\n
EVTOPTD_RIP_12075	Actually, I think I recognize that figure...
EVTOPTD_RIP_12075_TT	There is something unnatural about the stranger and you feel a mild panic rising in your chest.\n
EVTOPTE_RIP_12075	[bored_courtier_target.GetFirstName], you're just NO help at all!
EVTOPTE_RIP_12075_TT	You will simply ask the darkly clad figure yourself.\n
EVTDESC_RIP_12076	[partying_stranger.GetTitledName] has apparently disappeared from court. I've had my men look for the masked stranger, but all that has been found is their mask. It apparently smelled wretchedly, so I can't blame the servant for burning it.
EVTOPTA_RIP_12076	I wonder who [partying_stranger.GetSheHe] was?
EVTOPTA_RIP_12076_TT	You can't put your finger on why, but you are relieved.\n
EVTDESC_RIP_12077	I make my way deeper into the hall where the mysterious [partying_stranger.GetManWoman] usually stands alone, a figure veiled in candlelight shadows. "Have we met?" I employ my most disarming smile - I wasn't made [Root.GetTitle] for naught! The stranger remains silent. That's when I notice the smell and I grow cold.
EVTOPTA_RIP_12077	Wait, are those... buboes on your skin?
RIP_12077_TT_good_outcome	Something strange happens.\n
RIP_12077_TT_bad_outcome	Something terrible happens.\n
EVTDESC_RIP_12078	"YOU!", I call one final evening, pointing at the masked figure. [partying_stranger.GetSheHeCap] is standing in the middle of a room, seemingly with an invisible aura repelling any company. As I get closer I understand why - the smell makes me convulse, but the [partying_stranger.GetManWoman] says nothing.
EVTOPTA_RIP_12078	Who... WHAT are you?
EVTOPTA_RIP_12078_TT	Something strange happens.\n
EVTDESC_RIP_12079_A	The stranger seems curious and then taken aback as I approach. [partying_stranger.GetSheHeCap] tilts [partying_stranger.GetHerHis] head at me, questioningly. "Death, I presume?". The darkly clad figure shrugs, expression unreadable under the mask. Then [partying_stranger.GetSheHe] lunges at me while my courtiers gasp in horror.
EVTDESC_RIP_12079_B	The stranger tilts [partying_stranger.GetHerHis] head at me as I approach. I attempt a reassuring smile. "You look like you could use a walk", I say, offering up my arm. Hesitantly, the darkly clad figure takes it. My heart pounding, I lead [partying_stranger.GetHerHim] away from my courtiers. [partying_stranger.GetHerHisCap] grip is cold as ice.
EVTDESC_RIP_12079_C	The stranger tilts [partying_stranger.GetHerHis] head at me as I approach. "That is a beautiful mask!" I call to [partying_stranger.GetHerHim]. As if by challenge, the stranger reaches up to [partying_stranger.GetHerHis] face and removes the mask, revealing a ghastly black hole where [partying_stranger.GetHerHis] face should be.
EVTOPTA_RIP_12079	Oh, this is not good.
EVTOPTB_RIP_12079	You, uhm, come here often?
EVTOPTB_RIP_12079_TT	The masked stranger remains quiet.\n
EVTOPTC_RIP_12079	Oh, you look just like in my vision!
EVTOPTC_RIP_12079_TT	The masked stranger remains still, but doesn't seem entirely satisfied with your reaction.\n
RIP_12080_TITLE	Behind the Mask of Death
EVTDESC_RIP_12080_A	"Watch out, my [Root.GetLordLady]!", [bored_courtier_target.GetFirstName] yells as the mysterious [partying_stranger.GetManWoman] reaches for you. The words ring out as you struggle to protest the motion of [partying_stranger.GetHerHis] hand and your companions gasp in horror when the blackened fingers of the creature seem to stretch into your chest itself. You throw your head back and scream as a sharp pain runs like lightning through your entire body. As you collapse to your knees you hear others screaming as well, an unholy mixture of outrage, sorrow and panic. With your last breaths you turn to see the people of your court falling to the floor as well, red light flooding the room.\n\nAnd then all was quiet.
EVTDESC_RIP_12080_B	"Watch out, my [Root.GetLordLady]!", [bored_courtier_target.GetFirstName] yells as the mysterious [partying_stranger.GetManWoman] reaches for you. The words ring out as you struggle to protest the motion of [partying_stranger.GetHerHis] hand and your companions gasp in horror when the blackened fingers of the creature seem to stretch into your chest itself. You throw your head back and scream as a sharp pain runs like lightning through your entire body. As you collapse to your knees you hear others screaming as well, an unholy mixture of outrage, sorrow and panic. With your last breaths you turn to see the people of your court falling to the floor as well, red light flooding the room.\n\nAnd then all was quiet.
EVTDESC_RIP_12080_C	The mysterious [partying_stranger.GetManWoman] dashes against your chest, with what you expect to be a hard push. You scream, mostly in surprise, as you realize that [partying_stranger.GetSheHe] has simply moved through you, leaving a cold sensation in your flesh. Behind you, chaos ensues as the figure moves with unnatural speed, running as a ghost through your court and its people. Black smoke trails faintly behind [partying_stranger.GetHerHim] and the screams are mingled with the sudden and loud striking of a clock, its echoes ringing in your ears as the shadowy creature turns to look at you one last time. "Seize [partying_stranger.GetHerHim]!" you yell, but no guards heed your call. As you are watching [partying_stranger.GetHerHim] the stranger becomes translucent. Before you know it, you're staring at the thin air.
EVTDESC_RIP_12080_D	Walking side by side with [partying_stranger.GetHerHim] you are stewing over your suspicions. Would Death [partying_stranger.GetHerselfHimself] really be so brass as to show up at your court? Has the Reaper nothing better to do? Surely this is just some plague-ridden spy! Yet [partying_stranger.GetHerHis] odor really is unnaturally repugnant...\nYour ruminations are interrupted by a low hiss - it hasn't taken the mysterious [partying_stranger.GetManWoman] long to figure out your plan. The ballroom trapdoor is quite visible, even if you are not Death [partying_stranger.GetHerselfHimself] and possessing, one could presume, some measure of superior senses. By your side, you feel the nails of the creature digging into your skin, which then begins to turn black, filling with buboes. You scream.
EVTDESC_RIP_12080_E	"Oh yeah, we've met before. We had tea?", you continue. Death shakes [partying_stranger.GetHerHis] head, black smoke twirling around [partying_stranger.GetHerHim]. Your courtiers, who have been shocked into silence, are beginning to frantically move about, looking to all at once exit the room. Stumbling over one another, Death creeps towards them, as if not really in a hurry. You notice that each person [partying_stranger.GetSheHe] brushes past gently collapses to the floor, before even having time to scream or call for help. "How dare you?!" you yell, outraged at the impudence. "Those are my guests!" [partying_stranger.GetSheHeCap] then turns to you, approaching quickly in a cloud of darkness.
EVTOPTA_RIP_12080	Aaarrgh...
EVTOPTA_RIP_12080_TT	Death gets what [partying_stranger.GetSheHe] came for and leaves your court.\n
EVTOPTB_RIP_12080	Aaarrgh...
EVTOPTB_RIP_12080_TT	Death gets what [partying_stranger.GetSheHe] came for and leaves your court.\n
EVTOPTC_RIP_12080	Nooo!
EVTOPTC_RIP_12080_TT	Death gets what [partying_stranger.GetSheHe] came for and leaves your court.\n
EVTOPTD_RIP_12080	No, please! I'm too young!!!
EVTOPTD_RIP_12080_TT	Your plan to trick Death fails. You die. Death leaves your court.\n
EVTOPTE_RIP_12080	Wait, no!!
EVTOPTE_RIP_12080_TT	You die. Death leaves your court.\n
RIP_12081_TITLE	Don't Fear the Reaper
EVTDESC_RIP_12081_A	"Watch out, my [Root.GetLordLady]!", [bored_courtier_target.GetFirstName] yells as the mysterious stranger reaches for you. You quickly duck out of [partying_stranger.GetHerHis] way, a motion accompanied by an appreciative gasp from your courtiers. The creature seems taken aback, but slowly spins towards you again. "Take this!" a guard bellows as a tall candelabra is thrown to you, candlelights ablaze. Hesitating for only a second, you decide to wield it as you would any fighting cane - you begin swinging the fiery weapon passionately in the direction of what you decide must be Death [partying_stranger.GetHerselfHimself]. "LEAVE this place!" you roar, ushering [partying_stranger.GetHerHim] away from the crowd. Then, in a sudden poof of black smoke, you find your opponent gone. The room grows quiet.
EVTDESC_RIP_12081_B	"Watch out, my [Root.GetLordLady]!", [bored_courtier_target.GetFirstName] yells as the mysterious stranger reaches for you. You quickly duck out of [partying_stranger.GetHerHis] way, a motion accompanied by an appreciative gasp from your courtiers. The creature seems taken aback, but slowly spins towards you again. "Take this!" a guard bellows as a tall candelabra is thrown to you, candlelights ablaze. Hesitating for only a second, you decide to wield it as you would any fighting cane - you begin swinging the fiery weapon passionately in the direction of what you decide must be Death [partying_stranger.GetHerselfHimself]. "LEAVE this place!" you roar, ushering [partying_stranger.GetHerHim] away from the crowd. Then, in a sudden poof of black smoke, you find your opponent gone. The room grows quiet.
EVTDESC_RIP_12081_C	The sensation of being run through by Death itself is not something that you could quite explain. As it happens you inhale sharply, expecting pain to shoot through your body, expecting your vision to blur, or at least your knees to give way. When nothing happens, the ghostly apparition of a [partying_stranger.GetManWoman] turns around, throwing [partying_stranger.GetHerHis] hands out in the air, seemingly confused.\n"I guess it doesn't work on me?" you offer, something apologetic in your voice.
EVTDESC_RIP_12081_D	Sweat begins to trickle down the side of your brow as you get closer to your goal. You realize that the ballroom trapdoor is clearly visible, if one knows what to look for. "So the weather we've been having lately, eh?", you blabber nervously. The masked figure by your side stiffens a little before exhaling deeply, causing a cold draft through the room and your hairs to stand on end. [partying_stranger.GetSheHeCap] answers in a hollow voice: "It's such a chore, this job, honestly. It's easier when you folks make war, reaping each oth-".\nThe words are cut short as you hit the switch on the wall, sending the creature falling to your basement. A small puff of black smoke lingers by your side and your courtiers begin to clap as you drag the carpet back over the trapdoor.
EVTDESC_RIP_12081_E	"Oh yeah, we've met before. We had tea?", you continue. Death shakes [partying_stranger.GetHerHis] head, black smoke twirling around [partying_stranger.GetHerHim]. Your courtiers, who have been shocked into silence, are beginning to frantically move about, looking to all at once exit the room. Stumbling over one another, Death creeps towards them, as if not really in a hurry. "Wait!" you yell. "Can't we make a deal? I hear you like that?" Your invisible friend Jarvis nods solemnly as you offer him up to Death in exchange for the lives of your courtiers. Death appears to throw [partying_stranger.GetHerHis] head back, as if in a hearty chuckle. People stare at you in awe as the darkness suddenly leaves the room. You'll miss Jarvis, but this is exactly what happened in your dream. He knew the stakes.
EVTOPTA_RIP_12081	That was close.
EVTOPTA_RIP_12081_TT	Death leaves your court.\n
EVTOPTB_RIP_12081	That was close.
EVTOPTB_RIP_12081_TT	Death leaves your court.\n
EVTOPTC_RIP_12081	Hey, it was weird for me too!
EVTOPTC_RIP_12081_TT	Outraged, Death leaves your court. 
EVTOPTD_RIP_12081	I really don't get to use these enough.
EVTOPTD_RIP_12081_TT	Unsure whether you are on their to-do-list or not, it would seem that Death leaves your court for now.\n
EVTOPTE_RIP_12081	I guess we'll meet again...
EVTOPTE_RIP_12081_TT	Having struck a deal with Death, it would seem that [partying_stranger.GetSheHe] leaves your court for now.\n
shaddai	Kanai
shaddai_desc	Kanai is a term for a zealot or fanatic. They fight for the Jewish faith.
gondi_shahansha	Gond-i Shahanshah
gondi_shahansha_desc	Taking their name from the elite 'Army of the Shahanshah', members of the Gond-i Shahanshah are the foremost fighters of the Zoroastrian faith.
IMMORTAL_RIVAL_COMING_TOOLTIP	How ominous.
immortal_hunter_tooltip	You are, or you believe yourself to be, a great hunter and trainer of unusual creatures. Creatures which get hungry... 
nick_the_loyal	the Loyal
