#CODE	ENGLISH	ENGLISH
EVTOPTA72007	You must perform at my feast!	That's preposterous and I told [From.GetHerHim] that!
EVTOPTA30058	My wife [Root.Spouse.GetFirstName] is right, I should pursue the title!	[This.GetSheHeCap] will hear what [Root.GetTitledFirstName] thinks about this!
REVOKE_TITLE_INTERACTION_DECLINE_SETUP	Title Revocation Refused	No matter what I told [From.GetTitledFirstName], [From.GetSheHe] wouldn't listen and refused to accept kindness as a virtue, not a weakness.
REVOKE_TITLE_INTERACTION_DECLINE_LOG	§Y[Recipient.GetBestName]§W refused the revocation of §Y[ThirdPartyTitle.GetFullName]§W, requested by §Y[Actor.GetBestName]§W	That's... unfortunate
#ct_university_1	Small University	I should try falconry instead
ct_university_1	University	I'll try hunting instead
ct_university_2	University	I'll have a look at that poetry book instead
ct_university_3	University	Poetry is safer, let's try that instead
#ct_university_3	Large University	Las Pedroñeras
tp_school_1	Monastic School	Ucles
tp_school_2	Cathedral School	Sisante
EVTDESC1000	A pretty wench is throwing herself at you.	You must perform at my feast!
EVTOPTA1000	I can't resist her.	My wife [Root.Spouse.GetFirstName] is right, I should pursue the title!
EVTOPTB1000	Mind over body, mind over body...	Title Revocation Refused
EVTDESC1001	The cook has prepared a fine meal, but the priest preached about temperance...	§Y[Recipient.GetBestName]§W refused the revocation of §Y[ThirdPartyTitle.GetFullName]§W, requested by §Y[Actor.GetBestName]§W
EVTOPTA1001	I try to eat modestly but the food is too good!	Small University
EVTOPTB1001	I satisfy my hunger with bread and water	University
EVTDESC1003	After giving my advice on a delicate matter, the courtier asked me to accept a small gift of gold as thanks for my help	University
EVTOPTA1003	I accept the gift reluctantly	University
EVTOPTB1003	Wasn't my advice worth more than a couple pennies?	Large University
EVTDESC1004	Work can be tedious and when one problem is solved another one pops up. I tire of having to complete the same tasks over and over again.	Monastic School
EVTOPTA1004	Let someone else do this!	Cathedral School
EVTOPTB1004	I can rest in Heaven	A pretty wench is throwing herself at you.
EVTDESC1005	Her hair is always perfect, men love her charm and looks but she is also intelligent and well-spoken. She has been blessed with beauty, intelligence and success in all things.	I can't resist her
EVTOPTA1005	Why was [Root.GetSheHe] blessed and not I?	Mind over body, mind over body...
EVTOPTB1005	It's hard not to envy her, but I am perfect as I am	The cook has prepared a fine meal, but the priest preached about temperance...
EVTDESC1006	It feels like everyone is trying to trump me! My huntsman killed more prey than I, my councillors found a better solution to the rebellious peasants than mine and I started to feel that everyone was better than me, no matter what.	I try to eat modestly but the food is too good!
EVTOPTA1006	If they are better than me, then I have to accept that	I satisfy my hunger with bread and water
EVTOPTB1006	I envy them all!	After giving my advice on a delicate matter, the courtier asked me to accept a small gift of gold as thanks for my help
EVTDESC1007	I don't think it was meant to hurt me, but the criticism still stung harder than it should have.	I accept the gift reluctantly
EVTOPTA1007	An eye for an eye!	Wasn't my advice worth more than a couple pennies?
EVTOPTB1007	I'll turn the other cheek	Work can be tedious and when one problem is solved another one pops up. I tire of having to complete the same tasks over and over again.
EVTDESC1008	I took a good look at myself and thought about my weaknesses and strengths. After many hours of soul-searching, I realized:	Let someone else do this!
EVTOPTA1008	I have nothing to be ashamed of!	I can rest in Heaven
EVTOPTB1008	I have many strengths, but more weaknesses	Her hair is always perfect, men love her charm and looks but she is also intelligent and well-spoken. She has been blessed with beauty, intelligence and success in all things.
EVTDESC1009	It was one of those situations where you didn't want to tell the truth in case it would hurt the person, but in the same time, honesty is a virtue...	Why was [Root.GetSheHe] blessed and not I?
EVTOPTA1009	Lie and don't hurt anyone	It's hard not to envy her, but I am perfect as I am
EVTOPTB1009	Be honest and tell it as it is	It feels like everyone is trying to trump me! My huntsman killed more prey than I, my councillors found a better solution to the rebellious peasants than mine and I started to feel that everyone was better than me, no matter what.
#EVTDESC1010	The situation became even more intimidating with an outcome that could mean life or death. I swallowed hard and chose to...	If they are better than me, then I have to accept that
EVTOPTA1010	Run awaaaayyy!	I envy them all!
EVTOPTB1010	Stay put and fight!	I don't think it was meant to hurt me, but the criticism still stung harder than it should have.
EVTDESC1011	It started as an uneasiness around guests and strangers, then evolved into awkwardness and a strong feeling of discomfort.	An eye for an eye!
EVTOPTA1011	I don't want to meet any new people	I'll turn the other cheek
EVTOPTB1011	I'll just have to try to be more gregarious	I took a good look at myself and thought about my weaknesses and strengths. After many hours of soul-searching, I realized:
EVTDESC1012	I could strive to become better, or I can be satisfied with who I am and what I have.	I have nothing to be ashamed of!
EVTOPTA1012	I will never be satisfied!	I have many strengths, but more weaknesses
EVTOPTB1012	I am content	It was one of those situations where you didn't want to tell the truth in case it would hurt the person, but in the same time, honesty is a virtue...
EVTDESC1013	If my opinion ruled, the world would be a more chaotic but fun place. If I keep following the laws, the world would have less chaos but also be less fun.	Lie and don't hurt anyone
EVTOPTA1013	Let my rule begin!	Be honest and tell it as it is
EVTOPTB1013	Justice should always prevail!	The situation became even more intimidating with an outcome that could mean life or death. I swallowed hard and chose to...
EVTDESC1014	If there is a God, why is the world filled with hardships, grief and heretics?	Run awaaaayyy!
EVTOPTA1014	God has a plan for everything and everyone	Stay put and fight!
EVTOPTB1014	God is as clueless as I am	It started as an uneasiness around guests and strangers, then evolved into awkwardness and a strong feeling of discomfort.
EVTDESC1015	The court is filled with young, beautiful men and the attention they give me is making it hard for me to refuse them. Who wouldn't want one of them in their bed?	I don't want to meet any new people
EVTOPTA1015	Give in, have some fun!	I'll just have to try to be more gregarious
EVTOPTB1015	A woman should suppress her worldly urges	I could strive to become better, or I can be satisfied with who I am and what I have.
EVTDESC1016	Lately I have become afraid that someone might want to hurt me. I am thinking about hiring a, no, two food-tasters and... maybe a bodyguard would be a good idea?	I will never be satisfied!
EVTOPTA1016	Food-tasters, bodyguards, anything that can save me!	I am content
EVTOPTB1016	I won't let fear rule my life!	If my opinion ruled, the world would be a more chaotic but fun place. If I keep following the laws, the world would have less chaos but also be less fun.
EVTDESC1017	After I had made another courtier cry, the third one in a short week, I felt a bit embarrassed. Is this really who I am, a cruel [Root.GetManWoman] who likes to hurt people?	Let my rule begin!
EVTOPTA1017	Who am I kidding? I love this!	Justice should always prevail!
EVTOPTB1017	Oh [Root.Religion.GetRandomGodName], what have I done? Forgive me, please!	If there is a God, why is the world filled with hardships, grief and heretics?
EVTDESC1018	Men have never interested me, and my awkward attempts to find out if another woman feels like I do has always ended with insulted or apprehensive looks. But today, a woman tried to seduce me!	God has a plan for everything and everyone
EVTOPTA1018	...and she's irresistible!	God is as clueless as I am
EVTOPTB1018	As tempting as it is, I really shouldn't	The court is filled with young, beautiful men and the attention they give me is making it hard for me to refuse them. Who wouldn't want one of them in their bed?
EVTDESC1019	I realized when I was rather young that I would never find a woman attractive. The comfort and love I saw couples share felt out of my reach, until I met a man who felt as I did...	Give in, have some fun!
EVTOPTA1019	...and he's irresistible!	A woman should suppress her worldly urges
EVTOPTB1019	I cannot give in to these feelings!	Lately I have become afraid that someone might want to hurt me. I am thinking about hiring a, no, two food-tasters and... maybe a bodyguard would be a good idea?
ALL_TROOPS	troops	Food-tasters, bodyguards, anything that can save me!
RELATIVETROOP_LESS_THAN	Flank has less than §Y$PERCENT$% $TROOP$§! relative to$ENEMY$§Y$MAXTROOP$§!	I won't let fear rule my life!
RELATIVETROOP_AT_LEAST	Flank has at least §Y$PERCENT$% $TROOP$§! relative to$ENEMY$§Y$MAXTROOP$§!	After I had made another courtier cry, the third one in a short week, I felt a bit embarrassed. Is this really who I am, a cruel [Root.GetManWoman] who likes to hurt people?
despise_drunkard	Despise drunkard	Who am I kidding? I love this!
opinion_denied_advice	Denied advice	Oh [Root.Religion.GetRandomGodName], what have I done? Forgive me, please!
opinion_satisfied	Satisfied	Men have never interested me, and my awkward attempts to find out if another woman feels like I do has always ended with insulted or apprehensive looks. But today, a woman tried to seduce me!
opinion_glad	Glad	...and she's irresistible!
opinion_bragger	Bragger	As tempting as it is, I really shouldn't
opinion_disapprove	Disapprove	I realized when I was rather young that I would never find a woman attractive. The comfort and love I saw couples share felt out of my reach, until I met a man who felt as I did...
opinion_refused_council	Refused Council	...and he's irresistible!
dynastic_refused_claim	Refused Claim	I cannot give in to these feelings!
dynastic_refused_war	Refused War	troops
opinion_denied_marriage	Denied Marriage	Flank has less than §Y$PERCENT$% $TROOP$§! relative to$ENEMY$§Y$MAXTROOP$§!
opinion_sent_to_church	Sent to church	Flank has at least §Y$PERCENT$% $TROOP$§! relative to$ENEMY$§Y$MAXTROOP$§!
opinion_not_participating_in_crusade_bishop	Not Participating in Crusade	Despise drunkard
opinion_not_participating_in_crusade_vassal	Not Participating in Crusade	Denied advice
EVTDESC80054	The peasant rebels of [From.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!	Satisfied
EVTOPTA80054	Damn these peasants!	Glad
EVTDESC80055	The people in [From.GetName] will no longer let themselves be ruled by someone of another religion! The peasant rebels controlling the county have defected and sworn allegiance to [From.County.Holder.GetTitledName]!	Bragger
EVTDESC80056	Feeling estranged due to cultural differences in [FromFrom.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!	Disapprove
#EVTDESC80057	Feeling little loyalty to the far off ruler of [FromFrom.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!	Refused Council
EVTDESC80060	The people in [Root.GetName] will no longer let themselves be ruled by someone of another religion! The peasant rebels controlling the county have defected and sworn allegiance to another ruler!	Refused Claim
#EVTOPTA80060	Outrages!	Refused War
EVTDESC80061	Feeling estranged due to cultural differences in [Root.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!	Denied Marriage
#EVTDESC80062	Feeling little loyalty to the far off ruler of [Root.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!	Sent to church
EVTDESC80058	Tired of their old ruler, the peasant rebels of [Root.GetName] have defected and sworn allegiance to me!	Not Participating in Crusade
EVTOPTA80058	Excellent! Or is it...?	Not Participating in Crusade
EVTDESC2100	My [GetFromRelation] [From.GetTitledFirstName] is turning into an arrogant little braggart. I might have to rein [From.GetHerHim] in a bit.	The peasant rebels of [From.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!
EVTOPTA2100	No, [From.GetSheHe] has reason to be proud	Damn these peasants!
EVTOPTB2100	That will be cured by the birch.	The people in [From.GetName] will no longer let themselves be ruled by someone of another religion! The peasant rebels controlling the province have defected and sworn allegiance to [From.County.Holder.GetTitledName]!
EVTOPTC2100	Tell [From.GetHerHim], 'Pride goeth before fall'	Feeling estranged due to cultural differences in [FromFrom.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!
#EVTOPTD2100	] will cure [From.GetHerHim] of [From.GetHerHis] sin!	Feeling little loyalty to the far off ruler of [FromFrom.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!
EVTOPTB2060	Beat some respect into [From.GetHerHim]!	The people in [Root.GetName] will no longer let themselves be ruled by someone of another religion! The peasant rebels controlling the province have defected and sworn allegiance to another ruler!
EVTOPTC2060	Talk to [From.GetHerHim] about kindness	Outrages!
EVTDESC3436	It was a rather trivial matter that I wanted [From.GetTitledFirstName] to solve, an argument between a lowly farmer and myself. The farmer claimed I should pay for the damage caused to his house by my cow.	Feeling estranged due to cultural differences in [Root.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!
REBELS_SPAWNED_SETUP	Rebels appeared in a county	Feeling little loyalty to the far off ruler of [Root.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!
REBELS_SPAWNED_LOG	The peasants have revolted in $PROV$	Tired of their old ruler, the peasant rebels of [Root.GetName] have defected and sworn allegiance to me!
EVTNAME62000	Successful Sally by the Defender	Excellent! Or is it...?
EVTNAME62001	Successful Sally by the Defender	My [GetFromRelation] [From.GetTitledFirstName] is turning into an arrogant little braggart. I might have to rein [From.GetHerHim] in a bit.
EVTNAME62002	Failed Sally by the Defender	No, [From.GetSheHe] has reason to be proud
EVTNAME62003	Failed Sally by the Defender	That will be cured by the birch.
EVTNAME62004	Intrigue Slows down Siege	Tell [From.GetHerHim], 'Pride goeth before fall'
EVTNAME62005	Intrigue Advances Siege	] will cure [From.GetHerHim] of [From.GetHerHis] sin!
EVTNAME62006	Disease strikes the Besieging Army	Beat some respect into [From.GetHerHim]!
EVTNAME62007	Hunger Strikes the Fastness under Siege	Talk to [From.GetHerHim] about kindness
EVTNAME62008	Food smuggled in lengthens the Siege	It was a rather trivial matter that I wanted [From.GetTitledFirstName] to solve, an argument between a lowly farmer and myself. The farmer claimed I should pay for the damage caused to his house by my cow.
EVTNAME62009	Raiders hit the camp	Rebels appeared in a province
EVTNAME62010	Tuscan Raiders	The peasants have revolted in $PROV$
#EVTNAME62011	Miracle saves us from the Pagan menace	Successful Sally by the Defender
#EVTNAME62012	Miracle saves us from the Muslim menace	Successful Sally by the Defender
#EVTNAME62013	Miracle saves us from the Christian menace	Failed Sally by the Defender
EVTNAME62014	I lead Assault	Failed Sally by the Defender
EVTNAME62015	I need to decide if I should lead the assault	Intrigue Slows down Siege
#TECH_DEM_INC_K_E	§G+$AMOUNT$§! demesne size for Kings & Emperors	Intrigue Advances Siege
#TECH_DEM_INC_D	§G+$AMOUNT$§! demesne size for Dukes	Disease strikes the Besieging Army
#TECH_DEM_INC_C	§G+$AMOUNT$§! demesne size for Counts	Hunger Strikes the Fastness under Siege
#TECH_DEM_INC_B	§G+$AMOUNT$§! demesne size for Barons	Food smuggled in lengthens the Siege
STAT_WEALTH_DESC	This is your personal wealth.	Raiders hit the camp
LEDGER_FORTLEVEL	Fortlevel	Tuscan Raiders
LEDGER_PROVINCE_MAXSETTLEMENTS	Max	Miracle saves us from the Pagan menace
LEDGER_OPINION	Opinion	Miracle saves us from the Muslim menace
#LEDGER_TOME	Payed To Me	Miracle saves us from the Christian menace
LEDGER_TOTALTAX	Total Tax	I lead Assault
LEDGER_CHARACTER_DEMSIZE	Demesne Size	I need to decide if I should lead the assault
LEDGER_POSSIBLE_INHERITANCES	Possible Inheritances	§G+$AMOUNT$§! demesne size for Kings & Emperors
LEDGER_OUR_TITLES	Our Titles	§G+$AMOUNT$§! demesne size for Dukes
LEDGER_CURRENT_HOLDER	Current Holder	§G+$AMOUNT$§! demesne size for Counts
LEDGER_OUR_POSITION	Our Position	§G+$AMOUNT$§! demesne size for Barons
LEDGER_CURRENT_HEIR	Heir	This is your personal wealth
LEDGER_CLAIMANTS	Claimants	Fortlevel
UPGRADING	Upgrading	Max
EVTDESC38295	I no longer find it hard or awkward to talk to people. I have lost the §YShy§! trait.	Opinion
EVTDESC38296	I no longer fear the world, I embrace it and feel safe. I have lost the §YCraven§! trait.	Payed To Me
EVTDESC78000	A ward of mine complained and called my court inferior, at least in comparison to the child's father's court.	Total Tax
EVTOPTA78000	Try to improve your court to impress the child	Demesne Size
EVTOPTB78000	For a simple [Root.GetTitle], my court is nothing to be ashamed of!	Possible Inheritances
EVTOPTC78000	Have the child sweep the stables	Our Titles
EVTOPTD78000	Birch the child	Current Holder
EVTDESC78005	To be a ward in [Root.Guardian.GetTitledFirstName]'s court is improving my stature. I had no idea how different a [Root.Father.GetTitle]'s court and a [Root.Guardian.GetTitle]'s court could be!	Our Position
EVTOPTA78005	What else can I learn?	Heir
EVTTOOLTIP78006	s child [Root.GetFirstName] is thriving under [Root.Guardian.GetTitledFirstName]'s care	Claimants
EVTDESC78006	My [GetFromRelation] [From.GetFirstName] told me how much [From.GetSheHe] enjoyed being in the court of [From.Guardian.GetTitledFirstName] and how [From.GetHerHis] stature had improved!	Upgrading
EVTOPTA78006	I'm proud of you, [From.GetFirstName]!	I no longer find it hard or awkward to talk to people. I have lost the Shy trait.
EVTDESC78010	My child was lured into stealing cookies and smearing jam all over the kitchen by one of my wards! The cook gave them a hearty scolding and then sent them to me, both still smeared with jam and covered in cookie crumbs.	I no longer fear the world, I embrace it and feel safe. I have lost the Craven trait.
EVTOPTA78010	Punish the fosterling, forgive my child	A ward of mine complained and called my court inferior, at least in comparison to the child's father's court.
EVTOPTB78010	You will both clean the stables for a whole week!	Try to improve your court to impress the child
EVTOPTC78010	I forgive you, but promise me this won't happen again!	For a simple [Root.GetTitle], my court is nothing to be ashamed of!
EVTOPTD78010	Punish my own child for being so impressionable!	Have the child sweep the stables
EVTDESC78015	I have seen the looks on my wife [Root.Spouse.GetFirstName]'s face every time she looks at my ward. The longing on her face tells me she wants to have children of her own, and I'll gladly help her with that.	Birch the child
EVTOPTA78015	Shall we try some more?	To be a ward in [Root.Guardian.GetTitledFirstName]'s court is improving my stature. I had no idea how different a [Root.Father.GetTitle]'s court and a [Root.Guardian.GetTitle]'s court could be!
#EVTDESC78020	My ward came running for me, tears streaming down its face and snot creeping towards its mouth.\n'[Root.GetFirstName], please help me! The other children are not nice to me!'	What else can I learn?
EVTOPTA78020	Why should I care?	s child [Root.GetFirstName] is thriving under [Root.Guardian.GetTitledFirstName]'s care
EVTOPTB78020	You will grow strong from that	My [GetFromRelation] [From.GetFirstName] told me how much [From.GetSheHe] enjoyed being in the court of [From.Guardian.GetTitledFirstName] and how [From.GetHerHis] stature had improved!
#EVTOPTC78020	I'll punish the main bully, don't you worry	I'm proud of you, [From.GetFirstName]!
EVTDESC78025	A foreign court can teach a child all kinds of important lessons, everything from respecting to understanding and even adapting to other people's traditions and culture. My ward has learnt several important lessons of life in my court, as foreign as it may be from its father's court.	My child was lured into stealing cookies and smearing jam all over the kitchen by one of my wards! The cook gave them a hearty scolding and then sent them to me, both still smeared with jam and covered in cookie crumbs.
EVTOPTA78025	Its father will be pleased	Punish the fosterling, forgive my child
EVTTOOLTIP78026	s child is thriving under [Root.GetTitledFirstName]'s care	You will both clean the stables for a whole week!
EVTDESC78026	I knew I had made a good decision when I sent my child to [From.GetTitledFirstName]'s court. The life lessons learnt from a foreign court is worth its weight in gold and my child have learnt to respect and understand other people's traditions and culture.	I forgive you, but promise me this won't happen again!
EVTOPTA78026	Good, good	Punish my own child for being so impressionable!
EVTDESC78030	No matter how many questions I ask, [Root.Guardian.GetTitledFirstName] always has an answer and is ever so patient with me! Our relationship has grown and I feel as if I have formed a strong mentor-relationship with [Root.Guardian.GetTitledFirstName].	I have seen the looks on my wife [Root.Spouse.GetFirstName]'s face every time she looks at my ward. The longing on her face tells me she wants to have children of her own, and I'll gladly help her with that.
EVTOPTA78030	This will be good to me	Shall we try some more?
EVTTOOLTIP78031	has formed a strong relationship with [This.GetHerHis] ward [Root.GetTitledFirstName]	My ward came running for me, tears streaming down its face and snot creeping towards its mouth.\n'[Root.GetFirstName], please help me! The other children are not nice to me!'
EVTOPTB78030	I can handle things on my own	Why should I care?
EVTDESC78031	My ward [From.GetFirstName] is inquisitive and asks so many questions it is hard to answer them all. I try my best and for every answer I give, [From.GetFirstName] seems to like me even more.	You will grow strong from that
EVTOPTA78031	I think we have become friends!	I'll punish the main bully, don't you worry
EVTDESC20353	My liege [From.GetTitledFirstName] seems to have lost interest in this noble and wants me to forget the whole thing.	A foreign court can teach a child all kinds of important lessons to a child, everything from respecting to understanding and even adapting to other people's traditions and culture. My ward has learnt several important lessons of life in my court, as foreign as it may be from its father's court.
EVTOPTA20353	As [From.GetSheHe] wish.	Its father will be pleased
EVTDESC2020	I watched my [GetFromRelation] [From.GetFirstName] at play with another child yesterday and noticed that [From.GetSheHe] didn't want to share [From.GetHerHis] toys.	s child is thriving under [Root.GetTitledFirstName]'s care
EVTOPTA2020	This is how children learn thrift!	I knew I had made a good decision when I sent my child to [From.GetTitledFirstName]'s court. The life lessons learnt from a foreign court is worth its weight in gold and my child have learnt to respect and understand other people's traditions and culture.
EVTOPTB2020	[From.GetSheHeCap] needs the birch!	Good, good
EVTOPTC2020	[From.GetSheHeCap] needs a lecture on charity!	No matter how many questions I ask, [Root.Guardian.GetTitledFirstName] always has an answer and is ever so patient with me! Our relationship has grown and I feel as if I have formed a strong mentor-relationship with [Root.Guardian.GetTitledFirstName].
#EVTOPTD2020	] will save [From.GetHerHim] from Hell!!!	This will be good to me
opinion_hatred	Hatred	has formed a strong relationship with [This.GetHerHis] ward [Root.GetTitledFirstName]
EVTDESC3320	I knew there was a huge bear somewhere near the caves in [Root.Location.GetName] and a courtier of mine had insisted to come along when my men and I went hunting for the bear.	I can handle things on my own
EVTDESC20361	It seems [From.GetTitledName] does not care if I spread the rumor or not. I think [From.GetSheHe] will regret [From.GetHerHis] choice.	My ward [From.GetFirstName] is inquisitive and asks so many questions it is hard to answer them all. I try my best and for every answer I give, [From.GetFirstName] seems to like me even more.
EVTDESC20372	My liege seems to have lost interest in this noble and wants me to forget the whole thing.	I think we have become friends!
EVTOPTA20372	As [From.GetSheHe] wish	My liege [From.GetTitledFirstName] seems to have lost interest in this noble and wants me to forget the whole thing.
EVTOPTD36000	It would look really good above my fireplace	As [From.GetSheHe] wish.
mercy_to_sinners	Mercy to Sinners	I watched my [GetFromRelation] [From.GetFirstName] at play with another child yesterday and noticed that [From.GetSheHe] didn't want to share [From.GetHerHis] toys.
b_augsburg	Augsburg	This is how children learn thrift!
opinion_stubborn	Stubborn	[From.GetSheHeCap] needs the birch!
opinion_lost_respect	Lost Respect	[From.GetSheHeCap] needs a lecture on charity!
opinion_gained_respect	Gained Respect	] will save [From.GetHerHim] from Hell!!!
EVTDESC3710	It hasn't escaped me that a vassal of mine does not like nor support me. My decisions are scoffed at, my suggestions ignored and the vassal takes any chance to show how little I matter.	Hatred
EVTOPTA3710	I'll charm the vassal with my brilliant wits!	I knew there was a huge bear somewhere near the caves in [Root.Location.GetName] and a courtier of mine had insisted to come along when my men and I went hunting for the bear.
EVTTOOLTIP3711	is approached by [Root.GetTitledFirstName] in an effort from [Root.GetHerHim] to settle their differences	It seems [From.GetTitledName] does not care if I spread the rumor or not. I think [From.GetSheHe] will regret [From.GetHerHis] choice.
EVTOPTB3710	Too bad for the vassal I'm the one who rules here!	My liege seems to have lost interest in this noble and wants me to forget the whole thing.
EVTDESC3711	I had done my best to show [From.GetTitledFirstName] that I do not like nor want to support [From.GetHerHim]. Finally, [From.GetTitledFirstName] realized this and talked to me about my problem with [From.GetHerHim], trying to win my support.	As [From.GetSheHe] wish
EVTOPTA3711	I don't change my mind that easily!	It would look really good above my fireplace
EVTTOOLTIPA3712	is told [Root.GetTitledFirstName] will not support [This.GetHerHim]	Mercy to Sinners
EVTOPTB3711	I relent, you have my support!	Augsburg
EVTTOOLTIPB3712	is told [Root.GetTitledFirstName] will support [This.GetHerHim]	Stubborn
EVTDESC3712	We talked and talked, [From.GetTitledFirstName] and I, trying to resolve our issues with each other. I thought I had gotten through to [From.GetHerHim] and [From.GetSheHe] told me...	Lost Respect
EVTOPTA3712	...that I will never have [From.GetHerHis] support	Gained Respect
EVTOPTB3712	...that [From.GetSheHe] will support me!	It hasn't escaped me that a vassal of mine does not like nor support me. My decisions are scoffed at, my suggestions ignored and the vassal takes any chance to show how little I matter.
EVTDESC3715	My child is not gregarious like me, whenever I see someone I don't know I always take the chance to talk to them but my child is shy and would rather hide or disappear through the ground when someone tries to strike up a conversation.	I'll charm the vassal with my brilliant wits!
EVTOPTA3715	Show my child how great it is to talk to people!	is approached by [Root.GetTitledFirstName] in an effort from [Root.GetHerHim] to settle their differences
EVTOPTB3715	The world is a dangerous place and my child knows it	Too bad for the vassal I'm the one who rules here!
EVTOPTC3715	I'll leave my shy child alone	I had done my best to show [From.GetTitledFirstName] that I do not like nor want to support [From.GetHerHim]. Finally, [From.GetTitledFirstName] realized this and talked to me about my problem with [From.GetHerHim], trying to win my support.
EVTDESC3720	I don't usually like gossip but I couldn't help agree with the gossiper. That proud courtier sure needs to get a grip on reality!	I don't change my mind that easily!
EVTOPTA3720	I'll talk to the courtier about the gossip	is told [Root.GetTitledFirstName] will not support [This.GetHerHim]
EVTTOOLTIP3721	[Root.GetTitledFirstName] talks to [This.GetTitledFirstName] about the sin of pride	I relent, you have my support!
EVTOPTB3720	I don't want to upset anyone, I'll keep quiet	is told [Root.GetTitledFirstName] will support [This.GetHerHim]
EVTOPTC3720	It is not nice to talk about people behind their back!	We talked and talked, [From.GetTitledFirstName] and I, trying to resolve our issues with each other. I thought I had gotten through to [From.GetHerHim] and [From.GetSheHe] told me...
EVTDESC3721	People are gossiping about you and your pride,' [From.GetTitledFirstName] told me and then continued talking about 'the sin of pride' and how I should 'mend my ways'...	...that I will never have [From.GetHerHis] support
EVTOPTA3721	I don't know what you are talking about!	...that [From.GetSheHe] will support me!
EVTTOOLTIPA3722	is dismayed when [Root.GetTitledFirstName] denies knowledge about being sinful	My child is not gregarious like me, whenever I see someone I don't know I always take the chance to talk to them but my child is shy and would rather hide or disappear through the ground when someone tries to strike up a conversation.
EVTOPTB3721	Help me free myself from my vices!	Show my child how great it is to talk to people!
EVTTOOLTIPB3722	is glad [Root.GetTitledFirstName] decided to mend [Root.GetHerHis] ways	The world is a dangerous place and my child knows it
EVTDESC3722	After I told [From.GetTitledFirstName] about the gossip about [From.GetHerHim], I had to wait a while for [From.GetHerHis] reaction...	I'll leave my shy child alone
EVTOPTA3722	[From.GetSheHeCap] didn't know what I was talking about!	I don't usually like gossip but I couldn't help agree with the gossiper. That proud courtier sure needs to get a grip on reality!
EVTOPTB3722	[From.GetSheHeCap] asked me to help [From.GetHerHim] be free of this vice	I'll talk to the courtier about the gossip
EVTDESC3725	I'd like to think of myself as a magnanimous person but I have started to feel uneasy while talking to servants. The courtiers clearly does not find it fitting for a [Root.GetTitle] to consort with the servants.	[Root.GetTitledFirstName] talks to [This.GetTitledFirstName] about the sin of pride
EVTOPTA3725	To hell with them!	I don't want to upset anyone, I'll keep quiet
EVTOPTB3725	Fine! I'll stop talking to the servants	It is not nice to talk about people behind their back!
EVTOPTC3725	What the courtiers don't know...	People are gossiping about you and your pride,' [From.GetTitledFirstName] told me and then continued talking about 'the sin of pride' and how I should 'mend my ways'...
EVTDESC38297	People no longer interests me as much as they used to do and I never voluntarily start a conversation with anyone anymore. I have lost the §YGregarious§! trait	I don't know what you are talking about!
EVTDESC38298	It can be fun digging into work and see how your effort makes a difference. I have lost the §YSlothful§! trait.	is dismayed when [Root.GetTitledFirstName] denies knowledge about being sinful
EVTDESC38300	There are people in the world that deserves my respect. I have lost the §YProud§! trait.	Help me free myself from my vices!
#EVTDESC20421	My liege, I have bad news from [FromFrom.Location.GetName]. My attempts to increase the county levy has met with nothing but failure and the reason behind this is [From.GetTitledName]! [From.GetSheHeCap] has been nohting but trouble since I arrived and has used [From.GetHerHis] wide influence in [FromFrom.Location.GetName] to hinder all my initiatives.\n\nYour humble Marshal,\n[Root.job_marshal.GetTitledFirstName]	is glad [Root.GetTitledFirstName] decided to mend [Root.GetHerHis] ways
opinion_killed_merrymen	Killed the leader of the Merry Men	After I told [From.GetTitledFirstName] about the gossip about [From.GetHerHim], I had to wait a while for [From.GetHerHis] reaction...
opinion_ignored_merrymen	Ignored the Merry Men	[From.GetSheHeCap] didn't know what I was talking about!
modifier_outfoxed	Outfoxed by the Merry Men	[From.GetSheHeCap] asked me to help [From.GetHerHim] be free of this vice
clever_deceive	Clever deception	I'd like to think of myself as a magnanimous person but I have started to feel uneasy while talking to servants. The courtiers clearly does not find it fitting for a [Root.GetTitle] to consort with the servants.
met_merry_men	Met the Merry Men	To hell with them!
EVTTOOLTIP68030	Highway Robber Band appears in county	Fine! I'll stop talking to the servants
