#CODE	ENGLISH	ENGLISH
REL_CAPTOR	Captor	Captor
EVTDESC_REP_191	The port in [Root.MercRepCapital.GetName] is particularly busy today, but you have decided to take a small trip on one of your family's galleys and have no intention of cancelling your plans. Your captain skillfully guides the ship through the jumble of merchant vessels and towards the open sea. \n\nYou have nearly left the harbor area when another galley flying [From.GetOnlyDynastyName] colors recklessly cuts in front of you! The two galleys collide with the sound of splintering wood, but with the exception of several broken oars, there doesn't seem to be any serious damage to either ship. From the deck of the [From.GetOnlyDynastyName] galley, [From.GetTitledFirstName] screams obscenities at you and accuses you of trying to ram his ship on purpose. He demands the right of way to leave the port before you.	The port in [Root.MercRepCapital.GetName] is particularly busy today, but you have decided to take a small trip on one of your family's galleys and have no intention of cancelling your plans. Your captain skillfully guides the ship through the jumble of merchant vessels and towards the open sea. \n\nYou have nearly left the harbor area when another galley flying [From.GetOnlyDynastyName] colors recklessly cuts in front of you! The two galleys collide with the sound of splintering wood, but with the exception of several broken oars, there doesn't seem to be any serious damage to either ship. From the deck of the [From.GetOnlyDynastyName] galley, [From.GetTitledFirstName] screams obscenities at you and accuses you of trying to ram his ship on purpose. He demands the right of way to leave the port before you.
EVTOPTA_REP_191	That does it. Ready the ship for battle!	That does it. Ready the ship for battle!
battle_tooltip	This time he has gone too far. You will sink his precious ship.	This time he has gone too far. You will sink his precious ship.
no_battle_tooltip	You tell your crew to give the other ship the right of way.	You tell your crew to give the other ship the right of way.
EVTOPTB_REP_191	Oh, let that childish fool go first.	Oh, let that childish fool go first.
EVTNAME_REP_192	Battle is Joined!	Battle is Joined!
EVTDESC_REP_192	Your ship is readied for battle, and [FromFrom.GetTitledFirstName] immediately responds in kind. Bowmen take up position at the railing and hails of flaming arrows are soon exchanged between the ships. Nearby merchant vessels hurry to distance themselves from the duel, and as the furious battle continues both galleys drift out of the harbor and far out to sea.\n\nThe rigging of the [FromFrom.GetOnlyDynastyName] galley has caught fire, but you have little time to celebrate this victory as your own ship is taking on water. A savage boarding action unfolds as both crews fight to escape their equally doomed ships. When the smoke settles, both galleys have slipped beneath the waves and you and [FromFrom.GetFirstName] are desperately clutching to the same piece of flotsam, shouting insults at each other.	Your ship is readied for battle, and [FromFrom.GetTitledFirstName] immediately responds in kind. Bowmen take up position at the railing and hails of flaming arrows are soon exchanged between the ships. Nearby merchant vessels hurry to distance themselves from the duel, and as the furious battle continues both galleys drift out of the harbor and far out to sea.\n\nThe rigging of the [FromFrom.GetOnlyDynastyName] galley has caught fire, but you have little time to celebrate this victory as your own ship is taking on water. A savage boarding action unfolds as both crews fight to escape their equally doomed ships. When the smoke settles, both galleys have slipped beneath the waves and you and [FromFrom.GetFirstName] are desperately clutching to the same piece of flotsam, shouting insults at each other.
EVTOPTA_REP_192	I hope you're happy now!	I hope you're happy now!
flotsam_tooltip	As the only survivors of the battle, the two of you drift aimlessly on the sea...	As the only survivors of the battle, the two of you drift aimlessly on the sea...
EVTNAME_REP_194	Days of Toil and Hardship	Days of Toil and Hardship
EVTDESC_REP_194	You drift at sea for what seems like days, until you and [From.GetTitledFirstName] are finally picked up by a passing galley. Your relief at being rescued is shortlived, however, when the grinning captain announces to his crew: "Looks like the spider just caught a couple of flies."\n\nTo the sound of cracking whips and a steady drumbeat, you and [From.GetFirstName] are chained and put to work as oarsmen along with the other slaves on the pirate galley. The hours pass in a haze as you toil at the oars, and you are nearly at the point of passing out when [From.GetFirstName] shares his water ration with you. He receives a severe whipping for this, but as the guards are busy with him you notice that one of the links in your rusty chains looks ready to snap. The ship is passing close to shore, and you could probably make it...	You drift at sea for what seems like days, until you and [From.GetTitledFirstName] are finally picked up by a passing galley. Your relief at being rescued is shortlived, however, when the grinning captain announces to his crew: "Looks like the spider just caught a couple of flies."\n\nTo the sound of cracking whips and a steady drumbeat, you and [From.GetFirstName] are chained and put to work as oarsmen along with the other slaves on the pirate galley. The hours pass in a haze as you toil at the oars, and you are nearly at the point of passing out when [From.GetFirstName] shares his water ration with you. He receives a severe whipping for this, but as the guards are busy with him you notice that one of the links in your rusty chains looks ready to snap. The ship is passing close to shore, and you could probably make it...
flee_ship_tooltip	You leap over the railing and swim to the safety of the shore.	You leap over the railing and swim to the safety of the shore.
rescue_rival_tooltip	You decide not to abandon your former rival to the mercy of these pirates.	You decide not to abandon your former rival to the mercy of these pirates.
EVTOPTA_REP_194	So long, fools!	So long, fools!
EVTOPTB_REP_194	I can't leave without [From.GetFirstName]...	I can't leave without [From.GetFirstName]...
EVTNAME_REP_195	The Mutiny	The Mutiny
EVTDESC_REP_195	Using your chain, you strangle the guard whipping [From.GetFirstName] and break free. The rest of the slaves take this as a cue to lash out at any pirate within their reach, and the ensuing commotion gives you enough time to sever [From.GetFirstName]'s chains with the fallen guard's scimitar. Together you work to free the rest of the slaves, and soon a full mutiny has broken out.\n\nMany slaves are cut down, but there are enough of them to overwhelm the pirates and within moments only their injured captain is left alive. "What now?" you ask [From.GetFirstName] as you sail back towards [Root.MercRepCapital.GetName]. "What now? Let me tell you what now," [From.GetFirstName] says. "We're even now. The feud between our families is no more. We've been through too much together." He offers you his hand in friendship...	Using your chain, you strangle the guard whipping [From.GetFirstName] and break free. The rest of the slaves take this as a cue to lash out at any pirate within their reach, and the ensuing commotion gives you enough time to sever [From.GetFirstName]'s chains with the fallen guard's scimitar. Together you work to free the rest of the slaves, and soon a full mutiny has broken out.\n\nMany slaves are cut down, but there are enough of them to overwhelm the pirates and within moments only their injured captain is left alive. "What now?" you ask [From.GetFirstName] as you sail back towards [Root.MercRepCapital.GetName]. "What now? Let me tell you what now," [From.GetFirstName] says. "We're even now. The feud between our families is no more. We've been through too much together." He offers you his hand in friendship...
EVTOPTA_REP_195	So be it, friend.	So be it, friend.
EVTOPTB_REP_195	After everything your family has done? Never!	After everything your family has done? Never!
feud_over_tooltip	You shake his hand, ending the feud.	You shake his hand, ending the feud.
feud_continues_tooltip	You cannot forgive the crimes committed against your family.	You cannot forgive the crimes committed against your family.
#TP_NO_TRADE_POST_BUILT	No Trade Post Built	No Trade Post Built
#TP_TRADE_POST_UNDER_CON	Trade Post Under Construction	Trade Post Under Construction
EVTNAME_REP_201	The Wrath of the [From.GetTitle]	The Wrath of the [From.GetTitle]
EVTDESC_REP_201	These are hard times for the [Root.GetOnlyDynastyName] family. Your sworn enemies, the vile and untrustworthy [From.GetOnlyDynastyName] dynasty under the leadership of [From.GetTitledFirstName], have managed to secure rulership of the Republic using guile and treachery.\n\nAs the [From.GetTitle] is still dependant on the favor of the majority of the patrician families, [From.GetFirstName] is hesitant to take overt action against your family and its supporters. This hasn't stopped him, however, from using every other avenue at his disposal to tarnish the [Root.GetOnlyDynastyName] name.	These are hard times for the [Root.GetOnlyDynastyName] family. Your sworn enemies, the vile and untrustworthy [From.GetOnlyDynastyName] dynasty under the leadership of [From.GetTitledFirstName], have managed to secure rulership of the Republic using guile and treachery.\n\nAs the [From.GetTitle] is still dependant on the favor of the majority of the patrician families, [From.GetFirstName] is hesitant to take overt action against your family and its supporters. This hasn't stopped him, however, from using every other avenue at his disposal to tarnish the [Root.GetOnlyDynastyName] name.
EVTOPTA_REP_201	Some day, the boot will be on the other foot...	Some day, the boot will be on the other foot...
EVTDESC_REP_203	As [Root.GetTitle], you are in a unique position to act against the [From.GetOnlyDynastyName] family, your old enemies. Striking at them directly might draw the ire of the other patrician families, whose continued favor is necessary to cement your dynasty's rule over the Republic, however.\n\nThe [From.GetOnlyDynastyName]s still enjoy a lot of support in many quarters of [Root.MercRepCapital.GetName], but new, insidious ways of hurting them are open to you now with your current office. You have managed to tarnish their family's name and standing through an intensive lobby campaign.	As [Root.GetTitle], you are in a unique position to act against the [From.GetOnlyDynastyName] family, your old enemies. Striking at them directly might draw the ire of the other patrician families, whose continued favor is necessary to cement your dynasty's rule over the Republic, however.\n\nThe [From.GetOnlyDynastyName]s still enjoy a lot of support in many quarters of [Root.MercRepCapital.GetName], but new, insidious ways of hurting them are open to you now with your current office. You have managed to tarnish their family's name and standing through an intensive lobby campaign.
EVTOPTA_REP_203	Heed the words of the [Root.GetTitle]!	Heed the words of the [Root.GetTitle]!
EVTNAME_REP_206	Riots in [Root.MercRepCapital.GetName]!	Riots in [Root.MercRepCapital.GetName]!
EVTDESC_REP_206	Supporters of your family have clashed with [From.GetOnlyDynastyName] hooligans on the streets of [Root.MercRepCapital.GetName]! What started as a bar-room brawl quickly turned into a riot when hundreds of sailors from the merchant fleets of both families joined in the destructive melee.\n\nNearly a dozen dead have so far been reported by the city guard, and several stores were looted during the commotion. The other patrician families are not amused by this disturbance of the peace.	Supporters of your family have clashed with [From.GetOnlyDynastyName] hooligans on the streets of [Root.MercRepCapital.GetName]! What started as a bar-room brawl quickly turned into a riot when hundreds of sailors from the merchant fleets of both families joined in the destructive melee.\n\nNearly a dozen dead have so far been reported by the city guard, and several stores were looted during the commotion. The other patrician families are not amused by this disturbance of the peace.
EVTOPTA_REP_206	They started it!	They started it!
HINT_FACTIONS_VIEW_TITLE	The Faction View	The Faction View
HINT_FACTIONS_VIEW_TEXT_1	Here you can see an overview of the Factions active within your realm. Vassals will create Factions against their Liege with a specific goal in mind, such as lowering crown authority or placing a pretender on the throne. Other Vassals may then join the Faction if they agree with its stated goal.	Here you can see an overview of the Factions active within your realm. Vassals will create Factions against their Liege with a specific goal in mind, such as lowering crown authority or placing a pretender on the throne. Other Vassals may then join the Faction if they agree with its stated goal.
HINT_FACTIONS_VIEW_TEXT_2	Once a Faction becomes powerful enough, its members will present their Liege with an ultimatum. If this is refused, it could spark a Civil War.	Once a Faction becomes powerful enough, its members will present their Liege with an ultimatum. If this is refused, it could spark a Civil War.
HINT_FACTIONS_VIEW_TEXT_3	There are a number of ways to make Vassals leave their Faction: you can dispatch your Spymaster to Scheme in their territory, you can increase their opinion of you with bribes, or you can simply hope for the best and have them assassinated. Note that if there are several Members in a faction, one of them will always take the Faction Leader's place if he or she leaves the Faction for any reason.	There are a number of ways to make Vassals leave their Faction: you can dispatch your Spymaster to Scheme in their territory, you can increase their opinion of you with bribes, or you can simply hope for the best and have them assassinated. Note that if there are several Members in a faction, one of them will always take the Faction Leader's place if he or she leaves the Faction for any reason.
HINT_FACTIONS_VIEW_TEXT_4	The upper section of this screen lists the Factions that your Vassals have formed against you, their Liege. If you have a Liege of your own, the lower section will show the Factions that you or your fellow Vassals have formed.	The upper section of this screen lists the Factions that your Vassals have formed against you, their Liege. If you have a Liege of your own, the lower section will show the Factions that you or your fellow Vassals have formed.
HINT_REPUBLIC_VIEW_TITLE	The Republic View	The Republic View
HINT_REPUBLIC_VIEW_TEXT_1	This screen is available only to Merchant Republics, and it gives you an overview of the Republic's five Patrician Families. The ruler of a Maritime Republic is elected for life, but the office will not necessarily be inherited by his heir.	This screen is available only to Merchant Republics, and it gives you an overview of the Republic's five Patrician Families. The ruler of a Maritime Republic is elected for life, but the office will not necessarily be inherited by his heir.
HINT_REPUBLIC_VIEW_TEXT_2	Every Patrician has a Respect value that is determined by a combination of their Age, their Prestige, and the amount of money they have contributed to their Campaign Fund. The Patrician with the highest Respect value becomes the Expected Successor, but that is still not a guarantee that he will be elected when the time comes for the Republic to choose a new ruler.	Every Patrician has a Respect value that is determined by a combination of their Age, their Prestige, and the amount of money they have contributed to their Campaign Fund. The Patrician with the highest Respect value becomes the Expected Successor, but that is still not a guarantee that he will be elected when the time comes for the Republic to choose a new ruler.
HINT_REPUBLIC_VIEW_TEXT_3	The Family Palace is a holding that will remain with the dynasty who owns it until that dynasty dies out. It does not exist on the map and so can never be conquered by an enemy. In stark contrast to a feudal lord, this enables Patricians to continue playing even if they don't own land.	The Family Palace is a holding that will remain with the dynasty who owns it until that dynasty dies out. It does not exist on the map and so can never be conquered by an enemy. In stark contrast to a feudal lord, this enables Patricians to continue playing even if they don't own land.
HINT_REPUBLIC_VIEW_TEXT_4	Below the palace is a list of all Trade Posts owned by this family and the income they provide. Trade Posts can be built in both foreign and domestic provinces, and they are a vital component in the building of a successful trade empire.	Below the palace is a list of all Trade Posts owned by this family and the income they provide. Trade Posts can be built in both foreign and domestic provinces, and they are a vital component in the building of a successful trade empire.
HINT_PLOT_VIEW_TEXT_2	The Decisions available to you depend on a number of factors, such as your character's religion. There are many different Decisions that cover everything from inviting new nobles to holding grand tournaments.	The Decisions available to you depend on a number of factors, such as your character's religion. There are many different Decisions that cover everything from inviting new nobles to holding grand tournaments.
HINT_PLOT_VIEW_TEXT_1	This screen allows you to start a Plot, and there are also various other Decisions you can take here. Finally there are convenient lists of known plots and rebellious vassals, as well as your current prisoners.	This screen allows you to start a Plot, and there are also various other Decisions you can take here. Finally there are convenient lists of known plots and rebellious vassals, as well as your current prisoners.
HINT_CHAR_VIEW_TEXT_1	Clicking any portrait will take you to the Character View. This screen contains detailed information about a character - skills, traits, titles and close relations. You can also select an Ambition for your own character.	Clicking any portrait will take you to the Character View. This screen contains detailed information about a character - skills, traits, titles and close relations. You can also select an Ambition for your own character.
plot_seize_trade_post_title	Seize the Trade Post in [This.GetName]	Seize the Trade Post in [This.GetName]
plot_seize_trade_post_desc	Strike a blow for freedom everywhere by usurping control over the [This.GetName] Trade Post.	Strike a blow for freedom everywhere by usurping control over the [This.GetName] Trade Post.
EVTDESC_REP_45	You have been approached by several influential burgher families from Hamburg. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Hamburg into a Free Imperial City, you could stand to profit greatly from their trade...	You have been approached by several influential burgher families from Hamburg. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Hamburg into a Free Imperial City, you could stand to profit greatly from their trade...
EVTDESC_REP_46	You have been approached by several influential burgher families from Bremen. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Bremen into a Free Imperial City, you could stand to profit greatly from their trade...	You have been approached by several influential burgher families from Bremen. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Bremen into a Free Imperial City, you could stand to profit greatly from their trade...
EVTDESC_REP_47	You have been approached by several influential burgher families from Lübeck. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Lübeck into a Free Imperial City, you could stand to profit greatly from their trade...	You have been approached by several influential burgher families from Lübeck. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Lübeck into a Free Imperial City, you could stand to profit greatly from their trade...
EVTDESC_REP_48	You have been approached by several influential burgher families from Mecklenburg. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Mecklenburg into a Free Imperial City, you could stand to profit greatly from their trade...	You have been approached by several influential burgher families from Mecklenburg. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Mecklenburg into a Free Imperial City, you could stand to profit greatly from their trade...
EVTDESC_REP_49	You have been approached by several influential burgher families from Rostock. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Rostock into a Free Imperial City, you could stand to profit greatly from their trade...	You have been approached by several influential burgher families from Rostock. They are seeking your blessing to establish the Hanseatic League, a trade confederation that will operate along the Empire's northern shores. By sanctioning this and turning Rostock into a Free Imperial City, you could stand to profit greatly from their trade...
EVTOPTA_REP_45	They have my blessing.	They have my blessing.
EVTOPTB_REP_45	Not on my watch!	Not on my watch!
permit_hansa_tooltip	You permit the formation of the Hanseatic League.	You permit the formation of the Hanseatic League.
deny_hansa_tooltip	You refuse the formation of the Hanseatic League.	You refuse the formation of the Hanseatic League.
EVTNAME_REP_61	The Rise of the Hansa	The Rise of the Hansa
EVTDESC_REP_61	Several German merchant guilds and trade cities along the shores of northern Europe have come together in [From.MercRepCapital.GetName] to form the Hanseatic League with the blessing of [FromFrom.TopLiege.GetTitledFirstName] of the Holy Roman Empire. This loose confederation of Free Imperial Cities is dedicated towards the continued prosperity of its members and the mutual defense of any merchant vessels flying its flag. Their eventual and unstated goal, of course, is to one day completely dominate all trade along the Baltic and North Seas...	Several German merchant guilds and trade cities along the shores of northern Europe have come together in [From.MercRepCapital.GetName] to form the Hanseatic League with the blessing of [FromFrom.TopLiege.GetTitledFirstName] of the Holy Roman Empire. This loose confederation of Free Imperial Cities is dedicated towards the continued prosperity of its members and the mutual defense of any merchant vessels flying its flag. Their eventual and unstated goal, of course, is to one day completely dominate all trade along the Baltic and North Seas...
EVTOPTA_REP_61	That's bound to ruffle some feathers...	That's bound to ruffle some feathers...
EVTOPTB_REP_61	A new rival!	A new rival!
EVTDESC_REP_300	The time has come for the [Root.GetOnlyDynastyName] family to [From.GetPlot]. It will serve the Republic far better in our capable hands.	The time has come for the [Root.GetOnlyDynastyName] family to [From.GetPlot]. It will serve the Republic far better in our capable hands.
EVTOPTA_REP_300	Commence the takeover! (100% Plot Power)	Commence the takeover! (100% Plot Power)
EVTOPTA_REP_300_tooltip	You have the needed support to supplant the Trade Post leadership with your own men.	You have the needed support to supplant the Trade Post leadership with your own men.
EVTOPTB_REP_300	Commence the takeover!  (150% Plot Power)	Commence the takeover!  (150% Plot Power)
EVTOPTB_REP_300_tooltip	You have gathered overwhelming support in your quest to seize the Trade Post.	You have gathered overwhelming support in your quest to seize the Trade Post.
EVTOPTC_REP_300	Bribe the Trade Post's merchants! (Less than 100% Plot Power)	Bribe the Trade Post's merchants! (Less than 100% Plot Power)
EVTOPTC_REP_300_tooltip	What you lack in support, you can make up for with bribes.	What you lack in support, you can make up for with bribes.
EVTOPTD_REP_300	We must bide our time a while longer...	We must bide our time a while longer...
EVTOPTD_REP_300_tooltip	You decide not to act yet.	You decide not to act yet.
EVTDESC_REP_301	The untrustworthy scum of the [From.GetOnlyDynastyName] family have bribed some of your merchants in an attempt to [From.GetPlot]! They are about transfer control of the Post away from your family.	The untrustworthy scum of the [From.GetOnlyDynastyName] family have bribed some of your merchants in an attempt to [From.GetPlot]! They are about transfer control of the Post away from your family.
EVTOPTA_REP_301	Make those vipers a better offer.	Make those vipers a better offer.
EVTOPTA_REP_301_tooltip	A substantial bribe is offered to the Trade Post merchants to secure their allegience.	A substantial bribe is offered to the Trade Post merchants to secure their allegience.
EVTOPTB_REP_301	A pox on them and their children! Let them have it...	A pox on them and their children! Let them have it...
EVTOPTB_REP_301_tooltip	The Trade Post is bought out by the rival family.	The Trade Post is bought out by the rival family.
EVTDESC_REP_302	The treacherous scoundrels of the [From.GetOnlyDynastyName] family have gathered enough support to [From.GetPlot]! The merchants there are about to transfer control of the Post away from your family.	The treacherous scoundrels of the [From.GetOnlyDynastyName] family have gathered enough support to [From.GetPlot]! The merchants there are about to transfer control of the Post away from your family.
EVTOPTA_REP_302	Sigh... ready some bribes.	Sigh... ready some bribes.
EVTOPTA_REP_302_tooltip	You bribe the leaders of the Trade Post to remain with your family.	You bribe the leaders of the Trade Post to remain with your family.
EVTOPTB_REP_302	A pox on them and their children! Let them have it...	A pox on them and their children! Let them have it...
EVTOPTB_REP_302_tooltip	Ownership of the Trade Post is transferred to the rival family.	Ownership of the Trade Post is transferred to the rival family.
EVTDESC_REP_303	It seems the coffers of the [From.GetOnlyDynastyName] family run deep... they have offered enough bribes to the merchant leaders of the Trade Post to ensure their continued loyalty.	It seems the coffers of the [From.GetOnlyDynastyName] family run deep... they have offered enough bribes to the merchant leaders of the Trade Post to ensure their continued loyalty.
EVTOPTA_REP_303	Offer a larger bribe!	Offer a larger bribe!
EVTOPTA_REP_303_tooltip	You raise the stakes and outbribe the bribe.	You raise the stakes and outbribe the bribe.
EVTOPTB_REP_303	I can't afford to stay in this bidding war...	I can't afford to stay in this bidding war...
EVTOPTB_REP_303_tooltip	You concede defeat and the Trade Post remains with its previous owners.	You concede defeat and the Trade Post remains with its previous owners.
EVTDESC_REP_304	The stubborn [From.GetOnlyDynastyName] fools really want that Trade Post. They have offered an even greater bribe to its merchant leadership, who have thrown in their lot with the [From.GetOnlyDynastyName] family once again...	The stubborn [From.GetOnlyDynastyName] fools really want that Trade Post. They have offered an even greater bribe to its merchant leadership, who have thrown in their lot with the [From.GetOnlyDynastyName] family once again...
EVTOPTA_REP_304	I won't give up that easily...	I won't give up that easily...
EVTOPTA_REP_304_tooltip	You outbribe the counter-bribe to your previous bribe.	You outbribe the counter-bribe to your previous bribe.
EVTOPTB_REP_304	Oh, let them have it then...	Oh, let them have it then...
EVTOPTB_REP_306_tooltip	You concede defeat and control of the Trade Post is transferred to its new owners.	You concede defeat and control of the Trade Post is transferred to its new owners.
EVTDESC_REP_305	[From.GetTitledFirstName] of the [From.GetOnlyDynastyName] family has not only managed to match your last bribe, but also surpass it. The bidding war is over and the Trade Post remains with its previous owners. It seems that the only true winners of this sordid affair are the fat merchants running the Trade Post.	[From.GetTitledFirstName] of the [From.GetOnlyDynastyName] family has not only managed to match your last bribe, but also surpass it. The bidding war is over and the Trade Post remains with its previous owners. It seems that the only true winners of this sordid affair are the fat merchants running the Trade Post.
EVTOPTA_REP_305	Those greedy, blood-sucking...	Those greedy, blood-sucking...
EVTDESC_REP_306	The [From.GetOnlyDynastyName] family has finally seen reason and conceded defeat. The Trade Post is yours!	The [From.GetOnlyDynastyName] family has finally seen reason and conceded defeat. The Trade Post is yours!
EVTOPTA_REP_306	Excellent.	Excellent.
EVTDESC_REP_308	The treacherous scoundrels of the [From.GetOnlyDynastyName] family have gathered overwhelming support to [From.GetPlot]! The merchants there have transferred control of the Post away from your family to their new masters.	The treacherous scoundrels of the [From.GetOnlyDynastyName] family have gathered overwhelming support to [From.GetPlot]! The merchants there have transferred control of the Post away from your family to their new masters.
EVTOPTA_REP_308	Ungrateful scum!	Ungrateful scum!
EVTDESC_REP_310	The power and influence of the [From.PlotTarget.Owner.GetOnlyDynastyName] family grows unchecked. I fear that their expanding trade empire represents a very real danger to the delicate balance of power within the Republic. Therefore, I request your support in my efforts to [From.GetPlot] for House [From.GetOnlyDynastyName].\n\nSigned,\n[From.GetTitledName]	The power and influence of the [From.PlotTarget.Owner.GetOnlyDynastyName] family grows unchecked. I fear that their expanding trade empire represents a very real danger to the delicate balance of power within the Republic. Therefore, I request your support in my efforts to [From.GetPlot] for House [From.GetOnlyDynastyName].\n\nSigned,\n[From.GetTitledName]
EVTOPTA_REP_310	The [From.PlotTarget.Owner.GetOnlyDynastyName] have indeed grown too powerful.	The [From.PlotTarget.Owner.GetOnlyDynastyName] have indeed grown too powerful.
EVTOPTB_REP_310	As long as it flies the flag of the Republic, I care not who owns it.	As long as it flies the flag of the Republic, I care not who owns it.
EVTDESC_REP_311	After consulting with [FromFrom.GetTitledFirstName], I have decided that the Trade Post in [FromFrom.PlotTarget.GetName] would serve the interests of the Republic better under the supervision of the [FromFrom.GetOnlyDynastyName] family. Please make the necessary arrangements to ensure a smooth transfer of control.\n\nSigned,\n[From.GetTitledName]	After consulting with [FromFrom.GetTitledFirstName], I have decided that the Trade Post in [FromFrom.PlotTarget.GetName] would serve the interests of the Republic better under the supervision of the [FromFrom.GetOnlyDynastyName] family. Please make the necessary arrangements to ensure a smooth transfer of control.\n\nSigned,\n[From.GetTitledName]
EVTOPTA_REP_311	So [FromFrom.GetFirstName] ran crying to the [From.GetTitle]...	So [FromFrom.GetFirstName] ran crying to the [From.GetTitle]...
EVTDESC_REP_312	I will not get involved in your dispute with the [Root.PlotTarget.Owner.GetOnlyDynastyName] family. As far as I am concerned, the Trade Post can raise whichever flag its owners wish so long as the flag of the Republic flies next to it. Do not bother me with such nonsense again.\n\nSigned,\n[From.GetTitledName]	I will not get involved in your dispute with the [Root.PlotTarget.Owner.GetOnlyDynastyName] family. As far as I am concerned, the Trade Post can raise whichever flag its owners wish so long as the flag of the Republic flies next to it. Do not bother me with such nonsense again.\n\nSigned,\n[From.GetTitledName]
EVTOPTA_REP_312	A lot of good that did me...	A lot of good that did me...
EVTDESC_REP_313	You make a good point, [Root.GetTitledFirstName]. I cannot permit the [Root.PlotTarget.Owner.GetOnlyDynastyName] family to absorb all power in the Republic. For the sake of the other patrician families, I have already contacted [Root.PlotTarget.Owner.GetTitledFirstName] and made certain of his cooperation in this matter. The Trade Post is yours.\n\nSigned,\n[From.GetTitledName]	You make a good point, [Root.GetTitledFirstName]. I cannot permit the [Root.PlotTarget.Owner.GetOnlyDynastyName] family to absorb all power in the Republic. For the sake of the other patrician families, I have already contacted [Root.PlotTarget.Owner.GetTitledFirstName] and made certain of his cooperation in this matter. The Trade Post is yours.\n\nSigned,\n[From.GetTitledName]
EVTOPTA_REP_313	Thank you, [From.GetTitle]!	Thank you, [From.GetTitle]!
EVTTOOLTIPREP.300	You decide to make your move against the Trade Post.	You decide to make your move against the Trade Post.
plot_seize_trade_post_decision	[Root.GetPlot]	[Root.GetPlot]
plot_seize_trade_post_decision_desc	Put the plot into motion by attempting to seize the Trade Post.	Put the plot into motion by attempting to seize the Trade Post.
EVTOPTE_REP_300	Perhaps I should petition the [Root.Liege.GetTitle] for help...	Perhaps I should petition the [Root.Liege.GetTitle] for help...
EVTOPTE_REP_300_tooltip	You send a letter to the [Root.Liege.GetTitle].	You send a letter to the [Root.Liege.GetTitle].
opinion_seized_tp	Seized Trade Post	Seized Trade Post
EVTTOOLTIPREP.311	Informed of your decision to change ownership of the Trade Post.	Informed of your decision to change ownership of the Trade Post.
EVTTOOLTIPREP.313	Informed that you refuse to involve yourself in this matter.	Informed that you refuse to involve yourself in this matter.
ca_con_wall_1	Huge Stone Wall	Huge Stone Wall
ca_con_wall_2	Anastasian Wall	Anastasian Wall
ca_con_wall_3	Constantinian Walls	Constantinian Walls
ca_con_wall_4	Theodosian Walls	Theodosian Walls
ca_con_wall_4_desc	The Theodosian Walls were built during the reign of Emperor Theodosius II in the early 5th century, but they still remain some of the most formidable fortifications built by human hands.	The Theodosian Walls were built during the reign of Emperor Theodosius II in the early 5th century, but they still remain some of the most formidable fortifications built by human hands.
ca_con_wall_5	Upgraded Theodosian Walls	Upgraded Theodosian Walls
ca_con_wall_5_desc	The great Theodosian Walls have been upgraded, repaired and reinforced to make them even stronger than when they were first built all those centuries ago.	The great Theodosian Walls have been upgraded, repaired and reinforced to make them even stronger than when they were first built all those centuries ago.
ct_rep_wall_1	Inner City Walls	Inner City Walls
ct_rep_wall_1_desc	These inner defensive walls protects the heart of the city from attackers, but outlying districts are left to fend for themselves.	These inner defensive walls protects the heart of the city from attackers, but outlying districts are left to fend for themselves.
ct_rep_wall_2	Outer City Walls	Outer City Walls
ct_rep_wall_2_desc	These outer defensive walls surround the entire city, and still offer defenders the opportunity to fall back to the inner walls in case of a breach.	These outer defensive walls surround the entire city, and still offer defenders the opportunity to fall back to the inner walls in case of a breach.
ct_rep_wall_3	Fortified Gates	Fortified Gates
ct_rep_wall_3_desc	Several massive, fortified gates have been constructed at strategic points along the city walls to allow easy passage for visiting merchants.	Several massive, fortified gates have been constructed at strategic points along the city walls to allow easy passage for visiting merchants.
ct_rep_wall_4	Harbor Forts	Harbor Forts
ct_rep_wall_4_desc	The city harbor is guarded by these imposing forts, and several massive chains on the sea floor can be quickly raised to deny access to and from the port.	The city harbor is guarded by these imposing forts, and several massive chains on the sea floor can be quickly raised to deny access to and from the port.
ct_rep_wall_5	Citadel	Citadel
ct_rep_wall_5_desc	This grand citadel lies at the heart of the city's defensive network, and is equipped to withstand a siege even after the rest of the city has fallen.	This grand citadel lies at the heart of the city's defensive network, and is equipped to withstand a siege even after the rest of the city has fallen.
